geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06059099410,06059099410,Census Tract 994.10; Orange County; California,3391,2228,1154,Huntington Beach city,California,55154,0.3638242270758181,0.21139821657041905,06059,3391,2228,1154,0.009319,0.009493868073,0.003212018401,0.8978984411889291,0.8493853526426253,0.9227852205190292,-0.11371170070846288,-0.17732192683659934,-0.08367578691555168,-3.593372638217243,-5.603502155721203,-2.6442158661800943,-105.96793389021654,-165.24630361902692,-77.9774658266026,0.8882801134369898,0.8356323493171872,0.9153995470333232,-0.1257710094744062,-0.19669852515537611,-0.0924191553741254,-3.9744555864571423,-6.215816788134723,-2.9205126833866304,-117.20600372919913,-183.303355592295,-105.96793389021654,-0.3810829482398992,-0.6123146324135202,-0.2762968172065361,-11.238069838982575,-18.05705197326807,-8.147945066544857,0.935227334634852,0.9141609829148208,0.9565555995281338,-0.06925873845468569,-0.09389923513414422,-0.0454175381894133,-0.4956416427479948,-0.6719783263900728,-0.3250250255785251,-22.24603423464967,-30.160607109069694,-14.588196839251577,0.9289854478012268,0.9059932237908608,0.9523163489623506,-0.07644312660317153,-0.10376101469699248,-0.05007123010080186,-0.5470558328344132,-0.7425529388073456,-0.35832859932630295,-24.55367292793596,-33.32822885131713,-16.082971244448068,-0.0514141900864184,-0.07057461241727281,-0.03330357374777787,-2.307638693286284,-3.1676217422474333,-1.4947744051964933,0.9141609829148208,0.8933560060597908,0.9565555995281338,-0.09389923513414422,-0.11937457544005328,-0.0454175381894133,-1.028752860899124,-1.3078587469549825,-0.4975910855994214,-89.14669505191716,-113.33264704982516,-43.11881157707291,0.9059932237908608,-0.10376101469699248,-1.136797765890555,0.8833382117011285,-0.13206921964148344,-1.446940300938471,0.9523163489623506,-0.05007123010080186,-0.5485765793656345,-98.50933846538604,-125.3847747780304,-47.53696528298393,-0.10804490499143092,-0.13908155398348865,-0.05098549376621314,-9.362643413468886,-12.052127728205257,-4.418153705911017,0.6942
06059099246,06059099246,Census Tract 992.46; Orange County; California,1932,1541,809,Huntington Beach city,California,55150,0.42870710250385385,0.1934523522643748,06059,1932,1541,809,0.009319,0.009493868073,0.003212018401,0.8744284593395742,0.815960896008686,0.9047274160658716,-0.14360413287013282,-0.22554892629236345,-0.1053052911211786,-2.585493038266795,-4.06085233803701,-1.8959488953753647,-133.82469142167676,-210.18904441185347,-98.13400079582632,0.862773330882944,0.7995327924139649,0.8957143378493365,-0.15905297973990595,-0.25073043843615295,-0.11642736723525,-2.8636388355550264,-4.514228038579535,-2.096194179332549,-148.22147181961836,-233.6556955786509,-133.82469142167676,-0.2781457972882313,-0.4533757005425256,-0.20024528395718424,-14.396780397941578,-23.46665116679739,-10.364662730703117,0.9199512047687034,0.8942046072632808,0.9461636075544086,-0.08701417511749733,-0.11831228767709746,-0.0568996651485515,-0.43069583383449145,-0.5856127386732769,-0.2816374308320121,-27.949113162523783,-38.002124508324265,-18.276277146788587,0.9123075558149644,0.8842612493282624,0.940942020534522,-0.09612158051974024,-0.1308875072380019,-0.0627647380780474,-0.47577494374378015,-0.647856558914313,-0.31066790170021646,-30.874428536260876,-42.04130817094829,-20.16014936406337,-0.0450791099092887,-0.06224382024103614,-0.02903047086820437,-2.9253153737371,-4.03918366262402,-1.8838722172747808,0.8942046072632808,0.8689202603806058,0.9461636075544086,-0.11831228767709746,-0.1508535887539076,-0.0568996651485515,-0.9087021717525402,-1.15863691260427,-0.4370201126834431,-112.32412506211868,-143.21840699681954,-54.0197914318224,0.8842612493282624,-0.1308875072380019,-1.0052866394322308,0.8567969582813038,-0.1671376635206025,-1.2837073883426984,0.940942020534522,-0.0627647380780474,-0.4820670356460497,-124.26287261214225,-158.67829274940647,-59.588014294938155,-0.09658446767969064,-0.12507047573842844,-0.04504692296260654,-11.938747550023566,-15.459885752586953,-5.568222863115765,0.4339
06059099235,06059099235,Census Tract 992.35; Orange County; California,3878,2386,1198,Huntington Beach city,California,54126,0.4192585628848628,0.221288228232572,06059,3878,2386,1198,0.009319,0.009493868073,0.003212018401,0.8778077147386969,0.8207452379491548,0.907334926936017,-0.13920165340273516,-0.21840487615713716,-0.1021288504531662,-5.030619966857024,-7.892951728642624,-3.69084290109271,-129.72202080600889,-203.5315040908361,-95.17387573730556,0.8664416739276749,0.8046911199201691,0.898554434457741,-0.15414577817672434,-0.24271285620649935,-0.11289863101446862,-5.57068691748245,-8.77141981290089,-4.080052883919624,-143.64845068288938,-226.18411069883675,-129.72202080600889,-0.5400669506254259,-0.878468084258266,-0.38920998282691377,-13.926429876880505,-22.652606608000667,-10.036358505077716,0.92216016410258,0.8970834153564358,0.9476698841215648,-0.08441032146858303,-0.1147235395079427,-0.05521977299821264,-0.646910228818314,-0.8792269701466868,-0.4231974877487544,-27.112750579141405,-36.84941199273624,-17.736692696930195,0.9147175111034662,0.8873932289374412,0.9425899119094424,-0.09323369003142136,-0.12689613509604236,-0.06090674997174516,-0.7145314305460968,-0.9725162321730284,-0.4667817735472832,-29.94683279740557,-40.75927209442701,-19.56336016543517,-0.06762120172778285,-0.09328926202634148,-0.04358428579852874,-2.83408221826416,-3.9098601016907577,-1.8266674685049769,0.8970834153564358,0.8724366845134173,0.9476698841215648,-0.1147235395079427,-0.14621498356379686,-0.05521977299821264,-1.3048258384493014,-1.6629986255721598,-0.628050589359514,-108.91701489560111,-138.8145764250551,-52.42492398660384,0.8873932289374412,-0.12689613509604236,-1.4432727283593427,0.860611827825855,-0.16196404426171823,-1.842122992010762,0.9425899119094424,-0.06090674997174516,-0.6927322974863601,-120.47351655754112,-153.76652687902856,-57.824064898694495,-0.13844688991004128,-0.1791243664386022,-0.06468170812684615,-11.556501661940006,-14.951950453973472,-5.3991409120906635,0.4559
06059099224,06059099224,Census Tract 992.24; Orange County; California,1798,1395,639,Huntington Beach city,California,54325,0.3782424834725827,0.17761260763385858,06059,1798,1395,639,0.009319,0.009493868073,0.003212018401,0.8926290951556854,0.8418413861628358,0.9187415228280146,-0.12028613611971473,-0.18787222443180276,-0.08844541707645964,-2.015461811494319,-3.1479047045449855,-1.481952669440478,-112.09465024996211,-175.07812594799697,-82.42228417355273,0.8825476083492498,0.8274719860993986,0.9109880485195436,-0.13308334931691393,-0.2085001266494558,-0.09770924176789215,-2.229886310647209,-3.493536799082809,-1.6371732584149066,-124.02037322843208,-194.30126802462783,-112.09465024996211,-0.21442449915288983,-0.34563209453782306,-0.15522058897442848,-11.925722978469958,-19.22314207663087,-8.632958229945967,0.9318109022540824,0.9096881388240518,0.954236473808229,-0.07317911561344248,-0.09927782645676114,-0.04795826553258333,-0.3278984689574007,-0.44484067651961007,-0.2148897497621289,-23.505266591928365,-31.88822053904015,-15.404283137070172,0.9252531368899336,0.9011182498609008,0.9497769244260356,-0.08078531174864664,-0.10973226893846932,-0.052878812152985163,-0.36198005147470846,-0.4916845834843128,-0.23693756613348307,-25.948390786717457,-35.24620670138443,-16.984771765841078,-0.03408158251730775,-0.0468439069647027,-0.02204781637135414,-2.4431241947890863,-3.3579861623442793,-1.580488628770906,0.9096881388240518,0.887867185134865,0.954236473808229,-0.09927782645676114,-0.1262945818276889,-0.04795826553258333,-0.60227704506404,-0.7661763987541336,-0.2909427359788232,-94.25305869546791,-119.9024098206782,-45.53094459762492,0.9011182498609008,-0.10973226893846932,-0.6656997744931286,0.8773700508462515,-0.1397699283620041,-0.8479256894221363,0.9497769244260356,-0.052878812152985163,-0.3207936340534923,-104.17836846527834,-132.6957260441528,-50.202446643739016,-0.06342272942908855,-0.08174929066800274,-0.02985089807466912,-9.925309769810417,-12.793316223474609,-4.671502046114103,0.4514
06059099506,06059099506,Census Tract 995.06; Orange County; California,628,419,288,Huntington Beach city,California,38485,0.2906834079489236,0.26654508120937614,06059,628,419,288,0.009319,0.009493868073,0.003212018401,0.9251117200374755,0.888708380254696,0.9435738405459022,-0.08095052558569985,-0.1252285026426878,-0.05980047032827084,-0.4737493513020099,-0.7328787733278864,-0.34997220611718993,-75.43779479331369,-116.70044161272077,-55.72805829891559,0.9179385336805608,0.8782844689108109,0.9381093862042068,-0.08939756128376722,-0.13858326703662707,-0.0659737709759157,-0.5231842086229519,-0.8110352883429978,-0.3861004110430226,-83.30958736034266,-129.14574655143275,-75.43779479331369,-0.04943485732094199,-0.07815651501511134,-0.03612820492583268,-7.8717925670289794,-12.445304938711995,-5.752898873540237,0.9527520898655504,0.937191812402154,0.9684071451163055,-0.04959098031589425,-0.0670174309748393,-0.03262352518051708,-0.0667413122039798,-0.09019445179967216,-0.04390590517464393,-15.928714129828116,-21.52612214789312,-10.478736318530771,0.9481518594205108,0.9311321762115172,0.965303283844363,-0.05468337172399546,-0.07396138330079431,-0.03594384970644226,-0.07359483441039635,-0.09953987080861192,-0.04837451649048596,-17.564399620619653,-23.756532412556545,-11.545230665987102,-0.00685352220641655,-0.00934541900893976,-0.00446861131584202,-1.6356854907915397,-2.230410264663427,-1.0664943474563302,0.937191812402154,0.9217267172377902,0.9684071451163055,-0.0670174309748393,-0.08492027115887169,-0.03262352518051708,-0.1832413387007543,-0.2321918931184458,-0.08920035191232652,-63.62546482665079,-80.62218511057145,-30.972344414002265,0.9311321762115172,-0.07396138330079431,-0.202227729279646,0.9142445788007808,-0.0937992121448564,-0.2564689954909265,0.965303283844363,-0.03594384970644226,-0.09827889613882636,-70.21796155543264,-89.05173454546059,-34.124616714870264,-0.0189863905788917,-0.0242771023724807,-0.00907854422649984,-6.592496728781842,-8.429549434889134,-3.152272300868,0.068
06059099408,06059099408,Census Tract 994.08; Orange County; California,2537,1846,771,Huntington Beach city,California,55470,0.4510688635254521,0.24223091450620163,06059,2537,1846,771,0.009319,0.009493868073,0.003212018401,0.8664825467825311,0.8047486578135944,0.8985860617353795,-0.15409133595737498,-0.2426240047630276,-0.11285946063837952,-3.643074054379054,-5.736190235680942,-2.668257564829142,-143.59771597867774,-226.10131003866545,-105.17373136890588,0.8541532569957433,0.7874559831175848,0.8890284222797434,-0.1707500870712989,-0.2699122508929844,-0.12482343076916616,-4.036925295816031,-6.381347219023957,-2.9511133717441487,-159.12200614174344,-251.53122660717216,-143.59771597867774,-0.3938512414369773,-0.6451569833430151,-0.2828558069150069,-15.524290163065716,-25.429916568506705,-11.14922376488005,0.9147443411788256,0.8874281131398429,0.9426082496791705,-0.09320162474173484,-0.126851837566721,-0.0608861107892527,-0.5526284059613719,-0.7521535057143364,-0.3610172509748664,-29.93653336735493,-40.745043646497095,-19.556730822040432,0.906629204821136,0.8768927936525805,0.9370534414553888,-0.10298674991093484,-0.14039025892165533,-0.06717499318592271,-0.6106481898371571,-0.832428031328486,-0.3983064620136309,-33.079533577310784,-45.09360949775113,-21.57673142002334,-0.05801978387578521,-0.0802745256141496,-0.03728921103876442,-3.1430002099558623,-4.348565851254041,-2.020000597982905,0.8874281131398429,0.8606543375767731,0.9426082496791705,-0.126851837566721,-0.16190665211258148,-0.0608861107892527,-0.9285265648312534,-1.1851198247747234,-0.445672466252956,-120.43146106760746,-153.7120395297955,-57.80447033112271,0.8768927936525805,-0.14039025892165533,-1.027624726238047,0.847835579972174,-0.17947397304654292,-1.3137086136562388,0.9370534414553888,-0.06717499318592271,-0.4917056533192164,-133.28465969365067,-170.3902222641036,-63.775052311182414,-0.09909816140679328,-0.12858878888151537,-0.04603318706626036,-12.853198626043229,-16.678182734308088,-5.97058198005971,0.4203
06059099239,06059099239,Census Tract 992.39; Orange County; California,2167,1619,960,Huntington Beach city,California,72824,0.35476655090420983,0.23402393879415043,06059,2167,1619,960,0.009319,0.009493868073,0.003212018401,0.9012245877520206,0.8541590751173026,0.9253346044479528,-0.10960132867031612,-0.17074211248375357,-0.0806901581256566,-2.2133191523310907,-3.4480128320936276,-1.6294790816026774,-102.1374781878676,-159.11457462360997,-75.19515835729936,0.8919003515116478,0.8407998691023376,0.9181818084265524,-0.12120148658439052,-0.18934366755745224,-0.08910892246237806,-2.44757590809102,-3.823657713476434,-1.7994899069410948,-112.94766534799352,-176.44936379678975,-102.1374781878676,-0.2342567557599291,-0.37564488138280616,-0.17001082533841738,-10.810187160125938,-17.334789173179797,-7.845446485390742,0.9373799709840084,0.9169821038660352,0.958015376495546,-0.06680325050070866,-0.09053382370709064,-0.04382458208346831,-0.3473941238950648,-0.4707992221016455,-0.22789912442647273,-21.45732698548887,-29.079630766006513,-14.076536406823516,0.9313378144733097,0.9090692044793116,0.9539151091904416,-0.07372425392769037,-0.10002626320706906,-0.04831131236475465,-0.38338512588927987,-0.5201623545690833,-0.2512312785288302,-23.680366021573803,-32.12861980043751,-15.517682429205076,-0.03599100199421506,-0.04936313246743784,-0.02333215410235747,-2.223039036084933,-3.048989034430997,-1.4411460223815613,0.9169821038660352,0.8968214724236958,0.958015376495546,-0.09053382370709064,-0.11504912711050518,-0.04382458208346831,-0.8251355312825838,-1.0485707853129058,-0.39942220862861527,-85.95161784193581,-109.22612347009436,-41.60648006548076,0.9090692044793116,-0.10002626320706906,-0.911650700854164,0.8871082082964908,-0.1272581976445632,-1.1598456380594324,0.9539151091904416,-0.04831131236475465,-0.4403147769834953,-94.96361467230874,-120.8172539645242,-45.86612260244742,-0.08651516957158012,-0.1112748527465266,-0.04089256835487998,-9.01199683037293,-11.591130494429851,-4.259642536966664,0.0965
06059099307,06059099307,Census Tract 993.07; Orange County; California,1740,1324,726,Huntington Beach city,California,44516,0.3477236977318458,0.22327208546642552,06059,1740,1324,726,0.009319,0.009493868073,0.003212018401,0.9038193665550583,0.8578894464590143,0.9273217603652278,-0.10641576957079132,-0.16565136000629774,-0.07837434938024927,-1.725538088536555,-2.6860467415837177,-1.270844777661705,-99.1688556630204,-154.37050238986885,-73.0370561874543,0.8947254838200933,0.8448399803841214,0.920351015988158,-0.11766124703459852,-0.1836561043729634,-0.0865419634771902,-1.9078841803408368,-2.9779947517738634,-1.4032831303004476,-109.64851611154236,-171.14912366516455,-99.1688556630204,-0.18234609180428185,-0.2919480101901457,-0.13243835263874293,-10.479660448521946,-16.77862127529573,-7.611399576939249,0.9390571904783792,0.919181699387888,0.9591519746287932,-0.06489786792492905,-0.08792418372333932,-0.04258764664172809,-0.2759919652517547,-0.3739162631202463,-0.18111301138111585,-20.845314596053974,-28.24140960122706,-13.67923046685165,0.933171027710374,0.9114681680068498,0.9551600899054268,-0.07161492406552453,-0.09713101905330045,-0.04694491590306403,-0.30455767294331965,-0.4130702855513774,-0.1996432242373879,-23.002845388468252,-31.198662050708265,-15.078793371403918,-0.02856570769156496,-0.03915402243113114,-0.01853021285627207,-2.157530792414273,-2.957252449481204,-1.3995629045522713,0.919181699387888,0.8995253551369335,0.9591519746287932,-0.08792418372333932,-0.11169740162329424,-0.04258764664172809,-0.6060216761050037,-0.7698797268487358,-0.2935374080969344,-83.47406006955974,-106.04403951084517,-40.4321498756108,0.9114681680068498,-0.09713101905330045,-0.6694802325795487,0.8900507087549447,-0.12353149114263252,-0.8514467595123819,0.9551600899054268,-0.04694491590306403,-0.32357009659256464,-92.21490806880836,-117.2791679769121,-44.56888382817695,-0.06345855647454501,-0.08156703266364607,-0.03003268849563023,-8.740847999248624,-11.235128466066952,-4.136733952566147,0.2783
06059099311,06059099311,Census Tract 993.11; Orange County; California,2656,1933,532,Huntington Beach city,California,31743,0.3512399108817611,0.19467295962261927,06059,2656,1933,532,0.009319,0.009493868073,0.003212018401,0.902522965417524,0.8560249901560042,0.926329120534417,-0.10800504620664288,-0.16819019479531483,-0.07952991850572602,-2.6732614119928164,-4.1629199135902635,-1.9684660088337105,-100.6499025599705,-156.7364425297539,-74.11393105548608,0.8933138921345252,0.84282049459752,0.9192673781138408,-0.1194273466525346,-0.1864922678197799,-0.08782278563153957,-2.9559777858164,-4.615919354766077,-2.1737249523816424,-111.29434434549697,-173.79214438125288,-100.6499025599705,-0.2827163738235834,-0.45299944117581337,-0.20525894354793217,-10.644441785526483,-17.055701851499,-7.728122874545639,0.9382194474968872,0.9180828711268748,0.958584348464605,-0.06584872299112927,-0.08922629040293328,-0.04320501539768692,-0.40884363009441743,-0.553991008650361,-0.26825266354603594,-21.1507309929859,-28.659648662719142,-13.877530447285874,0.9322553275085522,0.910269671772306,0.9545383181640926,-0.0726675090959202,-0.09857554416043336,-0.04762687989660375,-0.4511803245250087,-0.6120389505277627,-0.2957072754413392,-23.340937637093052,-31.66264617319,-15.297841461010822,-0.04233669443059129,-0.0580479418774017,-0.02745461189530323,-2.190206644107154,-3.0029975104708586,-1.4203110137249475,0.9180828711268748,0.8981743978375055,0.958584348464605,-0.08922629040293328,-0.11336952200781436,-0.04320501539768692,-0.45065859901563354,-0.57259973185475,-0.21821720505966896,-84.71026297286345,-107.63152854412594,-41.01827162775733,0.910269671772306,-0.09857554416043336,-0.4978792285091367,0.8885804186988747,-0.12539054311400885,-0.6333147577287482,0.9545383181640926,-0.04762687989660375,-0.240550883296429,-93.58632114833397,-119.04412739262185,-45.216331446697176,-0.04722062949350314,-0.06071502587399824,-0.02233367823676002,-8.876058175470515,-11.412598848495907,-4.198059818939854,0.1132
06059099702,06059099702,Census Tract 997.02; Orange County; California,5180,3903,1915,Huntington Beach city,California,72584,0.3722558908276798,0.2237892125954039,06059,5180,3903,1915,0.009319,0.009493868073,0.003212018401,0.8948132114002402,0.8449655416271667,0.9204183475693598,-0.11755167140990158,-0.18348021396740077,-0.08646247941579975,-5.674503654000761,-8.857033950324237,-4.17375312060084,-109.54640258688728,-170.9852113962208,-80.57438456758379,0.8849232921050902,0.830850524332503,0.9128171563194446,-0.13004144983138682,-0.2035859287726755,-0.09550964623855662,-6.277415483669634,-9.827585459804675,-4.610481757279025,-121.18562709786936,-189.72172702325628,-109.54640258688728,-0.6029118296688729,-0.9705515094804388,-0.4367286366781853,-11.639224510982102,-18.736515627035494,-8.431054762127129,0.9332279185928464,0.9115426417280132,0.955198712736682,-0.0715495969171548,-0.09704138262176958,-0.04690258337446944,-0.8969820812055792,-1.2165600520143804,-0.5879946032101666,-22.981862188203415,-31.169870663960555,-15.065196085323256,0.9268010027707246,0.9031391911399383,0.950830493705784,-0.0789802740938376,-0.1072490373690952,-0.05171216806749843,-0.9901368237322932,-1.3445283955689318,-0.6482899993209627,-25.368609370542995,-34.44858815190704,-16.61004353884096,-0.09315474252671396,-0.12796834355455133,-0.06029539611079604,-2.386747182339584,-3.2787174879464853,-1.5448474535177057,0.9115426417280132,0.8901420879278595,0.955198712736682,-0.09704138262176958,-0.12341615295135192,-0.04690258337446944,-1.7642858313054195,-2.2437991310878767,-0.852724487878784,-92.12980842325952,-117.16966741973243,-44.528693884009606,0.9031391911399383,-0.1072490373690952,-1.9498687254791065,0.8798431750113832,-0.1365661840669074,-2.482876656073546,0.950830493705784,-0.05171216806749843,-0.940166380184128,-101.82082117384368,-129.65413347642536,-49.09485014016334,-0.18558289417368656,-0.2390775249856687,-0.08744189230534405,-9.691012750584154,-12.484466056692884,-4.566156256153736,0.9039
06059099232,06059099232,Census Tract 992.32; Orange County; California,4104,3235,1512,Huntington Beach city,California,68067,0.36864806252600546,0.17899581106143622,06059,4104,3235,1512,0.009319,0.009493868073,0.003212018401,0.8961320520350115,0.8468539144683496,0.9214303658932836,-0.11590696675687089,-0.1808412087553433,-0.08526920428821215,-4.432882343242675,-6.916303856900844,-3.2611357253826276,-108.01370232072796,-168.5259224391044,-79.46237147618488,0.8863580883554855,0.8328932630699344,0.9139212437232604,-0.12821219001381412,-0.2006340360037639,-0.0941861860285247,-4.903497772423763,-7.673284018554286,-3.602167261429668,-119.48093987387335,-186.97085815190755,-108.01370232072796,-0.4706154291810875,-0.7569801616534422,-0.3410315360470402,-11.467237553145408,-18.444935712803172,-8.309735283797275,0.9340829258632352,0.9126620856992456,0.955779075870872,-0.07056876034410693,-0.09569578452888132,-0.04626688870420761,-0.7332714871219339,-0.994363368303845,-0.4807536666254112,-22.66681567610306,-30.7376620804898,-14.86100978749339,0.9277350764915756,0.9043593023086668,0.9514659929908592,-0.07789392180977929,-0.10575519867731754,-0.05100971276606303,-0.8093863574292796,-1.0988895288348088,-0.5300357800710223,-25.01967101790663,-33.96876441529548,-16.38441360343191,-0.07611487030734565,-0.10452616053096386,-0.04928211344561106,-2.3528553418035747,-3.2311023348056835,-1.523403815938518,0.9126620856992456,0.8915158751091946,0.955779075870872,-0.09569578452888132,-0.1216850175298539,-0.04626688870420761,-1.3736870080306638,-1.7467553923683572,-0.6641486271089525,-90.85231534594335,-115.52615028891252,-43.925173750592094,0.9043593023086668,-0.10575519867731754,-1.5180871672658514,0.8813369719833101,-0.1346397936190711,-1.9327176862490572,0.9514659929908592,-0.05100971276606303,-0.7322305789652509,-100.40259042763569,-127.8252437995408,-48.427948344262624,-0.14440015923518756,-0.18596229388069996,-0.0680819518562984,-9.5502750816923,-12.299093510628303,-4.502774593670529,0.3354
06059099405,06059099405,Census Tract 994.05; Orange County; California,2827,1813,719,Huntington Beach city,California,54987,0.44034428520778074,0.23152103464343363,06059,2827,1813,719,0.009319,0.009493868073,0.003212018401,0.8702843118778764,0.8101066279752477,0.901526201887767,-0.14904978333141106,-0.2344054047543904,-0.10923010102871332,-3.9266886695565417,-6.175366554443726,-2.87764658557256,-138.89949308654195,-218.4423966906164,-101.79153114865797,0.8582765964132824,0.7932250193363488,0.8922286999435819,-0.1651255599639748,-0.2606763221319586,-0.12078887404455022,-4.350201998771203,-6.867468960094211,-3.182160299184229,-153.88050933042814,-242.92426459477224,-138.89949308654195,-0.4235133292146616,-0.692102405650485,-0.3045137136116689,-14.981016243886154,-24.481867904155816,-10.771620573458398,0.9172378365066016,0.8906716500607564,0.944311709584061,-0.090229774873447,-0.12274820909791596,-0.05897236034536513,-0.5254431110446295,-0.7148106149442031,-0.3434190158290243,-28.98196972115993,-39.42695063123018,-18.942030657971554,0.9093480868036998,0.8804189707646344,0.9389163732032156,-0.09968890297546656,-0.13582286752807107,-0.06505757971648851,-0.5805272969983891,-0.7909494417452472,-0.3788556175742544,-32.020259073270225,-43.62655497767497,-20.89661431738855,-0.05508418595375963,-0.07613882680104411,-0.03543660174523011,-3.0382893521102945,-4.199604346444794,-1.9545836594169947,0.8906716500607564,0.8646087699384122,0.944311709584061,-0.12274820909791596,-0.1565924783196821,-0.05897236034536513,-0.8378904631249227,-1.0689145295512543,-0.4025507067229932,-116.53553033726324,-148.66683303911742,-55.98758090723132,0.8804189707646344,-0.13582286752807107,-0.9271392732521968,0.8521216507306262,-0.173541358962749,-1.1846091336178604,0.9389163732032156,-0.06505757971648851,-0.4440889687844792,-128.9484385608062,-164.75787672014746,-61.764807897702255,-0.08924881012727404,-0.11569460406660605,-0.04153826206148603,-12.41290822354298,-16.091043681030047,-5.777226990470936,0.433
06059099508,06059099508,Census Tract 995.08; Orange County; California,3658,2495,1163,Huntington Beach city,California,56020,0.42945270827316046,0.2315487719297762,06059,3658,2495,1163,0.009319,0.009493868073,0.003212018401,0.8741623490472591,0.8155845420614557,0.904521970725486,-0.14395226594909988,-0.2261144595413976,-0.10555634065796596,-4.907174686616802,-7.707993652089667,-3.5982997521680167,-134.14911663796616,-210.7160648466284,-98.36795385915846,0.8624845155960346,0.7991271474600411,0.8954906018724249,-0.1594411052225477,-0.2513653217493818,-0.11670630368320035,-5.435172210703116,-8.568767819313145,-3.978389749038856,-148.58316595689217,-234.2473433382489,-134.14911663796616,-0.527997524086314,-0.8607741672234779,-0.3800899968708395,-14.434049318926023,-23.5312784916205,-10.390650543215951,0.9197771161777984,0.8939778276238797,0.9460448458100016,-0.08721991709858325,-0.11859597531397242,-0.05703234305325347,-0.6989791867425881,-0.9504264752075878,-0.4570563936712907,-28.015197865434388,-38.09324549930212,-18.318893533919468,0.912117651267284,0.8840145687667462,0.9408121043817022,-0.09634979501889204,-0.13120307665863523,-0.06291149459348834,-0.7721458997604821,-1.0514596077558982,-0.5041718312803979,-30.947731453325936,-42.142669649534994,-20.207287826869653,-0.07316671301789401,-0.10103313254831035,-0.04711543760910719,-2.9325335878915437,-4.0494241502328805,-1.888394292950188,0.8939778276238797,0.8686433754458198,0.9460448458100016,-0.11859597531397242,-0.15122042977276273,-0.05703234305325347,-1.309461874229617,-1.6696805002683808,-0.6297151199988581,-112.59345436196188,-143.56668102049704,-54.14575408416665,0.8840145687667462,-0.13120307665863523,-1.448661526761501,0.856496639091325,-0.16754690486692472,-1.8499471292139733,0.9408121043817022,-0.06291149459348834,-0.6946289990270015,-124.56247005687888,-159.06682108460646,-59.727342994583104,-0.13919965253188438,-0.18026662894559253,-0.06491387902814338,-11.96901569491697,-15.500140064109418,-5.581588910416456,0.6566
