geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06065042517,06065042517,Census Tract 425.17; Riverside County; California,2033,1322,469,Moreno Valley city,California,45502,0.45963550943208786,0.24182147502245713,06065,2033,1322,469,0.010586,0.009493868073,0.003212018401,0.8634576838741846,0.800494254968731,0.8962444083689903,-0.1581343459857508,-0.24922820344171265,-0.11576707275622158,-3.403262709368286,-5.363724405401861,-2.4914623020572364,-167.4010186605158,-263.832976163397,-122.55102321973618,0.8508738261893384,0.7828779141984139,0.886480333092084,-0.17526238229530136,-0.2773383714929507,-0.1280566106999286,-3.771880968062397,-5.9686928332693565,-2.75594960200758,-185.532757897806,-293.5904000624376,-167.4010186605158,-0.36861825869411025,-0.6049684278674956,-0.2644872999503436,-18.131739237290223,-29.757423899040617,-13.009704867208244,0.912757442083506,0.8848457084028681,0.9412497572055396,-0.09558131645286816,-0.13014053241551396,-0.06241727272141149,-0.4058658282491867,-0.5526142235512987,-0.26504173650530277,-30.700894723841657,-41.80137848345679,-20.048542852140905,0.90446324063752,0.8740862806173957,0.9355680130128252,-0.10562812845234018,-0.1440518197970884,-0.06886937784425022,-0.4485274887572872,-0.6116855607610066,-0.29243923516732484,-33.92794922521083,-46.26970958857841,-22.12097089011534,-0.04266166050810049,-0.05907133720970781,-0.02739749866202207,-3.227054501369175,-4.46833110512162,-2.0724280379744378,0.8848457084028681,0.8575085888739757,0.9412497572055396,-0.13014053241551396,-0.16616907745861142,-0.06241727272141149,-0.5794668744346457,-0.739888443326758,-0.27792065441327135,-123.55370457028692,-157.7587299204175,-59.258135269354234,0.8740862806173957,-0.1440518197970884,-0.6414086082568604,0.8444274188005515,-0.18423440278671693,-0.8203265467310009,0.9355680130128252,-0.06886937784425022,-0.3066494533482404,-136.76089728291268,-174.9097114565034,-65.38367875229007,-0.06194173382221468,-0.08043810340424296,-0.02872879893496904,-13.207192712625732,-17.15098153608592,-6.12554348293583,0.8317
06065042509,06065042509,Census Tract 425.09; Riverside County; California,1914,1259,444,Moreno Valley city,California,54604,0.3716868058833675,0.20007814928976445,06065,1914,1259,444,0.010586,0.009493868073,0.003212018401,0.8950211112380806,0.8452631263315245,0.9205779055764408,-0.1172920810959446,-0.1830635560077484,-0.08627416967369778,-2.3765256995019155,-3.709161278660819,-1.7480530613572731,-124.16539704816697,-193.7910803898025,-91.32983601657644,0.8851494569605429,0.8311724049581168,0.9129912221710648,-0.12975271253493717,-0.20311982692735145,-0.0953007824347215,-2.628998079308733,-4.115533497750532,-1.9309467145824823,-137.35622148948448,-215.02264878529425,-124.16539704816697,-0.2524723798068176,-0.4063722190897128,-0.18289365322520923,-13.190824441317533,-21.231568395491784,-9.55557226881971,0.93336273214103,0.9117191272560492,0.9552902335678188,-0.07139482386029222,-0.09682902344019562,-0.04680228569405468,-0.2887157533610443,-0.3915699057463277,-0.18926522179842684,-22.93214879754125,-31.101660504076865,-15.03298028581627,0.9269482774661668,0.9033315373735836,0.9509307067128228,-0.07880884436564414,-0.10701327101617382,-0.05160133429364149,-0.31869754195436867,-0.4327543019298342,-0.20867224400156695,-25.313545826399416,-34.37285956551503,-16.574443526732882,-0.02998178859332434,-0.0411843961835065,-0.01940702220314014,-2.3813970288581685,-3.2711990614381654,-1.5414632409166116,0.9117191272560492,0.8903586431204288,0.9552902335678188,-0.09682902344019562,-0.12314291294495948,-0.04680228569405468,-0.4081611965353169,-0.5190815409132199,-0.19728461829702937,-91.92819741786415,-116.91025696243692,-44.43347258942103,0.9033315373735836,-0.10701327101617382,-0.4510906254269604,0.8800786324974603,-0.13626210553735463,-0.5743825772744562,0.9509307067128228,-0.05160133429364149,-0.21751393951752368,-101.59698770877488,-129.36544533208473,-48.98962601746029,-0.04292942889164353,-0.05530103636123629,-0.02022932122049431,-9.668790290910705,-12.45518836964781,-4.556153428039259,0.9325
06065042511,06065042511,Census Tract 425.11; Riverside County; California,2631,1677,587,Moreno Valley city,California,63191,0.3855954268618434,0.22451283989535217,06065,2631,1677,587,0.010586,0.009493868073,0.003212018401,0.8899537806097283,0.8380199908364534,0.9166861674494527,-0.12365385909690328,-0.19328895603298127,-0.09088588385963758,-3.4439783485639213,-5.383438773814883,-2.531332369961803,-130.8999752399818,-204.61568885651397,-96.21179665381234,0.879638435707218,0.8233411404804377,0.9087464887206018,-0.1368307243146019,-0.2145633818522392,-0.10041690659830926,-3.810977315220802,-5.9759691035172136,-2.796788185019966,-144.84900475943758,-227.13679602878045,-130.8999752399818,-0.3669989666568809,-0.5925303297023303,-0.26545581505816296,-13.949029519455756,-22.52110717226645,-10.089540671157849,0.9300734169172342,0.9074155352739952,0.9530559444831392,-0.0751839390427266,-0.10203094517006346,-0.04925634826433976,-0.4049824121300376,-0.5495952834208058,-0.2653220220541145,-24.149219566490014,-32.7725273357666,-15.821229699112372,0.9233555306600358,0.8986422459472359,0.9484844909719028,-0.08300645503815515,-0.11278988330436827,-0.05431349644453295,-0.4471188236707273,-0.6075488939001988,-0.2925626281541723,-26.66182609843335,-36.22831806202736,-17.445595000248794,-0.0421364115406897,-0.05795361047939307,-0.02724060610005779,-2.5126065319433333,-3.455790726260767,-1.624365301136422,0.9074155352739952,0.885081023770903,0.9530559444831392,-0.10203094517006346,-0.12984006338705883,-0.04925634826433976,-0.5686083113583424,-0.7235857618109894,-0.2745007307692985,-96.86683328080792,-123.2684432386694,-46.76332721793841,0.8986422459472359,-0.11278988330436827,-0.628566803699653,0.8743419834302262,-0.14371723987997373,-0.8009218864436288,0.9484844909719028,-0.05431349644453295,-0.3026837146888895,-107.08122720607376,-136.4432515236165,-51.56451698277504,-0.05995849234131056,-0.07733612463263939,-0.02818298391959101,-10.214393925265854,-13.174808284947083,-4.801189764836629,0.9497
06065042407,06065042407,Census Tract 424.07; Riverside County; California,2140,1362,590,Moreno Valley city,California,54786,0.42982145527393567,0.2172601802401117,06065,2140,1362,590,0.010586,0.009493868073,0.003212018401,0.8740307713967954,0.8153984765059146,0.9044203828619236,-0.14412447790813152,-0.2263942462648769,-0.10568052086091502,-3.2650016875099275,-5.128744310654371,-2.394090746804003,-152.570172313548,-239.66094909599863,-111.87339938336464,0.8623417147589219,0.7989266076434524,0.8953799715991152,-0.15963310470207534,-0.2516794289148063,-0.11684428032719713,-3.6163347392450023,-5.701555849813179,-2.6469950003035363,-168.98760463761695,-266.427843449214,-152.570172313548,-0.35133305173507523,-0.572811539158808,-0.2529042534995334,-16.417432324068937,-26.766894353215328,-11.817955771006233,0.9196910310505522,0.8938656926776206,0.945986116477328,-0.08732168330239325,-0.1187363025472525,-0.05709796643084921,-0.3820121985672182,-0.5194439029392274,-0.2497904170540436,-28.04788535735816,-38.138318864847825,-18.339971883556796,0.9120237466302168,0.8838925957921311,0.9407478596417406,-0.0964626784059534,-0.1313591773034542,-0.0629840820268505,-0.4220019411436474,-0.5746660648982043,-0.2755408134597393,-30.983989804966768,-42.19280946389165,-20.230603044033725,-0.03998974257642929,-0.05522216195897689,-0.0257503964056957,-2.9361044476086118,-4.054490599043825,-1.890631160476924,0.8938656926776206,0.8685064717634717,0.945986116477328,-0.1187363025472525,-0.15140189798417425,-0.05709796643084921,-0.665087407197063,-0.8480598908234973,-0.31982753071332837,-112.7266791859429,-143.73896454635548,-54.2080560531065,0.8838925957921311,-0.1313591773034542,-0.7357929527031178,0.856348152053537,-0.16774935241231445,-0.9396282304688816,0.9407478596417406,-0.0629840820268505,-0.35279791362253815,-124.710669949681,-159.25902211336975,-59.79625654619291,-0.07070554550605479,-0.09156833964538424,-0.03297038290920978,-11.9839907637381,-15.52005756701428,-5.588200493086403,0.6775
06065042519,06065042519,Census Tract 425.19; Riverside County; California,1092,657,171,Moreno Valley city,California,48925,0.4028833539828879,0.2093824355219142,06065,1092,657,171,0.010586,0.009493868073,0.003212018401,0.883695240663115,0.8291034870263029,0.9118717997609668,-0.13161184307116017,-0.20612205309453188,-0.0966453839916256,-1.5214213240604213,-2.382752795032117,-1.1172121341494006,-139.32429707513018,-218.2008054058715,-102.30880349353484,0.8728362356385893,0.8137099299676169,0.9034979335180058,-0.14569029007872764,-0.22893916268146908,-0.10680939369306376,-1.6841669325645647,-2.646516573951467,-1.234707191865172,-154.22774107734108,-242.3549976146032,-139.32429707513018,-0.16274560850414344,-0.2637637789193503,-0.1174950577157714,-14.903444002210936,-24.154192208731715,-10.759620669942436,0.9260010679694238,0.90209462817422,0.9502860846999588,-0.07991236143263238,-0.1085311549010483,-0.05231468302067967,-0.1686387438305585,-0.22903287177193413,-0.11039947099972282,-25.667997538897794,-34.860406662394844,-16.803572450490535,0.9189092775839494,0.8928475399223099,0.9454527008041992,-0.08824671204676393,-0.12001204605101318,-0.05769437133068957,-0.18622669133972383,-0.2532609514691865,-0.12175220620283424,-28.345006292195414,-38.54809002575136,-18.531538234830176,-0.01758794750916537,-0.02422807969725235,-0.01135273520311143,-2.677008753297621,-3.6876833633565225,-1.7279657843396397,0.90209462817422,0.8785647150483705,0.9502860846999588,-0.1085311549010483,-0.1382200797182524,-0.05231468302067967,-0.17619505976139044,-0.22439358752227193,-0.08493034750833393,-103.03804664408798,-131.2243201884631,-49.66686988791458,0.8928475399223099,-0.12001204605101318,-0.19483372903682947,0.8672636277183378,-0.15305193027738873,-0.2484723766775304,0.9454527008041992,-0.05769437133068957,-0.09366401024456908,-113.93785323791197,-145.30548343715228,-54.77427499682401,-0.01863866927543903,-0.02407878915525846,-0.00873366273623513,-10.899806593823994,-14.08116324868916,-5.107405108909434,0.9355
06065042621,06065042621,Census Tract 426.21; Riverside County; California,5143,3384,1165,Moreno Valley city,California,80971,0.4187105339730804,0.23071745345544703,06065,5143,3384,1165,0.010586,0.009493868073,0.003212018401,0.8780041166294718,0.8210235958312817,0.907486396699325,-0.1389468238928679,-0.2179917910733195,-0.10194489265862496,-7.564792812764873,-11.868301038854012,-5.5502671430378605,-147.08910777298996,-230.76611003021603,-107.9188633684204,0.8666549210341948,0.8049913294052727,0.8987194401854041,-0.15386179173445655,-0.24224940502005107,-0.11269430178755448,-8.376820309108822,-13.188977672531848,-6.135505802272655,-162.87809273009572,-256.4452201542261,-147.08910777298996,-0.8120274963439496,-1.3206766336778344,-0.5852386592347942,-15.788984957105766,-25.67911012401,-11.37932450388478,0.9222884495484176,0.8972506744566016,0.9477573238723708,-0.08425948572773802,-0.11451574066035236,-0.05512241880038952,-0.91585597499753,-1.2447254384383823,-0.5991514923053186,-27.06430186162914,-36.78266662051958,-17.70542234944795,0.9148574871520156,0.8875752282603803,0.9426855804850488,-0.09306642186755892,-0.12666506247585207,-0.06079908370451661,-1.0115827055301545,-1.3767821307002752,-0.660853832707713,-29.893105955382808,-40.68505114362515,-19.528777562284663,-0.09572673053262416,-0.13205669226189287,-0.06170234040239442,-2.8288040937536687,-3.9023845231055816,-1.8233552128367143,0.8972506744566016,0.8726410782600654,0.9477573238723708,-0.11451574066035236,-0.1459465121603855,-0.05512241880038952,-1.2665848942396265,-1.6142204259724466,-0.6096735923282193,-108.71973341112674,-138.55969321651904,-52.332497195555305,0.8875752282603803,-0.12666506247585207,-1.4009607223837093,0.8608336161955392,-0.1616646715302635,-1.7880688690627788,0.9426855804850488,-0.06079908370451661,-0.672459528792209,-120.25413926040424,-153.48230635732008,-57.721847964996485,-0.13437582814408278,-0.1738484430903322,-0.06278593646398978,-11.53440584927749,-14.922613140801047,-5.389350769441183,0.5945
06065042522,06065042522,Census Tract 425.22; Riverside County; California,2554,1191,468,Moreno Valley city,California,52077,0.4231979031545906,0.2327327159803833,06065,2554,1191,468,0.010586,0.009493868073,0.003212018401,0.8763972314089908,0.8187471218101003,0.906246876075693,-0.1410350970555806,-0.22137833936952675,-0.1034520795594736,-3.813115710597181,-5.985327350845079,-2.7969970461091647,-149.2997537430376,-234.351110056581,-109.51437142165877,0.8649103549239668,0.802536447050578,0.897369231859486,-0.15618918689892286,-0.24604932732354431,-0.11436849459151542,-4.222831442835641,-6.65234806928614,-3.0921402730867276,-165.34187325119973,-260.467817904704,-149.2997537430376,-0.4097157322384608,-0.6670207184410613,-0.2951432269775629,-16.04211950816213,-26.116707848122996,-11.556116952919457,0.9212385479097308,0.895882041072361,0.9470415872537744,-0.08549517632428336,-0.11621837937839552,-0.05591983864171591,-0.3270629867444522,-0.4445950275594862,-0.21392212088148757,-27.46120795503377,-37.32955730978054,-17.96155506981424,0.913711965645466,0.886086079602232,0.941902512922136,-0.09443680021589548,-0.12855852610719776,-0.06168099806595017,-0.36126929336979535,-0.4918024305909539,-0.23596151642883395,-30.333274002501707,-41.29323514617581,-19.812050077987735,-0.03420630662534313,-0.0472074030314677,-0.02203939554734638,-2.872066047467937,-3.963677836395273,-1.8504950081734997,0.895882041072361,0.8709688700263396,0.9470415872537744,-0.11621837937839552,-0.14814666105088034,-0.05591983864171591,-0.5163733979709322,-0.6582349123611325,-0.24845912710065643,-110.33619614763508,-140.64848554725052,-53.08955707278984,0.886086079602232,-0.12855852610719776,-0.5712022772918568,0.8590192498946091,-0.1641182664098476,-0.7291988354030142,0.941902512922136,-0.06168099806595017,-0.2740567088605783,-122.05176865210616,-155.81171696645603,-58.5591258249099,-0.05482887932092462,-0.0709639230418817,-0.02559758175992188,-11.715572504471073,-15.163231419205491,-5.46956875212006,0.5761
06065042406,06065042406,Census Tract 424.06; Riverside County; California,2792,1645,513,Moreno Valley city,California,48607,0.41816547231865847,0.21927294111969345,06065,2792,1645,513,0.010586,0.009493868073,0.003212018401,0.8781994987053633,0.8213005402080027,0.9076370714233256,-0.13869343067741932,-0.217581081520706,-0.101761961344124,-4.099238570766041,-6.430850814507116,-3.0076879268265997,-146.8208657151161,-230.33133289781935,-107.72521227888969,0.8668670655903326,0.8052900245232211,0.8988835825582701,-0.15357941222395446,-0.24178863458796557,-0.11249111609530936,-4.539210308585367,-7.146331964208984,-3.324800026317966,-162.57916578027815,-255.95744857482032,-146.8208657151161,-0.4399717378193255,-0.7154811497018674,-0.3171120994913661,-15.75830006516209,-25.626115677000985,-11.357883219604805,0.9224160581049106,0.8974170588783997,0.947844298190352,-0.08410948748494734,-0.11430910534485424,-0.05502560062789319,-0.44441520936804296,-0.6039830523708593,-0.2907426326670213,-27.01612215003301,-36.71629497695193,-17.674324174287005,0.9149967265581824,0.8877562791873973,0.942780740702244,-0.09290008474845898,-0.1264352879771736,-0.0606920112253624,-0.4908627058414085,-0.6680550156477938,-0.3206826445175305,-29.83967816665097,-40.61124715184157,-19.49438568495626,-0.04644749647336554,-0.06407196327693454,-0.0299400118505092,-2.8235560166179665,-3.8949521748896374,-1.8200615106692528,0.8974170588783997,0.8728444128305982,0.947844298190352,-0.11430910534485424,-0.14567955674602018,-0.05502560062789319,-0.5567258451972799,-0.7095110587447542,-0.26799417180838636,-108.52355656867051,-138.30624926798328,-52.24057929988039,0.8877562791873973,-0.1264352879771736,-0.6157846511832762,0.8610542604040894,-0.16136699623401657,-0.7859144474475871,0.942780740702244,-0.0606920112253624,-0.29559159914887495,-120.03599438270491,-153.1996973582041,-57.62019476586256,-0.05905880598599633,-0.07640338870283292,-0.02759742734048859,-11.512437814034373,-14.893448090220842,-5.379615465982181,0.8416
06065042513,06065042513,Census Tract 425.13; Riverside County; California,2024,1381,751,Moreno Valley city,California,50952,0.3622304416851787,0.18546736457067253,06065,2024,1381,751,0.010586,0.009493868073,0.003212018401,0.898482817450986,0.8502233966297044,0.9232332994157948,-0.11298733885309048,-0.17616146999013654,-0.08314983940980238,-2.420873953456003,-3.774446930342745,-1.781573780784148,-119.60839690988156,-186.48453213155855,-88.0224199992168,0.888916062164403,0.8365393161264446,0.9158885007829568,-0.12496560987448135,-0.195401077656998,-0.09183595944827316,-2.6775211549696696,-4.186675995547809,-1.9676831446401053,-132.28859461312598,-206.85158080769807,-119.60839690988156,-0.2566472015136667,-0.412229065205064,-0.18610936385595744,-12.680197703244405,-20.367048676139525,-9.19512667272517,0.9356057530264378,0.914656756330042,0.9568122999916908,-0.0688262623068144,-0.09330630652354022,-0.04513706607731121,-0.3052993562031276,-0.4138878729799644,-0.20021888088112505,-22.10712210015406,-29.970157348295757,-14.498108680747649,0.92939893819554,0.9065337166526108,0.95259747183808,-0.07596421612180278,-0.10310293112154152,-0.04976134155642318,-0.3369618732610653,-0.4573437150159686,-0.2207312300827323,-24.39984600007714,-33.116851195942694,-15.983434473767726,-0.03166251705793771,-0.04345584203600422,-0.02051234920160724,-2.2927238999230783,-3.146693847646939,-1.4853257930200756,0.914656756330042,0.8939648159388971,0.9568122999916908,-0.09330630652354022,-0.1186122565122859,-0.04513706607731121,-0.6652641611495559,-0.8456929254915264,-0.3218225382557474,-88.58377645133899,-112.60891151684773,-42.85253505402762,0.9065337166526108,-0.10310293112154152,-0.7351130651316482,0.8840004154383317,-0.13122118783637657,-0.9355932809213844,0.95259747183808,-0.04976134155642318,-0.3547931365160028,-97.88456260075208,-124.57966457009114,-47.24276118721742,-0.06984890398209231,-0.08990035542985797,-0.03297059826025539,-9.300786149413092,-11.970753053243405,-4.390226133189799,0.9061
06065048300,06065048300,Census Tract 483; Riverside County; California,4179,2431,874,Moreno Valley city,California,86637,0.38892698455624936,0.21850718783531145,06065,4179,2431,874,0.010586,0.009493868073,0.003212018401,0.8887442587482874,0.8362942633779947,0.915756417248589,-0.12518307731000794,-0.1957513566585501,-0.09199343970149042,-5.537960887711247,-8.659823517573791,-4.069688027649627,-132.5188056403744,-207.2223861587411,-97.38425526799776,0.8783234724206198,0.8214762832641269,0.9077326730441366,-0.13853270622956845,-0.21732059753023067,-0.1016459247263176,-6.128533706423019,-9.614022878156536,-4.496703289499543,-146.65072281462116,-230.05558454550217,-132.5188056403744,-0.590572818711772,-0.954199360582745,-0.4270152618499159,-14.131917174246755,-22.833198386761065,-10.218120647282026,0.9292872435843724,0.906387707274248,0.9525215373212438,-0.07609354040294365,-0.10328062922131788,-0.0498450279793976,-0.594170074142697,-0.8064581933890528,-0.38921075052275766,-24.441385197149195,-33.173928152573126,-16.010314706818498,0.9224970226399876,0.8975226298205584,0.9478994791855028,-0.08401433875441205,-0.11417803493147564,-0.05496418339554887,-0.656018968527683,-0.8915496784806968,-0.4291832493321957,-26.985560202701897,-36.67419491899205,-17.654596846244164,-0.06184889438498608,-0.08509148509164399,-0.03997249880943798,-2.544175005552698,-3.5002667664189215,-1.6442821394256677,0.906387707274248,0.8838215169540838,0.9525215373212438,-0.10328062922131788,-0.1314501636555561,-0.0498450279793976,-0.8569855521148442,-1.090726227418175,-0.4135961326452388,-98.05326683236204,-124.79705119201088,-47.32221197313945,0.8975226298205584,-0.11417803493147564,-0.9474083092141145,0.8729734336626662,-0.14551023139888505,-1.2073916177109545,0.9478994791855028,-0.05496418339554887,-0.4560730449544308,-108.39912004738152,-138.14549401727166,-52.18227058975181,-0.09042275709927015,-0.11666539029277924,-0.04247691230919198,-10.34585321501947,-13.34844282526078,-4.8600586166123545,0.539
06065042518,06065042518,Census Tract 425.18; Riverside County; California,2166,1236,428,Moreno Valley city,California,46401,0.3830953431581362,0.21134846758689269,06065,2166,1236,428,0.010586,0.009493868073,0.003212018401,0.8908625168698883,0.8393173580845178,0.9173844950315944,-0.1225076609054946,-0.19144444037496217,-0.09005548427713538,-2.809011969016496,-4.389682412023051,-2.0649070543040975,-129.68660983455658,-202.66308458093496,-95.33273565577552,0.8806265096663913,0.8247433556251945,0.9095080248055312,-0.13555518602185965,-0.21249840108375612,-0.09949552145382938,-3.108182273526562,-4.872434488008143,-2.2813602721787754,-143.49871992274063,-224.95080738726423,-129.68660983455658,-0.2991703045100662,-0.4827520759850925,-0.21645321787467783,-13.812110088184037,-22.287722806329292,-9.993223355248286,0.930663817721592,0.908187608384885,0.9534571738118308,-0.07450185658678955,-0.1010940809668099,-0.04881480518112355,-0.29577644915207285,-0.4013490356958055,-0.1937974488689868,-23.93013342654311,-32.47160482975773,-15.679405248299902,0.924000301117212,0.8994833509275216,0.9489237354760264,-0.08225072956242169,-0.111749315836506,-0.05382546838535057,-0.326539899066814,-0.4436509014347982,-0.2136900560916906,-26.419085685017315,-35.8940858766018,-17.28883948961898,-0.03076344991474117,-0.04230186573899269,-0.0198926072227038,-2.4889522584742045,-3.4224810468440694,-1.609434241319078,0.908187608384885,0.8860273676993236,0.9534571738118308,-0.1010940809668099,-0.12863330914554036,-0.04881480518112355,-0.4107832153585114,-0.5226854413994669,-0.1983528851306795,-95.97738676600734,-122.12276668211844,-46.34413203987839,0.8994833509275216,-0.111749315836506,-0.4540794360503133,0.8753703861059196,-0.1423735779416695,-0.5785173134733346,0.9489237354760264,-0.05382546838535057,-0.21871309141008288,-106.09332617997974,-135.1675966059193,-51.10118958179507,-0.04329622069180189,-0.05583187207386764,-0.02036020627940338,-10.115939413972404,-13.04482992380085,-4.757057541916677,0.8557
06065042520,06065042520,Census Tract 425.20; Riverside County; California,3067,1953,574,Moreno Valley city,California,62582,0.41615221345360137,0.2101821924817478,06065,3067,1953,574,0.010586,0.009493868073,0.003212018401,0.878921545759173,0.82232428169931,0.9081938257640176,-0.13775797717672836,-0.216065270422914,-0.10108654301712588,-4.4726243375868595,-7.0150477439216,-3.282003276811296,-145.83059463928464,-228.7266952696968,-107.01021443792943,0.8676511004140877,0.806394256342218,0.8994901244993769,-0.15253700424369732,-0.24008819772101592,-0.11174094385590189,-4.952458881475232,-7.795006418516027,-3.6279225002968567,-161.47567269237797,-254.15736610746748,-145.83059463928464,-0.4798345438883729,-0.7799586745944271,-0.3459192234855606,-15.645078053093345,-25.43067083777069,-11.278748727928289,0.9228875506162628,0.898031889716785,0.9481656187768048,-0.08355562856194651,-0.11354620192315548,-0.0546680666296095,-0.5241504687231263,-0.7122834928544546,-0.34293671463261377,-26.838221644809337,-36.471248994083695,-17.559483596139977,0.915511209840801,0.8884253354395675,0.9431323110971443,-0.09228591550931506,-0.12558699094868628,-0.06029661823026883,-0.5789161867759571,-0.7878162285916918,-0.37824502372552743,-29.642405876905126,-40.338772585340074,-19.36738472736956,-0.05476571805283081,-0.07553273573723718,-0.03530830909291366,-2.8041842320957917,-3.867523591256384,-1.807901131229578,0.898031889716785,0.8735958673214209,0.9481656187768048,-0.11354620192315548,-0.14469405981298145,-0.0546680666296095,-0.618767787556729,-0.7885074247016384,-0.2979125507104171,-107.79926612486568,-137.37063148112168,-51.90114123874862,0.8884253354395675,-0.12558699094868628,-0.6843838298335748,0.8618697299421032,-0.16026815336370592,-0.8733781402902158,0.9431323110971443,-0.06029661823026883,-0.32858523162884967,-119.23063237518726,-152.1564704338355,-57.24481387262189,-0.06561604227684581,-0.0848707155885774,-0.03067268091843256,-11.43136625032157,-14.785838952713831,-5.343672633873268,0.9005
06065042515,06065042515,Census Tract 425.15; Riverside County; California,2249,1121,346,Moreno Valley city,California,62821,0.3993035509050313,0.2168283598375305,06065,2249,1121,346,0.010586,0.009493868073,0.003212018401,0.8849875701072617,0.830942001266887,0.912866628484056,-0.12995937319074283,-0.2034534281277881,-0.0954502758641108,-3.094061580419111,-4.843801719871561,-2.272471959049026,-137.57499245972036,-215.3757990160765,-101.0436620297477,0.8742404322379155,0.8156949672803303,0.904582254998778,-0.1438500933206214,-0.22594847352580205,-0.1054826628246768,-3.4247706506693287,-5.3793618261335725,-2.511322165020902,-152.27970878920982,-239.1890540744141,-137.57499245972036,-0.3307090702502178,-0.5355601062620119,-0.23885020597187623,-14.704716329489454,-23.813255058337568,-10.620284836455143,0.9268428609570144,0.9031938584314656,0.9508589766371486,-0.07893154505980345,-0.1071820193027585,-0.05168066408401151,-0.2842066537447747,-0.38592736306587005,-0.1860851525394079,-25.352957515144936,-34.42706182567976,-16.59992440137448,0.9198282000549596,0.8940443714430872,0.9460796955777002,-0.08715953690074983,-0.118512718094616,-0.05699340623664339,-0.3138329587459365,-0.42672550005639664,-0.20521459778546652,-27.9958036347847,-38.06650312724323,-18.306386956776674,-0.02962630500116175,-0.04079813699052659,-0.01912944524605861,-2.6428461196397643,-3.639441301563478,-1.7064625554021955,0.9031938584314656,0.8799100937710851,0.9508589766371486,-0.1071820193027585,-0.13647974614569788,-0.05168066408401151,-0.3520798950661125,-0.4483193637721498,-0.16976469473156758,-101.75719510581288,-129.57207045437858,-49.06494067386347,0.8940443714430872,-0.118512718094616,-0.3892998622547718,0.8687246197655359,-0.15111276605685997,-0.4963870541211195,0.9460796955777002,-0.05699340623664339,-0.18721640642518936,-112.51441105629245,-143.4644665089941,-54.108787984158774,-0.03721996718865933,-0.04806769034896968,-0.01745171169362178,-10.757215950479576,-13.892396054615515,-5.0438473102953125,0.9904
