geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
08031000904,08031000904,Census Tract 9.04; Denver County; Colorado,2797,1756,624,Lakewood city,Colorado,57163,0.5459450087978537,0.19681570300333684,08031,2797,1756,624,0.008855,0.007069502844,0.002896537907,0.8335649569663605,0.7588658411755963,0.8729898799328255,-0.19966655464902927,-0.31775597970103775,-0.14548865111351306,-4.94522841394378,-7.870000573106772,-3.603380709691612,-176.8047341417154,-281.37292002526897,-128.8302005610158,0.81852772340062,0.7382126870921344,0.8612121141074153,-0.2217057179754928,-0.35462315601627237,-0.1611541263982665,-5.491081959086349,-8.783105966127884,-3.9913743505508497,-196.32041326729885,-314.0188046524092,-176.8047341417154,-0.5458535451425695,-0.9131053930211124,-0.3879936408592375,-19.515679125583464,-32.645884627140234,-13.871778364649176,0.8929785103842292,0.8592434044565557,0.9276716161098616,-0.11984777726590735,-0.16381457781740952,-0.07796765863489874,-0.609584214140211,-0.8332134559490281,-0.39656850549557127,-34.714362992039355,-47.44951343673281,-22.58362787560201,0.8829276315547733,0.8463067951159661,0.92073297163155,-0.13259565593056652,-0.18160459749466384,-0.08609122385178382,-0.6744240115484653,-0.923699198879722,-0.4378875623168305,-38.40683437064153,-52.6024600728771,-24.93664933467144,-0.0648397974082543,-0.09048574293069388,-0.04131905682125925,-3.692471378602181,-5.152946636144299,-2.353021459069433,0.8592434044565557,0.8264494114116506,0.9276716161098616,-0.16381457781740952,-0.2099954167695627,-0.07796765863489874,-0.7226466772317537,-0.9263674343535389,-0.34394417270268923,-115.8087623768836,-148.4563196079389,-55.11925844594379,0.8463067951159661,-0.18160459749466384,-0.8011250323265288,0.8108451104499829,-0.23328116197808063,-1.0290894669467354,0.92073297163155,-0.08609122385178382,-0.37978022276290285,-128.38542184720012,-164.91818380556657,-60.86221518636263,-0.07847835509477508,-0.10272203259319668,-0.03583605006021362,-12.57665947031652,-16.461864197627673,-5.742956740418849,0.9723
08059011733,08059011733,Census Tract 117.33; Jefferson County; Colorado,1810,912,336,Lakewood city,Colorado,60771,0.5357712368164536,0.22178171836829924,08059,1810,912,336,0.010662,0.007069502844,0.002896537907,0.837034064984974,0.7636580167620387,0.8756993408375241,-0.19469450746661243,-0.3094866786576368,-0.141944447558444,-3.7572574378823296,-5.9725420118043795,-2.739275176761315,-207.58328386090216,-329.97469678477233,-151.341169986813,0.8222756812892252,0.7433422310284941,0.8641527673903392,-0.21613714567372988,-0.34527537688312454,-0.15720279762559436,-4.171062187383687,-6.663200183673452,-3.0337341731941976,-230.4454247173308,-368.1326068327874,-207.58328386090216,-0.4138047495013577,-0.6906581718690727,-0.29445899643288254,-22.862140856428603,-38.15791004801507,-16.26845284159572,0.8952874960513378,0.8622223525293373,0.9292619070349192,-0.116959640797505,-0.15979363915408903,-0.07612288035220469,-0.30896556624107824,-0.42211767979385606,-0.20108944137953,-33.877803315907705,-46.28483331072983,-22.04928085301864,0.8854392526606407,0.8495348613556353,0.9224693561184611,-0.12938295540334102,-0.17711473123570437,-0.08404685030164033,-0.3417835229790666,-0.4678738140160492,-0.2220217377307419,-37.47626348454678,-51.30195329123347,-24.34448878626556,-0.03281795673798837,-0.04575613422219316,-0.02093229635121191,-3.5984601686390763,-5.017119980503636,-2.2952079332469197,0.8622223525293373,0.8300512336585297,0.9292619070349192,-0.15979363915408903,-0.2047449114585433,-0.07612288035220469,-0.37956629304818856,-0.4863414305738351,-0.1808187088321766,-112.9661586452942,-144.74447338507,-53.815091914338275,0.8495348613556353,-0.17711473123570437,-0.42071000031819616,0.8147331537412966,-0.2273957373748061,-0.5401451368604486,0.9224693561184611,-0.08404685030164033,-0.19964093427152735,-125.21130961851075,-160.75748120846686,-59.41694472366885,-0.0411437072700076,-0.05380370628661352,-0.01882222543935074,-12.245150973216548,-16.01300782339688,-5.6018528093305795,0.1889
08059011551,08059011551,Census Tract 115.51; Jefferson County; Colorado,3444,1581,499,Lakewood city,Colorado,80034,0.5838533666210246,0.25488912953073345,08059,3444,1581,499,0.010662,0.007069502844,0.002896537907,0.820764878520412,0.7412730566951357,0.8629677995144277,-0.21837572022172055,-0.3490305508450057,-0.15879178871178878,-8.018740723489723,-12.816376696828948,-5.830823048488096,-232.83219290039844,-372.1363733109451,-169.30380512450918,0.8047123019783843,0.7194092812696686,0.8503428218830725,-0.24268014486854636,-0.3900293282776716,-0.17599628557516803,-8.911197446602591,-14.321848852244464,-6.462570934587608,-258.7455704588441,-415.84926980965344,-232.83219290039844,-0.8924567231128684,-1.5054721554155162,-0.6317478860995118,-25.913377558445656,-43.71289649870837,-18.34343455573495,0.8844273395391022,0.8482339226857053,0.9217699797139318,-0.13067513326886257,-0.17892007529452267,-0.08486935136501907,-0.5984171591615645,-0.8193513218343429,-0.3886529508199936,-37.85054770155373,-51.82487804138791,-24.58272933712799,0.8736316815640666,0.8343863688424119,0.9142917813327192,-0.14464713345754093,-0.1984855425998301,-0.09374274210618844,-0.6624009061190741,-0.9089499399464884,-0.4292879909124025,-41.89759051986553,-57.49208981318712,-27.152940601669982,-0.06398374695750964,-0.08959861811214553,-0.04063504009240892,-4.047042818311805,-5.667211771799211,-2.570211264541994,0.8482339226857053,0.81316578189318,0.9217699797139318,-0.17892007529452267,-0.2297615348150042,-0.08486935136501907,-0.6311731145905177,-0.8105256120844221,-0.29939207630087533,-126.48759811433222,-162.4299823816477,-59.99841208434375,0.8343863688424119,-0.1984855425998301,-0.7001938598432886,0.7965205862326293,-0.2554603324564208,-0.9011827958680964,0.9142917813327192,-0.09374274210618844,-0.3306945763801048,-140.3194107902382,-180.59775468298523,-66.27145819240577,-0.06902074525277091,-0.09065718378367428,-0.03130250007922947,-13.831812675905994,-18.16777230133753,-6.273046108062018,0.4022
08059011720,08059011720,Census Tract 117.20; Jefferson County; Colorado,3337,2574,1044,Lakewood city,Colorado,334296,0.6007640880914368,0.16776091690217906,08059,3337,2574,1044,0.010662,0.007069502844,0.002896537907,0.81511840947095,0.7335571273639245,0.85853419133956,-0.2268156238172154,-0.3632203446697488,-0.16477597524649856,-8.069894400461346,-12.92305078571739,-5.862579912236845,-241.83081811391503,-387.2655314868861,-175.68414480781675,0.7986247624885837,0.7111763981403799,0.8455384379655224,-0.25215250887527413,-0.40612090420161673,-0.18267834447140285,-8.971357815609212,-14.449413825954316,-6.499529989712421,-268.84500496281726,-433.00610805976373,-241.83081811391503,-0.901463415147866,-1.5263630402369266,-0.6369500774755759,-27.014186848902185,-45.74057657287763,-19.087506067592923,0.880639165696767,0.8433682582568305,0.919149414651419,-0.13553886648772195,-0.18572164675359473,-0.08796239660256222,-1.0105355780181051,-1.384682759388573,-0.6558202351698156,-39.25934646534986,-53.79497899722506,-25.478641614988952,0.8695164368678827,0.8291230266182414,0.9114329528761094,-0.15006451586141023,-0.2060936289258754,-0.09717340901973016,-1.118834296063369,-1.536569914072024,-0.7244946751907371,-43.466755868817764,-59.69580085749899,-28.146646277806415,-0.1082987180452637,-0.15188715468345082,-0.06867444002092149,-4.207409403467898,-5.900821860273925,-2.668004662817463,0.8433682582568305,0.807309096442266,0.919149414651419,-0.18572164675359473,-0.23868293372006383,-0.08796239660256222,-1.3707299371532449,-1.761613944613178,-0.6492118311165318,-131.29597099169013,-168.7369678748255,-62.18504129468696,0.8291230266182414,-0.2060936289258754,-1.521086593637914,0.7902123822180631,-0.26548257468843983,-1.959410328731232,0.9114329528761094,-0.09717340901973016,-0.71719426984890855,-145.69794958217568,-187.6829816792368,-68.69676914261575,-0.15035665648466923,-0.1977963841180539,-0.06798243873237675,-14.401978590485555,-18.94601380441129,-6.511727847928807,0.0186
08059011300,08059011300,Census Tract 113; Jefferson County; Colorado,2573,1444,537,Lakewood city,Colorado,58855,0.5598352462596379,0.21815922040960553,08059,2573,1444,537,0.010662,0.007069502844,0.002896537907,0.8288517920427334,0.7523716098457557,0.8693041875595153,-0.2064883126276002,-0.3291304282534143,-0.15034531561086817,-5.664661195502872,-9.029142334795525,-4.124472055725835,-220.1578389235473,-350.91886260379033,-160.29817550430764,0.8134382100172931,0.731266434201183,0.8572133951079427,-0.22934967608509652,-0.36749063437100704,-0.16657066455905908,-6.291824432036856,-10.08149037464664,-4.569587342885313,-244.53262464192989,-391.8185143663677,-220.1578389235473,-0.6271632365339839,-1.0523480398511147,-0.4451152871594779,-24.374785718382583,-40.89965176257733,-17.29946704856113,0.8898356675961085,0.8551928620283376,0.9255047874832624,-0.12380300814587536,-0.16932687865075297,-0.08049143940066868,-0.5178185532014078,-0.7082267275584324,-0.3366635538164156,-35.860010609515776,-49.0461722685895,-23.314650541303017,0.879510018181211,0.8419193169385898,0.9183675644152878,-0.13699671331539476,-0.187762271135704,-0.08888863103161368,-0.5730025541765416,-0.7853346137659252,-0.37178565372668165,-39.68161732524526,-54.386053584897866,-25.74692892844056,-0.05518400097513376,-0.07710788620749276,-0.03512209991026605,-3.821606715729485,-5.339881316308363,-2.432278387137538,0.8551928620283376,0.8215570710698481,0.9255047874832624,-0.16932687865075297,-0.21720089232240425,-0.08049143940066868,-0.6428195285504947,-0.8245647490580126,-0.3055715048914856,-119.7056850187141,-153.55023259925747,-56.903445976068085,0.8419193169385898,-0.187762271135704,-0.7128062335571004,0.8055667118695191,-0.24136211845105887,-0.9162885681762868,0.9183675644152878,-0.08888863103161368,-0.3374499568440884,-132.73859097897588,-170.63101828236256,-62.83984298772596,-0.06998670500660564,-0.09172381911827432,-0.0318784519526028,-13.03290596026176,-17.080785683105088,-5.936397011657878,0.0812
08059011000,08059011000,Census Tract 110; Jefferson County; Colorado,3837,1999,969,Lakewood city,Colorado,114428,0.6131653320497129,0.23412679730967964,08059,3837,1999,969,0.010662,0.007069502844,0.002896537907,0.8110023528259588,0.727949849689826,0.855297349572058,-0.23304204545828255,-0.3737210062287842,-0.16918402763710527,-9.533771985650612,-15.288961494594147,-6.921334473932575,-248.46942886762088,-398.4613368411297,-180.38401026668168,0.7941898376270651,0.7051988684487612,0.8420324699886292,-0.2591447946348302,-0.4180397115493366,-0.18760265861660175,-10.6016379081216,-17.102043895216248,-7.674842398655088,-276.30018003965597,-445.7139404539027,-248.46942886762088,-1.067865922470986,-1.8130824006221005,-0.7535079247225127,-27.83075117203508,-47.252603612773015,-19.637944350339136,0.8778714769300396,0.8398178383457485,0.9172323957008752,-0.139118910090404,-0.19073441208366584,-0.0902362418587281,-0.8055234301181027,-1.1043864400846244,-0.5224840175629232,-40.296319665738,-55.24694547696971,-26.137269512902613,0.8665109044225415,0.8252843406024452,0.909342153398998,-0.15405356689240743,-0.21170359208562595,-0.09969607838164676,-0.8919977704286243,-1.2258017515686377,-0.5772581669531544,-44.62219962124183,-61.32074795240808,-28.877347021168298,-0.08647434031052159,-0.12141531148401308,-0.05477414939023117,-4.325879955503831,-6.073802475438373,-2.7400775082656916,0.8398178383457485,0.8030410032836734,0.9172323957008752,-0.19073441208366584,-0.2452664258872856,-0.0902362418587281,-1.306597147145245,-1.6801604327920965,-0.6181496820301334,-134.83974686741436,-173.39116953478805,-63.79253684521501,0.8252843406024452,-0.21170359208562595,-1.4502433327979838,0.7856181223125275,-0.27288306061018924,-1.8693439982981992,0.909342153398998,-0.09969607838164676,-0.682952856655403,-149.66391463343487,-192.91475730631572,-70.48017096546987,-0.14364618565273868,-0.18918356550610316,-0.06480317462526952,-14.824167766020503,-19.523587771527673,-6.687634120254853,0.7914
08059012041,08059012041,Census Tract 120.41; Jefferson County; Colorado,3467,2741,1428,Lakewood city,Colorado,118579,0.5901292519938853,0.20365392817678624,08059,3467,2741,1428,0.010662,0.007069502844,0.002896537907,0.8186648181129547,0.7384001051347548,0.8613197389646641,-0.22150112949158857,-0.35427933046881716,-0.16100903620534038,-8.187823362830512,-13.09599000979672,-5.951723818721982,-236.1645042639317,-377.7326221458529,-171.66783440213388,0.8024477059469811,0.7163428407550271,0.8485566476821322,-0.24618712545247337,-0.39597961074895033,-0.17847170572706203,-9.100345005167997,-14.637447292195004,-6.59723408684353,-262.48471315742705,-422.19346098053086,-236.1645042639317,-0.9125216423374845,-1.5414572823982855,-0.6455102681215479,-26.32020889349537,-44.46083883467798,-18.618698244059644,0.8830195794512326,0.8464249163108974,0.9207965682089544,-0.13247771994078195,-0.18143970094648468,-0.08601621088261052,-1.0517949878750903,-1.4405242492275143,-0.6829179995155232,-38.37267376414047,-52.55469716262366,-24.914921543798737,0.8721021692861582,0.8324291562396969,0.9132297716485808,-0.14665464118559637,-0.2013034292518837,-0.09501467324568244,-1.164351383889915,-1.5982305403794932,-0.7543604852126833,-42.47907274315633,-58.30830136371737,-27.52136027773379,-0.1125563960148248,-0.15770629115197865,-0.07144248569716005,-4.1063989790158635,-5.7536042010937125,-2.606438733935062,0.8464249163108974,0.8109873145286838,0.9207965682089544,-0.18143970094648468,-0.23306490999944124,-0.08601621088261052,-1.8316791520899152,-2.35284854694289,-0.8683551581796186,-128.26884818556832,-164.7653044077654,-60.80918474647189,0.8324291562396969,-0.2013034292518837,-2.0322084564812903,0.7941736384422762,-0.2591704780851702,-2.6163907847588415,0.9132297716485808,-0.09501467324568244,-0.9591968859014144,-142.31151656031446,-183.22064319039507,-67.1706502732083,-0.20052930439137495,-0.26354223781595154,-0.09084172772179576,-14.042668374746146,-18.45533878262966,-6.361465526736398,0.0833
08059011804,08059011804,Census Tract 118.04; Jefferson County; Colorado,2560,1781,686,Lakewood city,Colorado,78139,0.5660504232435821,0.2013014523457438,08059,2560,1781,686,0.010662,0.007069502844,0.002896537907,0.8267515285647007,0.7494837963806406,0.8676600700446815,-0.20955325203458763,-0.33425166071519674,-0.15252508963389713,-5.719697339373499,-9.123305488756294,-4.163129614532124,-223.42567731927733,-356.37912065454276,-162.62225056766113,0.8111711705318624,0.7281795409533733,0.8554301886681938,-0.23278542966995217,-0.37328769041045035,-0.16900246594860627,-6.353813122921037,-10.188782989199929,-4.612874987376742,-248.195825114103,-397.99933551562214,-223.42567731927733,-0.6341157835475375,-1.0654775004436328,-0.44974537284461746,-24.77014779482568,-41.62021486107941,-17.56817862674287,0.8884329890922475,0.8533866384462351,0.9245368812178222,-0.12557729426700548,-0.17180180113987317,-0.0816226159445105,-0.6478198591162206,-0.8862797949261754,-0.42106936505131526,-36.37393931028751,-49.76304294925185,-23.64230011517772,0.8779850964257795,0.8399635157506047,0.9173111334170672,-0.13897149743308318,-0.1905278994247556,-0.09014266105646108,-0.7169169905576194,-0.9828827550673256,-0.465022011557236,-40.25362103074786,-55.1871283024888,-26.110163478789215,-0.06909713144139873,-0.09660296014115022,-0.04395264650592073,-3.879681720460344,-5.424085353236958,-2.4678633636114955,0.8533866384462351,0.8193773855921068,0.9245368812178222,-0.17180180113987317,-0.22043885709314495,-0.0816226159445105,-0.8331835787291819,-1.0690576852235951,-0.3958434824703436,-121.4553321762656,-155.83931271480978,-57.70313155544368,0.8399635157506047,-0.1905278994247556,-0.9239991434154338,0.8032160366544907,-0.24499506280420216,-1.1881473991765423,0.9173111334170672,-0.09014266105646108,-0.43716296591120446,-134.69375268446558,-173.19932932602657,-63.72637987043797,-0.09081556468625183,-0.1190897139529472,-0.04131948344086089,-13.23842050819998,-17.360016611216793,-6.0232483149943,0.5709
08059011101,08059011101,Census Tract 111.01; Jefferson County; Colorado,2687,1620,892,Lakewood city,Colorado,87319,0.623248253626593,0.2328519711180032,08059,2687,1620,892,0.010662,0.007069502844,0.002896537907,0.807671087370336,0.7234224185747501,0.8526746086790691,-0.23812776715316136,-0.3823182338890588,-0.17278031950448458,-6.822073346850886,-10.952956325131463,-4.94994778073816,-253.89182533870064,-407.6277009725145,-184.21837665568145,0.790602148343383,0.7003758451986756,0.8391926348309381,-0.2648586929537016,-0.427804809168326,-0.19162151631783303,-7.587882133539849,-12.256091850072682,-5.489725346957237,-282.39233842723667,-456.12548753526914,-253.89182533870064,-0.7658087866889627,-1.3031355249412169,-0.5397775662190769,-28.500513088536017,-48.497786562754634,-20.088484042392142,0.8756275999072752,0.8369421630443374,0.915676696813518,-0.14203800805947095,-0.19482569304735156,-0.09208851058448954,-0.6664979288180272,-0.9141984083741042,-0.4321153359655744,-41.14184745790291,-56.43200051692001,-26.673786170714468,0.8640748932236884,0.8221763721319781,0.90764574929455,-0.15730708974681884,-0.21628404062124656,-0.10175142755555285,-0.7381464365562491,-1.0148893741884808,-0.47745752454975754,-45.56459484915118,-62.64749223385684,-29.472686700602317,-0.07164850773822196,-0.10069096581437664,-0.04534218858418315,-4.422747391248269,-6.21549171693683,-2.798900529887849,0.8369421630443374,0.7995874360616458,0.915676696813518,-0.19482569304735156,-0.25064496376466694,-0.09208851058448954,-1.2285701456456104,-1.5805662734783823,-0.5807098288292815,-137.7320791082523,-177.193528416859,-65.1019987476773,0.8221763721319781,-0.21628404062124656,-1.3638864111330729,0.7819024205058757,-0.27893196615636445,-1.7589440125982378,0.90764574929455,-0.10175142755555285,-0.6416441497846564,-152.9020640283714,-197.19103280249303,-71.93320064850408,-0.13531626548746245,-0.17837773911985555,-0.06093432095537499,-15.16998492011911,-19.99750438563403,-6.831201900826792,0.6535
08059011402,08059011402,Census Tract 114.02; Jefferson County; Colorado,3355,1692,592,Lakewood city,Colorado,70365,0.5688018067357197,0.23709428960780035,08059,3355,1692,592,0.010662,0.007069502844,0.002896537907,0.8258234676483338,0.7482089384341758,0.8669332324698555,-0.21091254871657025,-0.3365250649006724,-0.15349136766973734,-7.544554889265921,-12.0378414618126,-5.49054124782785,-224.8749594416072,-358.80302419709693,-163.65249620947392,0.8101695982783416,0.726817175104103,0.8546419698092236,-0.23430946079075207,-0.3758618181481039,-0.1700806130820182,-8.3814860650406,-13.444956855594004,-6.083955311363003,-249.82074709509985,-400.7438705095083,-224.8749594416072,-0.8369311757746782,-1.4071153937814032,-0.5934140635351532,-24.94578765349264,-41.94084631241142,-17.687453458573867,0.8878127466008027,0.852588263846189,0.9241087241548636,-0.12636364349209028,-0.17289909139589651,-0.0821237521748777,-0.6193009051829729,-0.8473684427554095,-0.40248375761741495,-36.60170834414733,-50.08087723140718,-23.787456123960695,0.8773108766216081,0.8390991577434292,0.9168438523724228,-0.1398468053318217,-0.1917542650016213,-0.0906982660268731,-0.6853811012054694,-0.9397765576111542,-0.4445069538730459,-40.507157281647125,-55.542349740611954,-26.271096564600825,-0.06608019602249648,-0.09240811485574474,-0.04202319625563094,-3.9054489374997927,-5.461472509204772,-2.483640440640127,0.852588263846189,0.8184143128435148,0.9241087241548636,-0.17289909139589651,-0.221875014044635,-0.0821237521748777,-0.7236078860621973,-0.9285792573382436,-0.3436998669396675,-122.23106183483064,-156.8546042801087,-58.057409956024905,0.8390991577434292,-0.1917542650016213,-0.8025195344926301,0.8021776128289839,-0.2466067165267423,-1.032085035230501,0.9168438523724228,-0.0906982660268731,-0.379585456576726,-135.56073217780914,-174.33868838353064,-64.1191649622848,-0.07891164843043286,-0.1035057778922578,-0.03588558963705851,-13.329670342978524,-17.484084103421925,-6.061755006259884,0.7803
08059011102,08059011102,Census Tract 111.02; Jefferson County; Colorado,2143,1321,701,Lakewood city,Colorado,59287,0.576841131612247,0.24777155445315557,08059,2143,1321,701,0.010662,0.007069502844,0.002896537907,0.8231177119744648,0.7444963159097541,0.8648129574014649,-0.21489306505291497,-0.34318999117950966,-0.1563193999830166,-4.910019869110325,-7.841433483003562,-3.571689759532352,-229.11898595941787,-365.9091685955932,-166.6677442618923,0.8072501636013143,0.7228510368718285,0.8523430156766546,-0.23877336306602623,-0.3834108951791043,-0.17323657448653354,-5.455652822392369,-8.760427484708364,-3.958224629426926,-254.58015970099717,-408.792696439961,-229.11898595941787,-0.5456329532820439,-0.9189940017048022,-0.3865348698945743,-25.461173741579273,-42.883527844367805,-18.03709145564976,0.8860029270551708,0.8502597534839338,0.9228588188624391,-0.12866444281817893,-0.17611117767541803,-0.08358936335749476,-0.4923121768316796,-0.6738588793198871,-0.31984020241440103,-37.26814359058891,-51.011270198326045,-24.211975958698034,0.8753438247985398,0.8365786650827692,0.9154798575683444,-0.1424082419615513,-0.19534485128312737,-0.09232332282673485,-0.5449004407374479,-0.7474531957827688,-0.3532591836378112,-41.24908711108614,-56.582376667885605,-26.741800426783588,-0.05258826390576832,-0.07359431646288173,-0.03341898122341019,-3.980943520497223,-5.571106469559556,-2.529824468085556,0.8502597534839338,0.815606771505927,0.9228588188624391,-0.17611117767541803,-0.22608104166866036,-0.08358936335749476,-0.8727579484770265,-1.1203946775028049,-0.41424560463075494,-124.5018471436557,-159.82805670510768,-59.09352419839586,0.8365786650827692,-0.19534485128312737,-0.968074678176485,0.7991511064654251,-0.2513278051042335,-1.2455106057054204,0.9154798575683444,-0.09232332282673485,-0.4575286752970836,-138.0990981706826,-177.67626329606568,-65.26799932911321,-0.09531672969945848,-0.12511592820261552,-0.04328307066632869,-13.597251027026887,-17.848206590957993,-6.174475130717361,0.9221
08059011601,08059011601,Census Tract 116.01; Jefferson County; Colorado,2508,1671,418,Lakewood city,Colorado,77992,0.6114213688254925,0.21991383053414348,08059,2508,1671,418,0.010662,0.007069502844,0.002896537907,0.8115799276540419,0.7287357929066136,0.8557518019719147,-0.2321645298579604,-0.37223944498654327,-0.16856312507399132,-6.2081482491027,-9.953792941815884,-4.50742785916355,-247.5338217345574,-396.88169624465246,-179.72200395388955,0.7948120213068932,0.7060364313599031,0.8425246277460022,-0.25815912843859656,-0.4163575073228034,-0.1869089247578318,-6.90325150955009,-11.133522987633931,-4.99799997306615,-275.24926274123163,-443.920374307573,-247.5338217345574,-0.6951032604473903,-1.1797300458180473,-0.49057211390260047,-27.715441006674254,-47.038678062920546,-19.560291622910707,0.8782601654745157,0.8403162224983562,0.9175017406222704,-0.1386147741992937,-0.19002819798823545,-0.08991618841156343,-0.670911426005233,-0.9197583015948196,-0.4352046781205565,-40.15029479384997,-55.042387887182514,-26.04456481870476,0.8669329381243792,0.8258230918675825,0.909635888461748,-0.15349175930898776,-0.21091309972759403,-0.0993409700347944,-0.7429177424477579,-1.0208436244896693,-0.48082170354339215,-44.45946992506031,-61.09177884438475,-28.774488542393307,-0.07200631644252486,-0.1010853228948495,-0.04561702542283563,-4.3091751312103455,-6.049390957202244,-2.7299237236885476,0.8403162224983562,0.8036398508270932,0.9175017406222704,-0.19002819798823545,-0.24433849188889287,-0.08991618841156343,-0.5615432423973347,-0.7220329952624092,-0.2657070293734244,-134.34048861180256,-172.7351663307199,-63.566274969718755,0.8258230918675825,-0.21091309972759403,-0.6232592169949321,0.78626258669295,-0.2718397351272144,-0.8033006042883124,0.909635888461748,-0.0993409700347944,-0.29355775093803965,-149.10507583610817,-192.1771780594049,-70.22912701866977,-0.06171597459759748,-0.08126760902590324,-0.02785072156461526,-14.764587224305616,-19.442011728684985,-6.66285204895102,0.9303
08059010502,08059010502,Census Tract 105.02; Jefferson County; Colorado,3988,2664,1487,Lakewood city,Colorado,163389,0.6240367560776915,0.22237771464743217,08059,3988,2664,1487,0.010662,0.007069502844,0.002896537907,0.807411154076433,0.7230695547663557,0.8524698450462566,-0.23852636287129575,-0.3829928164008072,-0.1730620218545539,-10.142154306763816,-16.28487600096004,-7.358606860728855,-254.3168080933755,-408.3469408465406,-184.51872770132536,0.7903222688624044,0.7000000697473504,0.8389709588549942,-0.2653066216132404,-0.4285712862299113,-0.19193637091416615,-11.280852408165792,-18.222875090487857,-8.161145239707116,-282.8699199640369,-456.9427053783315,-254.3168080933755,-1.1386981014019764,-1.9379990895278176,-0.8025383789782605,-28.553111870661393,-48.59576453179081,-20.12383096735859,0.8754523667107303,0.8367176956715454,0.9155551496831592,-0.1422666018451956,-0.1951462305304838,-0.09223349390374136,-1.0977827321054414,-1.5058218818281794,-0.711708409535608,-41.20806051446852,-56.5248454139707,-26.715781138724022,0.863884681769086,0.8219338174684967,0.9075132209635434,-0.15756190739737796,-0.21664296899224283,-0.10191232138553276,-1.215807075835342,-1.6716988197308955,-0.7863938911506102,-45.6384037475729,-62.751457197105694,-29.519290208356235,-0.11802434372990069,-0.1658769379027163,-0.07468548161500221,-4.430343233104379,-6.226611783134996,-2.803509069632215,0.8367176956715454,0.7993179879335511,0.9155551496831592,-0.1951462305304838,-0.2510665531064365,-0.09223349390374136,-2.0514456187841974,-2.639299662582995,-0.9695908368797952,-137.95868317311349,-177.491571121923,-65.20449474645562,0.8219338174684967,-0.21664296899224283,-2.2774268730243943,0.7816125879719217,-0.279406211451553,-2.9372160906476847,0.9075132209635434,-0.10191232138553276,-1.0713380660141412,-153.15580854232644,-197.5263006488019,-72.04694458736658,-0.22598125424019688,-0.29791642806468976,-0.10174722913434608,-15.197125369212973,-20.034729526878937,-6.842449840910967,0.6555
