geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
08001008309,08001008309,Census Tract 83.09; Adams County; Colorado,2329,1761,559,Denver city,Colorado,64482,0.4895129733597349,0.19734719138414264,08001,2329,1761,559,0.0085,0.007069502844,0.002896537907,0.8529904181767511,0.7858316267739189,0.8881251912979472,-0.1723461116216038,-0.27253722798776664,-0.1259673859026043,-3.4118497987170797,-5.395283233859823,-2.4937133550209065,-146.49419487836323,-231.65664378960167,-107.07227801721368,0.8395345388821096,0.7671184955686764,0.8776505062907449,-0.1911362233310374,-0.3035795718348377,-0.13940571199160634,-3.7838282451728817,-6.009812993828365,-2.759745177441835,-162.46578983138178,-258.04263605961205,-146.49419487836323,-0.371978446455802,-0.6145297599685415,-0.2660318224209286,-15.971594953018547,-26.38599227001037,-11.42257717565172,0.9058615456879004,0.8758978504966795,0.9365271140544108,-0.10392145991870308,-0.14168564226176397,-0.06777474457819235,-0.5300829209373413,-0.7227105851260482,-0.3457056376988473,-30.101244800530452,-41.03978336888406,-19.63121168079769,0.8969495295464068,0.8643682512536425,0.9304057613371852,-0.11488993199618094,-0.15691431117425134,-0.07479987931587329,-0.5860309390040386,-0.8003890290724094,-0.3815394678301933,-33.27830431595903,-45.45082504670127,-21.66606858774522,-0.05594801806669725,-0.07767844394636114,-0.035833830131346,-3.1770595154285775,-4.411041677817215,-2.03485690694753,0.8758978504966795,0.8466270245885494,0.9365271140544108,-0.14168564226176397,-0.1811576656036795,-0.06777474457819235,-0.5599207014662404,-0.7159082993984658,-0.2678357659967196,-100.1647050923507,-128.06946321976133,-47.91337495469045,0.8643682512536425,-0.15691431117425134,-0.620102148532865,0.832647801876294,-0.20098797804617213,-0.794274761065638,0.9304057613371852,-0.07479987931587329,-0.29559805939092243,-110.9306169110671,-142.08850824072235,-52.87979595544229,-0.06018144706662465,-0.0783664616671722,-0.02776229339420283,-10.765911818716395,-14.01904502096104,-4.966421000751848,0.8629
08031002706,08031002706,Census Tract 27.06; Denver County; Colorado,3272,1275,360,Denver city,Colorado,60632,0.49045151657053643,0.2636685390699828,08031,3272,1275,360,0.008855,0.007069502844,0.002896537907,0.8526636727996207,0.7853754052988509,0.8878713367283139,-0.17279536105557045,-0.2732764398440517,-0.1262893153920985,-5.006496761265233,-7.917791326408023,-3.6590510568718897,-153.01029221470762,-241.9862874819078,-111.8291887797032,0.8391807955737808,0.7666286166496956,0.8773745636079965,-0.1916383278483641,-0.3044125646785521,-0.13976406597398408,-5.552444590214248,-8.81991570746791,-4.049462551341186,-169.6957393097264,-269.55732602285786,-153.01029221470762,-0.5459478289490143,-0.9021243810598872,-0.3904114944692969,-16.685447095018773,-27.5710385409501,-11.931891640259686,0.9056457703922608,0.8756182413469569,0.936379145768404,-0.1041844755338192,-0.14205021409982005,-0.0679434762287321,-0.3847622104483922,-0.5246036330429332,-0.2509210893980918,-30.177428270462137,-41.14538298375947,-19.680085442987593,0.8967145146369161,0.8640647346334885,0.9302440613695996,-0.1151821272848524,-0.15732069591310344,-0.07498670674414064,-0.4253774823090793,-0.5809988330666032,-0.2769323442220073,-33.3629397889474,-45.56853592679241,-21.720183860549593,-0.04061527186068708,-0.05639520002366993,-0.02601125482391547,-3.185511518485262,-4.423152943032936,-2.040098417561998,0.8756182413469569,0.8462874473004658,0.936379145768404,-0.14205021409982005,-0.18163161132763456,-0.0679434762287321,-0.3615207813250152,-0.46225626942276543,-0.17291757543489647,-100.42243925694866,-128.4045192841015,-48.03265984302679,0.8640647346334885,-0.15732069591310344,-0.4003844785839878,0.8322804419131989,-0.20151808169522387,-0.5128677545982514,0.9302440613695996,-0.07498670674414064,-0.19084274517236263,-111.2179107177744,-142.46326516618095,-53.011873658989614,-0.03886369725897259,-0.05061148517548597,-0.01792516973746616,-10.795471460825722,-14.058745882079435,-4.979213815962823,0.2508
08031003502,08031003502,Census Tract 35.02; Denver County; Colorado,1869,1241,333,Denver city,Colorado,126142,0.32618022447599937,0.20215371409429056,08031,1869,1241,333,0.008855,0.007069502844,0.002896537907,0.9118030384520984,0.8694017678418823,0.9334268277986132,-0.0967280847162202,-0.15021620266807367,-0.07132125434876625,-1.6008493184130208,-2.4860774030756057,-1.1803664028658096,-85.65271901621298,-133.01644746257924,-63.154970725832506,0.9034229909516616,0.8573192410884156,0.9270182983888744,-0.10690120797856248,-0.16642663791196735,-0.07872735817401381,-1.7692144575391693,-2.75436002530987,-1.3029373841431378,-94.66101966501708,-147.37078787104707,-85.65271901621298,-0.16836513912614848,-0.26828262223426425,-0.12257098127732811,-9.008300648804092,-14.354340408467856,-6.558104937256721,0.9442063113540048,0.9259428786442812,0.9626371071601874,-0.05909056948156414,-0.07998022671133821,-0.03881306108179692,-0.21240717039191373,-0.28749720627348774,-0.13951756686327285,-17.115807444956786,-23.166575847984507,-11.242350271013123,0.9388010982069622,0.918845759733884,0.9589784733139496,-0.06518835769357638,-0.08832194022380856,-0.04277627478361635,-0.23432630150075817,-0.3174823592166595,-0.1537637488758623,-18.88205491545191,-25.582784787804957,-12.3903101430993,-0.02191913110884444,-0.02998515294317177,-0.01424618201258945,-1.76624747049512,-2.416208939820449,-1.1479598720861768,0.9259428786442812,0.9078470088900892,0.9626371071601874,-0.07998022671133821,-0.10150718150470613,-0.03881306108179692,-0.18828500658645692,-0.23896256767520335,-0.09137155221880232,-56.54204401995703,-71.76053083339441,-27.43890457021091,0.918845759733884,-0.08832194022380856,-0.2079226051307376,0.8991122892555922,-0.1122081323434434,-0.2641541516703932,0.9589784733139496,-0.04277627478361635,-0.10070152974742094,-62.43922075998127,-79.32557107219014,-30.240699623850137,-0.01963759854428068,-0.02519158399518981,-0.00932997752861861,-5.897176740024229,-7.565040238795739,-2.8017950536392227,0.7748
08031004503,08031004503,Census Tract 45.03; Denver County; Colorado,2709,1779,480,Denver city,Colorado,83910,0.525887098038968,0.18178010306966513,08031,2709,1779,480,0.008855,0.007069502844,0.002896537907,0.8404182387161586,0.7683427461847557,0.8783397204494272,-0.18988374351278,-0.3015024934712404,-0.13851164500259863,-4.554968266714552,-7.232500606374343,-3.322644350093112,-168.14205488056672,-266.9804579687834,-122.65206164980108,0.8259333749292143,0.7483598772244985,0.8670193203349529,-0.2107514121047644,-0.33625549743364,-0.15337683549390008,-5.05554597009445,-8.066162442260158,-3.6792334383105967,-186.6203754187689,-297.7542429774883,-168.14205488056672,-0.5005777033798973,-0.833661835885815,-0.3565890882174849,-18.478320538202187,-30.77378500870487,-13.163126180047431,0.8975364657928415,0.8651263847491579,0.9308095354315774,-0.11416085932135026,-0.1559004760789355,-0.07433364392463156,-0.5882641653490539,-0.8033459452152487,-0.3830368767423882,-33.06712565199853,-45.15716386819835,-21.53102173931356,0.8878862136882469,0.8526828205949532,0.924159444177584,-0.12627044387369918,-0.17276902483183298,-0.0820643627030257,-0.6506641393135025,-0.890268580624294,-0.42287281400455434,-36.574712721388565,-50.04320295808285,-23.77025373831109,-0.06239997396444863,-0.08692263540904532,-0.03983593726216616,-3.5075870693900297,-4.8860390898845045,-2.239231998997536,0.8651263847491579,0.8335655498466277,0.9308095354315774,-0.1559004760789355,-0.19966570137644907,-0.07433364392463156,-0.5290266523300746,-0.6775378769904294,-0.25224091542243177,-110.21388590209888,-141.15372437300613,-52.55019071300662,0.8526828205949532,-0.17276902483183298,-0.5862677339537999,0.8185283638040384,-0.2217047621326013,-0.7523243742838888,0.924159444177584,-0.0820643627030257,-0.2784740378496421,-122.13911124037496,-156.73424464247682,-58.01542455200877,-0.05724108162372532,-0.07478649729345932,-0.02623312242721032,-11.925225338276109,-15.580520269470693,-5.46523383900215,0.9323
08059011601,08059011601,Census Tract 116.01; Jefferson County; Colorado,2508,1671,418,Denver city,Colorado,21330,0.5202714478227659,0.18684833834346917,08059,2508,1671,418,0.010662,0.007069502844,0.002896537907,0.8423470406186545,0.771017155223518,0.8798433908494556,-0.1871591538631852,-0.29698800243958234,-0.13656590525108986,-5.004691173411116,-7.941547093683155,-3.651812729922097,-199.54908984892808,-316.6486082010827,-145.60656817871202,0.8280187282937259,0.7512257144147512,0.8686521795513608,-0.2077021519316005,-0.33115784086152933,-0.15120876173530978,-5.554017022487969,-8.855258687358189,-4.043367046595657,-221.4520343894725,-353.08048992656256,-199.54908984892808,-0.5493258490768529,-0.9137115936750346,-0.39155431667356,-21.902944540544375,-36.43188172547985,-15.612213583475278,0.8988167284069312,0.8667806588620761,0.9316899647818044,-0.11257386338637326,-0.15369440904786272,-0.07331841900239133,-0.5448704270648722,-0.743898590456735,-0.3548695680492202,-32.60744626360695,-44.51816819010981,-21.23695799217356,0.8892794600539071,0.8544765197815312,0.9251210427557466,-0.1245059004729302,-0.1703071726952493,-0.08093963252765747,-0.6026228568699343,-0.8243062743630067,-0.39175711675146185,-36.06360603650115,-49.33011815457851,-23.44447137950101,-0.05775242980506212,-0.08040768390627173,-0.03688754870224164,-3.4561597728942024,-4.811949964468686,-2.2075133873274475,0.8667806588620761,0.8355688244856262,0.9316899647818044,-0.15369440904786272,-0.19678950518001576,-0.07331841900239133,-0.4541749998619797,-0.5815232580135002,-0.2166597545517855,-108.65430618707649,-139.12039665394744,-51.832477165498915,0.8544765197815312,-0.1703071726952493,-0.5032665834400736,0.8206924736419496,-0.2184832103581327,-0.645629288983103,0.9251210427557466,-0.08093963252765747,-0.2391808382608744,-120.3987041722664,-154.45676769930694,-57.22029623465894,-0.0490915835780939,-0.06410603096960277,-0.02252108370908889,-11.744397985189927,-15.336371045359511,-5.387819069160023,0.9303
08005080100,08005080100,Census Tract 801; Arapahoe County; Colorado,2983,1831,627,Denver city,Colorado,21528,0.6172310886340474,0.21850815054463893,08005,2983,1831,627,0.009315,0.007069502844,0.002896537907,0.8096574300329731,0.7261208454308165,0.8542388072834377,-0.2350902528730889,-0.3771812313234,-0.1706328388195065,-6.532369399544751,-10.480600975446196,-4.741314117619846,-218.9865705512823,-351.3443169777471,-158.9444893603703,0.7927412118112898,0.7032500878637913,0.8408862031596012,-0.2614457090166365,-0.4219692499970006,-0.18922155726010748,-7.264699103218577,-11.725109750582904,-5.257832237933779,-243.53667794899687,-393.0643563722059,-218.9865705512823,-0.7323297036738259,-1.2445087751367083,-0.5165181203139326,-24.550107397714577,-41.72003939445887,-17.3153912274198,0.8769659829036924,0.8386570871468816,0.9166047703781176,-0.14029508498030197,-0.1923824592027337,-0.09098275758207128,-0.744063528246364,-1.020312089958079,-0.4825325963885658,-40.637003181123106,-55.724308572259915,-26.35350062198612,0.8655278015545185,0.8240296971943932,0.9086577278396384,-0.15536438945573408,-0.213548496376696,-0.1005243991899244,-0.8239845023687505,-1.1325674572851905,-0.5331372738154215,-45.00188434564449,-61.85513147379521,-29.117273283201612,-0.07992097412238652,-0.11225536732711117,-0.0506046774268557,-4.364881164521384,-6.130822901535291,-2.7637726612154947,0.8386570871468816,0.8016466233636214,0.9166047703781176,-0.1923824592027337,-0.24743243575842636,-0.09098275758207128,-0.8527503107283388,-1.0967636412991106,-0.4032881954028476,-136.004834246944,-174.92243082920425,-64.32028634814156,0.8240296971943932,-0.213548496376696,-0.946570427446794,0.784117712654204,-0.27531872302060856,-1.2203717926162017,0.9086577278396384,-0.1005243991899244,-0.4455822687797803,-150.9681702466976,-194.63664954006407,-71.06575259645619,-0.09382011671845514,-0.12360815131709102,-0.04229407337693269,-14.96333599975361,-19.71421871085981,-6.745466248314624,0.9715
08031005503,08031005503,Census Tract 55.03; Denver County; Colorado,3010,2115,931,Denver city,Colorado,91134,0.6399230556601172,0.1992717032328875,08031,3010,2115,931,0.008855,0.007069502844,0.002896537907,0.8021919503251935,0.715996807767484,0.8483548429995597,-0.2465844360500237,-0.39665427157147953,-0.1787520378433427,-6.572350595481109,-10.572244460044008,-4.764376378259427,-218.350518122296,-351.2373574765451,-158.28492951027994,0.7847044756543835,0.6924719636096827,0.8345172106725013,-0.27436510307409234,-0.4441017868611616,-0.19829763510107035,-7.312803993040474,-11.836889181193312,-5.285335932048134,-242.95029877210877,-393.2521322655585,-218.350518122296,-0.7404533975593646,-1.2646447211493044,-0.5209595537887068,-24.599780649812775,-42.01477478901343,-17.307626371717838,0.8719293289399687,0.8322080576246486,0.9131097213381718,-0.1468819396357854,-0.2016225880512091,-0.09515863935222328,-0.8998248592084812,-1.235175797353289,-0.5829587318216729,-42.54491060087381,-58.40074691977726,-27.563060606225672,0.8600613169766319,0.817062179287634,0.9048472339598242,-0.1627077979920009,-0.2238970611414943,-0.10515892900922608,-0.9967768793312162,-1.371633177083627,-0.6442222830449864,-47.12893046483291,-64.8526324862235,-30.459682413474532,-0.09695202012273496,-0.1364573797303379,-0.0612635512233135,-4.584019863959099,-6.4518855664462365,-2.8966218072488656,0.8322080576246486,0.7939086018838197,0.9131097213381718,-0.2016225880512091,-0.2595908365612338,-0.09515863935222328,-1.3270208289273195,-1.7085508644891083,-0.6263062967960246,-142.53714596426633,-183.51781573459817,-67.27242715317128,0.817062179287634,-0.2238970611414943,-1.4736248876783262,0.7757960396318704,-0.2889985884363609,-1.902104075205303,0.9048472339598242,-0.10515892900922608,-0.6921252747112304,-158.28409105030357,-204.30763428628387,-74.3421347702718,-0.14660405875100668,-0.19355321071619436,-0.06581897791520586,-15.746945086037238,-20.78981855168575,-7.069707617100522,0.6184
08031000703,08031000703,Census Tract 7.03; Denver County; Colorado,2155,1065,340,Denver city,Colorado,59666,0.4726877133268498,0.22197931940175455,08031,2155,1065,340,0.008855,0.007069502844,0.002896537907,0.8588692693637281,0.7940554155957243,0.892688374376273,-0.16432155121911057,-0.2593579495327411,-0.12021174320625189,-3.1356701091774575,-4.94920455590727,-2.2939435950268816,-145.5067336045224,-229.66146431124224,-106.44749860913603,0.8459014515394413,0.7759538517578031,0.8826120792467222,-0.1821708050980613,-0.28873643417666545,-0.13300058260415396,-3.4762789425538823,-5.509820223587073,-2.537986942558333,-161.31224791433328,-255.67611246343725,-145.5067336045224,-0.3406088333764248,-0.5606156676798024,-0.2440433475314512,-15.805514309810896,-26.014648152195008,-11.324517286842283,0.909738481967428,0.8809255775433927,0.9391837112498588,-0.09921699457779304,-0.13516967323013376,-0.06475441175316751,-0.30606586189104845,-0.4169731477430981,-0.19975524282729087,-28.738578581319103,-39.15240823878855,-18.756360828853605,0.9011731057765991,0.8698275157458023,0.9333093291326504,-0.10966471767733814,-0.14965321503147205,-0.07145612797991331,-0.338295132580699,-0.46165216390888125,-0.2204287833010443,-31.764801181286288,-43.3476210243081,-20.697538338126225,-0.03222927068965053,-0.04467901616578312,-0.02067354047375341,-3.0262225999671863,-4.1952127855195425,-1.9411775092726211,0.8809255775433927,0.8527377938786388,0.9391837112498588,-0.13516967323013376,-0.17269342015620745,-0.06475441175316751,-0.3248980123698137,-0.4150912524776945,-0.15564570933719202,-95.55823893229817,-122.08566249343956,-45.77814980505647,0.8698275157458023,-0.14965321503147205,-0.35971110195477,0.8392610398532409,-0.19152439171353303,-0.4603539588508253,0.9333093291326504,-0.07145612797991331,-0.17175416199157656,-105.79738292787351,-135.3982231914192,-50.51592999752251,-0.03481308958495632,-0.04526270637313073,-0.01610845265438454,-10.23914399557539,-13.31256069797963,-4.737780192466041,0.7203
08005087301,08005087301,Census Tract 873.01; Arapahoe County; Colorado,3403,2010,396,Denver city,Colorado,48142,0.6693264526407465,0.19058612083388185,08005,3403,2010,396,0.009315,0.007069502844,0.002896537907,0.792620754444417,0.7030881238495553,0.8407908638699367,-0.26163741536258944,-0.42229681611572345,-0.18935640594055217,-8.293630039520878,-13.386363547727433,-6.002398297307237,-243.71525241025208,-393.3694842117965,-176.38549213362435,0.7744118394200781,0.6787513999804224,0.8263362069888189,-0.2913025719607472,-0.4732934621259617,-0.2101611808152694,-9.233984206942267,-15.002903424790444,-6.661887711798281,-271.3483457814361,-440.87285997033325,-243.71525241025208,-0.9403541674213916,-1.6165398770630102,-0.6594894144910439,-27.633093371184003,-47.50337575853688,-19.379647795799116,0.865446023162893,0.823925352818371,0.9086007828197916,-0.15547356303673426,-0.21370218379533656,-0.10059337269835512,-0.9051734884332324,-1.2441829171054657,-0.5856587595996666,-45.033506887225485,-61.89964761718734,-29.137251721376447,0.8530293719725776,0.808121485147363,0.899933497099898,-0.17229257614841795,-0.2374377100215909,-0.11119321952408004,-1.0030944755962392,-1.382372128533912,-0.6473715044592694,-49.90519779085767,-68.7747327628812,-32.20753753528703,-0.0979209871630069,-0.1381892114284462,-0.06171274485960276,-4.871690903632184,-6.87508514569384,-3.0702858139105853,0.823925352818371,0.7839929551245062,0.9086007828197916,-0.21370218379533656,-0.27552166567770964,-0.10059337269835512,-0.5982642056596164,-0.7713292748405054,-0.28161347321391506,-151.07681961101423,-194.78011990921857,-71.11451343785734,0.808121485147363,-0.2374377100215909,-0.6647123602431116,0.7651443509292251,-0.3069429301615517,-0.8592938314182221,0.899933497099898,-0.11119321952408004,-0.311287989536964,-167.85665662704838,-216.99339177227833,-78.6080781659,-0.06644815458349529,-0.08796455657771673,-0.02967451632304896,-16.779837016034165,-22.21327186305978,-7.493564728042667,0.7332
08031008306,08031008306,Census Tract 83.06; Denver County; Colorado,3791,2393,696,Denver city,Colorado,118496,0.4821573098425537,0.2175689449050935,08031,3791,2393,696,0.008855,0.007069502844,0.002896537907,0.8555555661592251,0.7894163703128694,0.8901172459385309,-0.16883115434479298,-0.26675863030769176,-0.1234475060031106,-5.667544513702431,-8.954901822181148,-4.144046980507751,-149.49998717231418,-236.21476713746105,-109.31276656575444,0.8423121072818354,0.7709686897746731,0.879816165023857,-0.1872083890934773,-0.29706953507056766,-0.1366010761724117,-6.2844555120376135,-9.972417828992082,-4.585603189359921,-165.77302854227418,-263.0550733049877,-149.49998717231418,-0.6169109983351824,-1.0175160068109346,-0.4415562088521705,-16.27304136995997,-26.84030616752663,-11.647486384916132,0.907554427045488,0.8780923311886591,0.937687598896256,-0.1018622907889561,-0.13883240347437775,-0.06645326351451304,-0.7060498318478154,-0.9623050332846046,-0.46061516157505744,-29.504798656406827,-40.21333193834536,-19.248439681364708,0.8987935509009014,0.8667507032302812,0.931674029496916,-0.11260255372065676,-0.15373428169497155,-0.0733367769626233,-0.7804950537075886,-1.065596138662019,-0.5083276513975165,-32.615756527688625,-44.529717453490136,-21.242275444944273,-0.0744452218597732,-0.10329110537741436,-0.04771248982245901,-3.1109578712817885,-4.316385515144771,-1.993835763579566,0.8780923311886591,0.8492931234398913,0.937687598896256,-0.13883240347437775,-0.1774497784106632,-0.06645326351451304,-0.6831073455562224,-0.873119272346382,-0.32697490864461626,-98.1476071201469,-125.44817131413537,-46.97915354089314,0.8667507032302812,-0.15373428169497155,-0.7564301593973775,0.8355325404196758,-0.19684147729029744,-0.9685336829305596,0.931674029496916,-0.0733367769626233,-0.3608443691017132,-108.68249416628986,-139.15713835209192,-51.84545533070592,-0.07332281384115502,-0.09541441058417777,-0.03386946045709693,-10.534887046142964,-13.708967037956576,-4.866301789812778,0.9172
08031011903,08031011903,Census Tract 119.03; Denver County; Colorado,1514,1062,456,Denver city,Colorado,45480,0.6528398395597069,0.18846457812088305,08031,1514,1062,456,0.008855,0.007069502844,0.002896537907,0.7979732136017174,0.7102971448386668,0.8450236754025293,-0.253174897295635,-0.40786149468070126,-0.18339879592562577,-3.3941816653470123,-5.467982892591981,-2.458730455613024,-224.1863715552848,-361.16135353976097,-162.3996337921416,0.7801662243108763,0.6864107490410267,0.8309134034745078,-0.28177812476219877,-0.4568536425122766,-0.20349484774038756,-3.7776499762806752,-6.124794652731562,-2.728147571386074,-249.51452947692704,-404.543900444621,-224.1863715552848,-0.38346831093366296,-0.6568117601395809,-0.26941711577305005,-25.3281579216422,-43.38254690486003,-17.7950538819716,0.8690752808711109,0.8285592961599595,0.9111262151491044,-0.1506483063212404,-0.2069142240447962,-0.0975427809816134,-0.46341275873767945,-0.6364936568367242,-0.30005361715282336,-43.63585298848206,-59.93348934432431,-28.2536362667442,0.8569651031653457,0.8131224533957601,0.9026853551808812,-0.1669086597649434,-0.22982706457533225,-0.1078057201887571,-0.5134316101366992,-0.706976378482,-0.3316236831354967,-48.34572600157244,-66.57028045969868,-31.22633551181702,-0.05001885139901979,-0.0704827216452758,-0.03157006598267337,-4.709873013090376,-6.636791115374369,-2.9726992450728216,0.8285592961599595,0.7895373494617015,0.9111262151491044,-0.2069142240447962,-0.2665645275448841,-0.0975427809816134,-0.6670279970790254,-0.8593222806281618,-0.3144480092079004,-146.278069534874,-188.4478685588074,-68.9578967561185,0.8131224533957601,-0.22982706457533225,-0.7408919675094282,0.7710986579884574,-0.29685091478264375,-0.9569563041527552,0.9026853551808812,-0.1078057201887571,-0.34753257753609224,-162.4763086643483,-209.85883862999015,-76.21328454738864,-0.07386397043040283,-0.09763402352459329,-0.033084568328191843,-16.198239129474306,-21.410970071182735,-7.255387791270141,0.1583
08031007088,08031007088,Census Tract 70.88; Denver County; Colorado,3663,1724,590,Denver city,Colorado,147484,0.6393705495539449,0.22075283919301303,08031,3663,1724,590,0.008855,0.007069502844,0.002896537907,0.8023729003217005,0.7162416241356797,0.8484976237857016,-0.2463033080990941,-0.3961768854284949,-0.17855368355464266,-7.989060850555622,-12.850339971879126,-5.7915431750311095,-218.1015793217478,-350.81463204693216,-158.10928678763608,0.7848991837423425,0.6927324179917405,0.8346717090286009,-0.27404897433078274,-0.44355883170451416,-0.19807582931474915,-8.889015534781734,-14.387214384725342,-6.424760859416246,-242.6703667699081,-392.7713454743473,-218.1015793217478,-0.8999546842261124,-1.536874412846215,-0.6332176843851363,-24.568787448160315,-41.956713427415096,-17.28686007057429,0.8720516175967694,0.8323644886120986,0.9131946606177902,-0.1467211112523766,-0.20139676029118,-0.09505677499634596,-0.7326711411014364,-1.0057011763144017,-0.4746784918102041,-42.49832604996731,-58.33533505303953,-27.533555209408583,0.8601940044834864,0.8172311232769336,0.9049398221457446,-0.16252844682457626,-0.22364404819801736,-0.10504585556733904,-0.8116071476011094,-1.1167959306955688,-0.5245602777238527,-47.07698071932189,-64.77934632804923,-30.42693026240445,-0.07893600649967303,-0.11109475438116734,-0.04988178591364867,-4.5786546693545835,-6.444011275009706,-2.8933750529958626,0.8323644886120986,0.79409611783638,0.9131946606177902,-0.20139676029118,-0.25929339980232163,-0.09505677499634596,-0.8400272320940212,-1.081514502126436,-0.3964824432951002,-142.37749696508834,-183.3075427332942,-67.2004141178136,0.8172311232769336,-0.22364404819801736,-0.9328208185199386,0.7759976036859547,-0.28866377325141684,-1.204018525916791,0.9049398221457446,-0.10504585556733904,-0.4381469650633928,-158.1052234779557,-204.07093659606628,-74.26219746837167,-0.0927935864259174,-0.1225040237903552,-0.0416645217682926,-15.727726512867356,-20.763393862772062,-7.061783350558068,0.693
08031006814,08031006814,Census Tract 68.14; Denver County; Colorado,2571,1861,630,Denver city,Colorado,123268,0.6470551436327749,0.22660102240310528,08031,2571,1861,630,0.008855,0.007069502844,0.002896537907,0.7998597967331645,0.712844069610825,0.8465138963884823,-0.25021910600365227,-0.4028313380595939,-0.18131551562985784,-5.6965394621958785,-9.170940822689015,-4.127866198510047,-221.56901836623408,-356.7071498517704,-160.55488909023907,0.7821953958502214,0.6891186363187745,0.8325254164024977,-0.27845293555203304,-0.4511289454337397,-0.2011645293920181,-6.339316613629372,-10.270494053178332,-4.579752914867209,-246.57007443132525,-399.4746811815765,-221.56901836623408,-0.6427771514334939,-1.099553230489315,-0.4518867163571621,-25.001056065091166,-42.76753132980611,-17.576301686392924,0.870352290477887,0.8301913876047299,0.9120139819455872,-0.1489600371487814,-0.2045415249189736,-0.09647441793240204,-0.8029626816612363,-1.1025723039795927,-0.5200412057989483,-43.14683942295736,-59.24622804833921,-27.94418085969631,0.8583503414358709,0.814884479260185,0.903652898878958,-0.16502545840102295,-0.2271678077705899,-0.1066195894912384,-0.8895626448301018,-1.2245383097775988,-0.5747283173002709,-47.800249587861465,-65.80001664576028,-30.88276825901509,-0.08659996316886553,-0.1219660057980061,-0.05468711150132255,-4.653410164904113,-6.55378859742107,-2.9385873993187825,0.8301913876047299,0.7914920021357218,0.9120139819455872,-0.2045415249189736,-0.26343664535036465,-0.09647441793240204,-0.9109843420423918,-1.17329065151648,-0.4296764883262073,-144.60068921307806,-186.23661135182223,-68.20261719463608,0.814884479260185,-0.2271678077705899,-1.0117569817526413,0.7731988222647039,-0.2933284055852466,-1.3064221784318584,0.903652898878958,-0.1066195894912384,-0.47486091941468606,-160.59634630994304,-207.36859975108865,-75.37474911344223,-0.10077263971024952,-0.13313152691537833,-0.04518443108847875,-15.995657096865004,-21.1319883992664,-7.1721319188061505,0.8226
