geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06073019405,06073019405,Census Tract 194.05; San Diego County; California,2657,1632,525,Oceanside city,California,52610,0.4766388094891766,0.22764394996771456,06073,2657,1632,525,0.009244,0.009493868073,0.003212018401,0.8574851017282412,0.7921165143335371,0.891614694598682,-0.16620101968480075,-0.2624405398760935,-0.12156069887352232,-4.082114434392454,-6.445882931583014,-2.985689765727835,-153.6362225966298,-242.60003506146083,-112.37071003868404,0.8444019770974157,0.7738699348648399,0.8814444329161071,-0.18427008358914995,-0.29220681014653294,-0.13450146447878994,-4.525914278218858,-7.176981463706521,-3.3035318955146193,-170.33926526981023,-270.11597529945504,-153.6362225966298,-0.4437998438264037,-0.7310985321235064,-0.31784212978678417,-16.703042673180416,-27.515940237994215,-11.962443725509376,0.908826568223353,0.8797423236030986,0.9385591830670732,-0.1003199454818758,-0.13669647710521707,-0.06546291170701365,-0.5258785617481664,-0.7165648508961746,-0.3431575016410968,-32.22295108751019,-43.907159981383245,-21.02680769859662,0.9001794949173376,0.8685424202935872,0.9326266677454018,-0.11088955663428968,-0.15135424204378772,-0.07224040935637331,-0.5812846117053304,-0.7934010603589362,-0.37868523941026005,-35.61792963880701,-48.615261051405405,-23.203752414844367,-0.05540604995716403,-0.0768362094627616,-0.03552773776916324,-3.394978551296815,-4.708101070022156,-2.1769447162477475,0.8797423236030986,0.8512988436384957,0.9385591830670732,-0.13669647710521707,-0.1746756235753214,-0.06546291170701365,-0.6813336178324177,-0.8706323460413826,-0.3262855298959383,-129.77783196807957,-165.83473257931098,-62.14962474208348,0.8685424202935872,-0.15135424204378772,-0.7543920332826309,0.8377033415395342,-0.19374001560289403,-0.9656546280122896,0.9326266677454018,-0.07224040935637331,-0.36006648088368454,-143.69372062526304,-183.93421485948372,-68.58409159689229,-0.07305841545021319,-0.0950222819709069,-0.03378095098774625,-13.915888657183466,-18.09948228017274,-6.43446685480881,0.7104
06073018616,06073018616,Census Tract 186.16; San Diego County; California,2331,1196,525,Oceanside city,California,123691,0.555228290714059,0.2475458196691842,06073,2331,1196,525,0.009244,0.009493868073,0.003212018401,0.8304120397916244,0.7545193592515813,0.8705248881041631,-0.20422146125305507,-0.3253470407862225,-0.14873223461515156,-4.400515850815975,-7.010501252959897,-3.204847090679917,-188.78231878232413,-300.7508045027841,-137.4880776782461,0.8151227246549624,0.7335630135905354,0.8585375825934222,-0.22680912916922455,-0.3632094059722945,-0.16477137434013792,-4.887229588383967,-7.826350562471193,-3.5504546882369477,-209.6623590040312,-335.7507748807891,-188.78231878232413,-0.4867137375679915,-0.8158493095112958,-0.34560759755703074,-20.88004022170706,-34.99997037800497,-14.82658076177738,0.8908768219855859,0.856534179008683,0.9262228949613948,-0.12248963641370798,-0.16749573397918385,-0.07965372637617675,-0.47055300344678513,-0.6434472580376468,-0.30599568485488454,-39.34389660926297,-53.799937963013946,-25.584923482849877,0.8806420645038452,0.843371978869256,0.9191514214240242,-0.135535128637537,-0.18571641583437687,-0.08796002126691882,-0.5206682272901424,-0.7134433558532325,-0.33790493140658673,-43.53413271656709,-59.65245450277863,-28.25292068616946,-0.05011522384335726,-0.06999609781558569,-0.03190924655170218,-4.190236107304119,-5.85251653976469,-2.667997203319581,0.856534179008683,0.8231764884152445,0.9262228949613948,-0.16749573397918385,-0.214806319268388,-0.07965372637617675,-0.834845760624054,-1.0706549995999164,-0.39701653411258775,-159.01824011886745,-203.9342856380793,-75.62219697382623,0.843371978869256,-0.18571641583437687,-0.9256627542340404,0.8073135715515498,-0.23867606743948624,-1.1896285256377896,0.9191514214240242,-0.08796002126691882,-0.4384174397433608,-176.3167150921982,-226.5959096452933,-83.50808376064015,-0.09081699360998652,-0.11897352603787326,-0.04140090563077303,-17.298474973330766,-22.661624007213952,-7.885886786813911,0.7035
06073018102,06073018102,Census Tract 181.02; San Diego County; California,1935,1298,466,Oceanside city,California,55427,0.4221377705121893,0.2506541781746098,06073,1935,1298,466,0.009244,0.009493868073,0.003212018401,0.8767765895440551,0.819284364465369,0.9065395576950812,-0.14054140122516728,-0.22057742509532513,-0.10309582357613416,-2.513883719510739,-3.9454992835195943,-1.8440894297216128,-129.91647129254463,-203.90177175811857,-95.30177931377844,0.8653221883422678,0.8031157322017163,0.8976880329504775,-0.15563892093850018,-0.24515055539820113,-0.11397274252754432,-2.7839351682758844,-4.3850423054853795,-2.0386464017741397,-143.87261851554956,-226.6171734100971,-129.91647129254463,-0.27005144876514553,-0.4395430219657852,-0.1945569720525271,-13.956147223004937,-22.715401651978564,-10.05462387868357,0.9214864773476504,0.8962051897075477,0.9472106299225426,-0.08520311972275289,-0.1158158996226332,-0.05573139533049184,-0.35522883690697066,-0.4828596353297143,-0.232355326974799,-27.36739883720883,-37.20028007162668,-17.901026731494532,0.9139824635061315,0.8864376626494763,0.9420874524763728,-0.09411289595633612,-0.12811091195188712,-0.06147258131015135,-0.3923754749509288,-0.5341199993127412,-0.25629147889807696,-30.229235358315012,-41.14946065583523,-19.74510623251749,-0.03714663804395818,-0.05126036398302691,-0.02393615192327797,-2.861836521106177,-3.949180584208545,-1.844079501022956,0.8962051897075477,0.8713636367983059,0.9472106299225426,-0.1158158996226332,-0.14762649916669582,-0.05573139533049184,-0.5123860462462599,-0.6531206723400337,-0.24656363589302435,-109.954087177309,-140.15465071674544,-52.91065147918978,0.8864376626494763,-0.12811091195188712,-0.5667809331008478,0.859447545264636,-0.16353814204226502,-0.7235160481810041,0.9420874524763728,-0.06147258131015135,-0.27196346091244955,-121.62680967829353,-155.26095454527984,-58.36125770653424,-0.05439488685458782,-0.07039537584097044,-0.0253998250194252,-11.672722500984513,-15.106303828534427,-5.450606227344463,0.4159
06073018618,06073018618,Census Tract 186.18; San Diego County; California,2474,1468,379,Oceanside city,California,42435,0.46792820500306714,0.21928204133780485,06073,2474,1468,379,0.009244,0.009493868073,0.003212018401,0.8605396111428161,0.7963973277270782,0.8939834508292414,-0.16206155655284407,-0.2556546401957486,-0.11858893928340596,-3.70629204918809,-5.846733676080543,-2.712088246816381,-149.80970287744907,-236.32714939695,-109.62361547358049,0.8477112613577164,0.7784716002509487,0.8840206853577398,-0.1796469453506776,-0.28456837690371645,-0.13119524979817235,-4.108463841620797,-6.507980888266341,-3.0003902317182716,-166.0656362821664,-263.05500760979555,-149.80970287744907,-0.4021717924327066,-0.6612472121857982,-0.2883019849018904,-16.255933404717325,-26.72785821284552,-11.653273439850055,0.9108381924620984,0.8823530440146986,0.9399365725586384,-0.09788984286757582,-0.13333320124335807,-0.0639015750582624,-0.46157439759250535,-0.6286984455194005,-0.3013114552919515,-31.442397656165216,-42.82686958579022,-20.525303494002145,0.9023714703182584,0.871378072587949,0.9341323296741268,-0.10819106420475474,-0.14760748687426847,-0.0705121407679479,-0.5101471595245848,-0.6960051711013779,-0.33248187906432874,-34.751168904944464,-47.41179639655163,-22.648629364055093,-0.04857276193207943,-0.06730672558197748,-0.03117042377237722,-3.308771248779253,-4.5849268107614085,-2.1233258700529443,0.8823530440146986,0.8544743898685844,0.9399365725586384,-0.13333320124335807,-0.17031008987150223,-0.0639015750582624,-0.4797563246726212,-0.6128056778767691,-0.22992911371555913,-126.5847822355201,-161.69015247408154,-60.667312326005046,0.871378072587949,-0.14760748687426847,-0.5311177166421545,0.841141296890703,-0.1888609008932525,-0.679554760869589,0.9341323296741268,-0.0705121407679479,-0.25371509259637115,-140.1366006971384,-179.3020477228467,-66.94329619957023,-0.05136139196953326,-0.0667490829928199,-0.02378597888081202,-13.551818461618277,-17.611895248765144,-6.275983873565178,0.779
06073018517,06073018517,Census Tract 185.17; San Diego County; California,2722,1901,784,Oceanside city,California,69275,0.5074080927808541,0.22863784200663803,06073,2722,1901,784,0.009244,0.009493868073,0.003212018401,0.8467819044256799,0.7771783625018092,0.883297446331662,-0.1809416270866564,-0.2867059200939503,-0.13212146616409257,-4.552883618947799,-7.214142527998553,-3.3244625280272126,-167.26244007890517,-265.03095253484764,-122.13308332208716,0.8328153581730898,0.7578317054924366,0.8724040485875567,-0.2007463481385066,-0.31955418696846843,-0.1462578625340222,-5.051213337247591,-8.040676137604013,-3.6801649084019727,-185.56992421923553,-295.3958904336522,-167.26244007890517,-0.4983297182997921,-0.8265336096054599,-0.3557023803747601,-18.307484140330352,-30.36493789880455,-13.06768480436297,0.9017562181502096,0.8705819138549522,0.9337098390854492,-0.1089471631826612,-0.14865698917633402,-0.07099653247681388,-0.6652364967638488,-0.9077065598607928,-0.4335081627418913,-34.99402928794575,-47.748898467164274,-22.80421687227203,0.8924791116355482,0.858599447340056,0.9273274781464208,-0.12047440322430644,-0.16468744895888693,-0.07836770026360032,-0.7356223660113415,-1.0055893004088867,-0.47851685954769063,-38.69660000059661,-52.89791164696932,-25.171849529073675,-0.07038586924749268,-0.09788274054809389,-0.04500869680579933,-3.702570712650851,-5.149013179805043,-2.367632656801648,0.8705819138549522,0.8401757409107473,0.9337098390854492,-0.14865698917633402,-0.19022717665711675,-0.07099653247681388,-1.1064825972016912,-1.4158975077602345,-0.5284408629726594,-141.1329843369504,-180.5991719081931,-67.40317129753309,0.858599447340056,-0.16468744895888693,-1.2258003963365611,0.825671228601405,-0.21113581939131945,-1.5715245619921785,0.9273274781464208,-0.07836770026360032,-0.5833058842698304,-156.35209136945937,-200.44956147859415,-74.40126074870287,-0.11931779913487016,-0.155627054231944,-0.05486502129717108,-15.219107032508951,-19.850389570401024,-6.99808945116978,0.33
06073018612,06073018612,Census Tract 186.12; San Diego County; California,3185,2174,766,Oceanside city,California,170350,0.6247853785063956,0.231680961935448,06073,3185,2174,766,0.009244,0.009493868073,0.003212018401,0.8071644448223849,0.7227346970014095,0.8522754832316318,-0.23890491759711768,-0.3836335852546592,-0.17332953918635666,-7.033872030582802,-11.294993725769611,-5.103192558860199,-220.8437058267756,-354.630886209407,-160.22582602386808,0.790056636512618,0.6996434864397038,0.838760548755595,-0.2657320422167341,-0.4292993780142644,-0.192235378122664,-7.8237199894309954,-12.639492389408897,-5.659820915640411,-245.642699825149,-396.844345036386,-220.8437058267756,-0.7898479588481937,-1.344498663639282,-0.5566283567802124,-24.79899399837343,-42.21345882697903,-17.476557512722522,0.8752860287215717,0.8365046368782713,0.9154397649626635,-0.14248367640528145,-0.19545063579309327,-0.09237116222582407,-0.9949532540511126,-1.3648177180350238,-0.645021175447858,-45.76601904558935,-62.77910386545647,-29.669787279110302,0.8637041293721904,0.8217035966923842,0.9073874134144556,-0.15780388907817353,-0.21698384189300732,-0.10206509944528284,-1.101933196148424,-1.5151825459211508,-0.7127132411244438,-50.68689954684563,-69.6956092880014,-32.78349775181434,-0.10697994209731145,-0.15036482788612693,-0.06769206567658581,-4.920880501256275,-6.916505422544938,-3.1137104727040392,0.8365046368782713,0.7990622516886036,0.9154397649626635,-0.19545063579309327,-0.2514669512754087,-0.09237116222582407,-1.421376234068757,-1.8287438500582387,-0.6717510749879876,-185.55825510035993,-238.7394060128249,-87.69596279216549,0.8217035966923842,-0.21698384189300732,-1.577972232181155,0.7813375136952521,-0.27985663362124663,-2.035202220558773,0.9073874134144556,-0.10206509944528284,-0.7422483231672138,-206.00159689049025,-265.6921958954012,-96.89925889911407,-0.15659599811239788,-0.20645837050053428,-0.0704972481792262,-20.443341790130273,-26.952789882576276,-9.20329610694859,0.4226
06073018509,06073018509,Census Tract 185.09; San Diego County; California,3868,2617,953,Oceanside city,California,69241,0.5106187469581155,0.25674774794927463,06073,3868,2617,953,0.009244,0.009493868073,0.003212018401,0.8456727941092633,0.7756359484901264,0.8824340568285223,-0.182490446619236,-0.2892646375488741,-0.1332291543619826,-6.525090451304505,-10.342886213152932,-4.763713931702942,-168.69416885482175,-267.3962309501792,-123.15703029221672,0.8316155380736201,0.7561774499686926,0.8714660786593478,-0.20247873472449884,-0.32244091653540075,-0.14749159432388598,-7.239787523232358,-11.52913034392915,-5.273678768393248,-187.17134237932672,-298.06438324532445,-168.69416885482175,-0.7146970719278523,-1.1862441307762186,-0.5099648366903056,-18.47717352450497,-30.66815229514526,-13.184199500783494,0.9010216314237204,0.8696315738851863,0.9332052748991504,-0.10985126785455986,-0.149912250233023,-0.07157559745691307,-0.9233935166705424,-1.2601402117446694,-0.6016538901584524,-35.28442937220262,-48.15209062837866,-22.990213609417363,0.8916794118445749,0.8575685179232746,0.9267762662734984,-0.12147929706187502,-0.16608758262446913,-0.07900907305376845,-1.0211370110461044,-1.396107664391893,-0.6641385870265188,-39.0193737503288,-53.34763715674028,-25.377859649465755,-0.09774349437556208,-0.13596745264722365,-0.06248469686806646,-3.7349443781261775,-5.195546528361622,-2.3876460400483936,0.8696315738851863,0.839023495356521,0.9332052748991504,-0.149912250233023,-0.1918617363332314,-0.07157559745691307,-1.3563545113056563,-1.735899042393202,-0.6475914033654888,-142.3247126238884,-182.15100130044092,-67.95292795020869,0.8575685179232746,-0.16608758262446913,-1.5027033588941874,0.8244257251181031,-0.21296554623734604,-1.9268390604683725,0.9267762662734984,-0.07900907305376845,-0.7148469354837994,-157.68135980001966,-202.18668000717443,-75.01017161424967,-0.14634884758853106,-0.19094001807517036,-0.06725553211831059,-15.356647176131276,-20.03567870673351,-7.0572436640409855,0.9532
06073018700,06073018700,Census Tract 187; San Diego County; California,27627,2940,99,Oceanside city,California,2573593,0.6911360150036355,0.18497472304010248,06073,27627,2940,99,0.009244,0.009493868073,0.003212018401,0.7855952944977922,0.6936638541662533,0.8352239843876957,-0.27292004802456254,-0.44162045347158285,-0.19728362534165236,-69.69941026966431,-112.78279258994128,-50.38307900684904,-252.2872923939057,-408.2339471891312,-182.36898326582343,0.7668647244804391,0.6687502711011101,0.8203199106567156,-0.3040109527498649,-0.4953264966210495,-0.21903660633988467,-77.63952950894007,-126.49845606915216,-55.938442045065834,-281.0277247219752,-457.87981347649816,-252.2872923939057,-7.940119239275759,-13.715663479210876,-5.55536303821679,-28.740432328069495,-49.64586628736698,-20.108455634765953,0.8606682805369484,0.8178350663869131,0.90527072853416,-0.16188782904387525,-0.22274042909148845,-0.10464192476346652,-1.5287608562133963,-2.1034122892521805,-0.9881686562975576,-51.99866857868695,-71.54463568884967,-33.61117878563121,0.8478506888044481,0.801553104808938,0.8963060454794787,-0.17945295463532285,-0.24757797580780963,-0.11569034376539351,-1.6946342056632775,-2.3379615410924313,-1.092502568197831,-57.64061924024754,-79.52250139770175,-37.15995129924596,-0.16587334944988097,-0.23454925184025077,-0.10433391190027376,-5.6419506615605775,-7.977865708852067,-3.5487725136147534,0.8178350663869131,0.7767182448074402,0.90527072853416,-0.22274042909148845,-0.28746814779394625,-0.10464192476346652,-0.20935215658348225,-0.27018928236419376,-0.09835220623230512,-211.4668248318002,-272.91846703453916,-99.34566286091427,0.801553104808938,-0.24757797580780963,-0.23269679136987328,0.7573381899532156,-0.32041406767269304,-0.3011549198345663,0.8963060454794787,-0.11569034376539351,-0.10873653724183774,-235.047264009973,-304.19688872178415,-109.8348861028664,-0.02334463478639104,-0.03096563747037256,-0.0103843310095326,-23.580439178172767,-31.278421687245014,-10.489223241952129,0.3225
06073018301,06073018301,Census Tract 183.01; San Diego County; California,635,414,224,Oceanside city,California,55964,0.2940188461594604,0.2216841297996549,06073,635,414,224,0.009244,0.009493868073,0.003212018401,0.9238529521059536,0.8868761411583069,0.9426157053374266,-0.08242334207025763,-0.12755316508339862,-0.06087771966628933,-0.48382007255188814,-0.748729425849645,-0.35734856177793844,-76.19213740974617,-117.91014580309368,-56.27536405951786,0.916564718806317,0.8762928512920217,0.9370615943527264,-0.09103043078326704,-0.14117101209439545,-0.06716570823793959,-0.5343431668719305,-0.8286653707333757,-0.3942586774142112,-84.14853021605205,-130.49848358005917,-76.19213740974617,-0.05052309432004237,-0.07993594488373068,-0.03691011563627272,-7.956392806305885,-12.588337776965462,-5.8126166356335,0.95194580903586,0.9361290210927352,0.96786349776109,-0.05047996483414308,-0.06822882045971491,-0.03320354813798622,-0.06712702643464762,-0.09072902189318366,-0.04415326874544822,-16.21425759291005,-21.91522267951296,-10.665040759770102,0.9472692701799972,0.929970730554774,0.9647072051889498,-0.05566604077632879,-0.07530265969064431,-0.03658394445611884,-0.07402334377573515,-0.10013564082822447,-0.04864843734852529,-17.880034728438442,-24.18735285705905,-11.750830277421567,-0.00689631734108753,-0.00940661893504081,-0.00449516860307706,-1.6657771355283892,-2.2721301775460905,-1.085789517651464,0.9361290210927352,0.9204135353924052,0.96786349776109,-0.06822882045971491,-0.08646815974263591,-0.03320354813798622,-0.14509721412948978,-0.1838854754490152,-0.07061154364937029,-64.77554202209366,-82.0917301111675,-31.523010557754596,0.929970730554774,-0.07530265969064431,-0.16014062772937424,0.9128119066411854,-0.09551594663092748,-0.20312673834470849,0.9647072051889498,-0.03658394445611884,-0.07780038386542286,-71.49135166489921,-90.68157961817342,-34.73231422563521,-0.01504341359988445,-0.01924126289569328,-0.00718884021605256,-6.71580964280556,-8.589849507005928,-3.20930366788061,0.2334
06073018524,06073018524,Census Tract 185.24; San Diego County; California,2483,1537,634,Oceanside city,California,71601,0.520997998383007,0.2245110465005956,06073,2483,1537,634,0.009244,0.009493868073,0.003212018401,0.8420972439088058,0.7706706176639411,0.879648701693092,-0.18751130850191233,-0.2975712023785243,-0.1368174568725714,-4.303919312370735,-6.830107767656316,-3.1403508386125143,-173.33545357916773,-275.07481947870787,-126.474057133005,0.8277486298608748,0.7508543163463429,0.868440747812925,-0.20809623105999775,-0.33181627677922926,-0.15148903655015367,-4.776401993277932,-7.616129892104686,-3.4771054355582676,-192.3641559918619,-306.73096625471953,-173.33545357916773,-0.4724826809071967,-0.7860221244483698,-0.33675459694575327,-19.028702412694187,-31.65614677601167,-13.562408253957038,0.8986509857499168,0.8665664515167885,0.9315760083020732,-0.11277906090038764,-0.15397959181278836,-0.07344971434229951,-0.5567758197871202,-0.7601775788661201,-0.36261185888206887,-36.22484188595448,-49.45852822811452,-23.592183401565965,0.8890990793438781,0.8542442393637322,0.9249965751900836,-0.1247340405952986,-0.17062539484589476,-0.08108508379558427,-0.6157960276788278,-0.8423557824775043,-0.400306702701393,-40.06480336231801,-54.80519079229045,-26.04467811980436,-0.05902020789170759,-0.08217820361138417,-0.03769484381932414,-3.8399614763635386,-5.346662564175938,-2.4524947182383956,0.8665664515167885,0.8353093707180703,0.9315760083020732,-0.15397959181278836,-0.197161237566812,-0.07344971434229951,-0.9268204640035722,-1.1867356416125712,-0.4421020833100176,-146.18619306050036,-187.1822778568724,-69.73218979653274,0.8542442393637322,-0.17062539484589476,-1.027013422753671,0.8204121600567121,-0.218899534510646,-1.3175808933952062,0.9249965751900836,-0.08108508379558427,-0.48806022994633275,-161.98949885704587,-207.8203301885183,-76.9811088243427,-0.1001929587500987,-0.13084525178263506,-0.04595814663631514,-15.803305796545535,-20.63805233164591,-7.24891902780996,0.7263
06073018302,06073018302,Census Tract 183.02; San Diego County; California,1077,712,296,Oceanside city,California,40471,0.2607551018979023,0.1875221215474184,06073,1077,712,296,0.009244,0.009493868073,0.003212018401,0.9364834411502492,0.905319038843869,0.9522147136912652,-0.06782454025213258,-0.10458297803727028,-0.05018331015228161,-0.6752467439476986,-1.041205957747719,-0.49961439701436344,-62.69700500907136,-96.67650489765266,-46.389451904769125,0.9303580352554506,0.8963586607143533,0.947563616331682,-0.07485501506463334,-0.11562485400994472,-0.05533811425908872,-0.7452406607202958,-1.1511365340539594,-0.5509345338832644,-69.19597592574706,-106.8836150467929,-62.69700500907136,-0.06999391677259725,-0.10993057630624035,-0.05132013686890097,-6.498970916675697,-10.207110149140238,-4.765100916332495,0.9600173308724108,0.9467822024757064,0.9732988812938516,-0.04164786180605225,-0.05620912326524135,-0.02743362724372332,-0.0952468733201416,-0.1285478536212071,-0.06273952864526613,-13.377369848334492,-18.05447382320325,-8.811731551301422,0.9561080628544688,0.941618741845266,0.9706682998086804,-0.04590687899283196,-0.06200095172312077,-0.0302180468828546,-0.10498706292090912,-0.1417935168436937,-0.0691073769125669,-14.745374005745663,-19.91481978141766,-9.7060922630009685,-0.00974018960076753,-0.01324566322248663,-0.00636784826730076,-1.36800415741117,-1.8603459582144144,-0.8943607116995449,0.9467822024757064,0.9335938148833396,0.9732988812938516,-0.05620912326524135,-0.07112963267109723,-0.02743362724372332,-0.15795803223064214,-0.19988742320346292,-0.07709356639346729,-53.36420007791965,-67.52953486603477,-26.045123781576788,0.941618741845266,-0.06200095172312077,-0.17423414139368618,0.9272007247017088,-0.07851511906627497,-0.22064200591672603,0.9706682998086804,-0.0302180468828546,-0.08491830055674694,-58.86288560597505,-74.54121821511015,-28.68861505295505,-0.01627610916304403,-0.02075458271326311,-0.00782473416327965,-5.498685528055417,-7.0116833490753745,-2.6434912713782612,0.1756
06073019805,06073019805,Census Tract 198.05; San Diego County; California,2437,1507,662,Oceanside city,California,60421,0.4707512685764451,0.24503947164861295,06073,2437,1507,662,0.009244,0.009493868073,0.003212018401,0.8595484699616033,0.7950074095189567,0.8932150602544812,-0.1634015241102934,-0.2578499118707338,-0.11955120832276978,-3.6810487497897206,-5.808746894456675,-2.6932051480458616,-151.04836888755523,-238.35645853330632,-110.5131369735684,0.8466373207276423,0.7769772342107721,0.8831849110955161,-0.1811433012905103,-0.2870389967291217,-0.13226572084387703,-4.080728906164536,-6.4663077398068705,-2.9796329563227077,-167.44886771294773,-265.3388485764001,-151.04836888755523,-0.39968015637481535,-0.6575608453501953,-0.2864278082768461,-16.400498825392503,-26.982390043093776,-11.753295374511536,0.9101857478447216,0.8815060750478736,0.9394899462199072,-0.09867683862107768,-0.13442213083521987,-0.0644073457343087,-0.4776463948549374,-0.650671901120744,-0.31176451254485976,-31.6951821403409,-43.17663577443557,-20.68775796581684,0.9016604780092632,0.8704580392352397,0.9336440860830336,-0.10906491344486602,-0.14882045420428572,-0.07107195868968962,-0.5279299928947916,-0.7203671542854607,-0.34402464973333713,-35.03185088883819,-47.801403734934354,-22.828443910639493,-0.05028359803985421,-0.0696952531647167,-0.03226013718847737,-3.336668748497294,-4.624767960498785,-2.140685944822652,0.8815060750478736,0.8534439158404036,0.9394899462199072,-0.13442213083521987,-0.17172315771362628,-0.0644073457343087,-0.8448351162716231,-1.0792698569208368,-0.40479634628686045,-127.61859762411224,-163.031700441214,-61.14748433336261,0.8704580392352397,-0.14882045420428572,-0.9353277243119804,0.8400255300694718,-0.19044000950458972,-1.196904159850026,0.9336440860830336,-0.07107195868968962,-0.4466830432621278,-141.28817587794265,-180.8012326057441,-67.47477994896191,-0.0904926080403573,-0.11763430292918908,-0.04188669697526737,-13.669578253830409,-17.769532164530073,-6.327295615599301,0.9409
06073019803,06073019803,Census Tract 198.03; San Diego County; California,3586,1943,438,Oceanside city,California,109515,0.5527569578192281,0.23665320815934057,06073,3586,1943,438,0.009244,0.009493868073,0.003212018401,0.831250221529014,0.7556740130143688,0.8711804210278263,-0.20300719819428764,-0.323321938796095,-0.1478678536188763,-6.72948236482727,-10.717793776000732,-4.901669113726473,-187.6598540107995,-298.8788002231102,-136.6890438852893,0.8160277946213637,0.7347979503352424,0.8592487660751119,-0.22544845480906608,-0.360918330738079,-0.16380731574141616,-7.473387221290453,-11.964075970943288,-5.4300460885951525,-208.40455162550063,-333.6329049342802,-187.6598540107995,-0.7439048564631836,-1.246282194942555,-0.5283769748686797,-20.74469761470116,-34.75410471116998,-14.734438786075842,0.8914358357282881,0.8572545753382609,0.9266083426432704,-0.12178573030218916,-0.16651462560630106,-0.07920461534737576,-0.760058867037248,-1.0392097446015949,-0.49431218300922175,-39.11780067098549,-53.48480414830648,-25.440668193989797,0.8812499342916641,0.8441522704208584,0.919572185554576,-0.13475185765975176,-0.18462039970755817,-0.08746220874103479,-0.8409798423009037,-1.1522070072208466,-0.5458474249761202,-43.28254463720555,-59.30041210606519,-28.09302238683068,-0.08092097526365571,-0.11299726261925168,-0.0515352419668984,-4.164743966220057,-5.815607957758708,-2.652354192840886,0.8572545753382609,0.8240465158745245,0.9266083426432704,-0.16651462560630106,-0.21352372801278552,-0.07920461534737576,-0.6924201348262699,-0.8878987536433317,-0.329357677969745,-158.08678877312096,-202.716610420852,-75.19581688806964,0.8441522704208584,-0.18462039970755817,-0.7677096326627412,0.8082522090136793,-0.23723757120356403,-0.9865083648989242,0.919572185554576,-0.08746220874103479,-0.3636953459683304,-175.27617184080847,-225.23022029655803,-83.03546711605716,-0.07528949783647132,-0.09860961125559252,-0.03433766799858534,-17.189383067687515,-22.513609875706056,-7.83965022798752,0.5913
