geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
51510200201,51510200201,Census Tract 2002.01; Alexandria city; Virginia,2779,1883,664,Alexandria city,Virginia,79557,0.6884026344929851,0.2070683231327095,51510,2779,1883,664,0.006291,0.00741752448699999,0.003469242894,0.7864723670234747,0.694838033722327,0.8359196530686724,-0.27150048994684123,-0.4391843155776683,-0.19628722249678707,-4.746558629088252,-7.67812280292223,-3.431628465585132,-170.80095822555782,-276.2908529299111,-123.48429167272874,0.7678065540338055,0.6699955850218674,0.821071522326159,-0.3024113883195263,-0.4925471486015267,-0.2179206960764183,-5.286964252048511,-8.611048616837278,-3.8098397561675417,-190.247004391814,-309.86141118522056,-170.80095822555782,-0.5404056229602592,-0.9329258139150484,-0.37821129058240954,-19.446046166256178,-33.5705582553094,-13.609618228946008,0.8612656237186855,0.8185958842934036,0.9056874125377632,-0.1610819850005173,-0.22160399189299737,-0.1041337067918058,-1.0522816574066267,-1.4476467736372822,-0.6802622253160414,-55.88325318144592,-76.87980741568148,-36.12651223133518,0.8484980031673012,0.8023733811361813,0.896759869370187,-0.17855315659809123,-0.2463025612639023,-0.11512572557726145,-1.1664135599000784,-1.6089922618562469,-0.7520685154220821,-61.94442697291972,-85.44834104387927,-39.93991053755083,-0.11413190249345172,-0.16134548821896444,-0.07180629010604067,-6.061173791473804,-8.568533628197793,-3.8133983062156487,0.8185958842934036,0.7776262674531569,0.9056874125377632,-0.22160399189299737,-0.2859647903550771,-0.1041337067918058,-1.0914520160920829,-1.4084441543593942,-0.5128831085133977,-164.37530362832575,-212.11508348786057,-77.24143200502976,0.8023733811361813,-0.2463025612639023,-1.2130983055121798,0.7583121498872029,-0.3187181560373886,-1.5697622186342544,0.896759869370187,-0.11512572557726145,-0.567021397999178,-182.6955279385813,-236.40997268588168,-85.39478885529788,-0.12164628942009692,-0.16131806427486017,-0.05413828948578025,-18.32022431025556,-24.29488919802111,-8.15335685026811,0.4496
51510200701,51510200701,Census Tract 2007.01; Alexandria city; Virginia,789,327,46,Alexandria city,Virginia,47730,0.5920763063940916,0.23692250654649977,51510,789,327,46,0.006291,0.00741752448699999,0.003469242894,0.8180143801964332,0.7375110549023554,0.8608090784121912,-0.22247239682982808,-0.35591187868010676,-0.16169778534928317,-1.104263766432138,-1.7666038451046993,-0.8026029656619167,-139.95738484564487,-223.9041628776552,-101.72407676323404,0.8017464252404625,0.71539415581867,0.8480032611834458,-0.24727715461915117,-0.3978308207671025,-0.17924074797121944,-1.227384637390464,-1.9746726641287695,-0.8896791973891969,-155.56205797090797,-250.27536934458425,-139.95738484564487,-0.12312087095832602,-0.20806881902407023,-0.08707623172728018,-15.604673125263124,-26.371206466929056,-11.0362777854601,0.882583286235816,0.8458644678532162,0.9204947823225048,-0.13303754511935284,-0.18222249308801924,-0.08637226327008075,-0.1509234354792498,-0.20672092719213203,-0.09798435991241494,-46.153955804051925,-63.2174089272575,-29.964636058842487,0.8716281920903293,0.8318228768200202,0.9129005405417135,-0.14727817327914883,-0.20217900693342908,-0.09540958252319762,-0.167078608241426,-0.22936044318016663,-0.10823667829351195,-51.094375608998774,-70.14080831197758,-33.099901618810996,-0.0161551727621762,-0.02263951598803462,-0.01025231838109702,-4.940419804946852,-6.923399384720068,-3.1352655599685098,0.8458644678532162,0.8103126454841119,0.9204947823225048,-0.18222249308801924,-0.2340915640068305,-0.08637226327008075,-0.06217543100987826,-0.07987347577815648,-0.02947074537895799,-135.1639804562571,-173.63799082207933,-64.06683778034346,0.8318228768200202,-0.20217900693342908,-0.06898471579555844,0.7934469189555431,-0.260323754632955,-0.08882405992873527,0.9129005405417135,-0.09540958252319762,-0.03255433407437221,-149.9667734686053,-193.0957824537723,-70.77029146602655,-0.00680928478568017,-0.00895058415057878,-0.00308358869541422,-14.802793012348214,-19.45779163169301,-6.7034536856830895,0.0181
51510200407,51510200407,Census Tract 2004.07; Alexandria city; Virginia,2323,1531,747,Alexandria city,Virginia,27798,0.6114356886680988,0.23677530228533092,51510,2323,1531,747,0.006291,0.00741752448699999,0.003469242894,0.8115751834594667,0.7287293360005662,0.855748069438374,-0.23217173267588465,-0.37225160371370447,-0.16856822201924251,-3.39295607612325,-5.440082330910851,-2.463454816611656,-146.05923702639905,-234.18348389629148,-106.04626847230548,0.7948069105151965,0.7060295500047936,0.8425205854222668,-0.2581672186918917,-0.4163713119276813,-0.1869146194200173,-3.7728539267927745,-6.084847437911951,-2.731568939801797,-162.41299727906906,-261.9391923337043,-146.05923702639905,-0.3798978506695247,-0.6447651070011,-0.26811412319014094,-16.35376025267003,-27.755708437412828,-11.54171860482742,0.8782569732164441,0.8403121290161346,0.9174995286842996,-0.13861891279689573,-0.19003399507137095,-0.08991881601727547,-0.7362620003159881,-1.009348627227291,-0.4775957768758892,-48.09026781946363,-65.927408701978493,-31.195021350482637,0.8669294719299614,0.8258186666995875,0.9096334761898002,-0.1534963712489743,-0.2109195884328144,-0.09934388539515925,-0.8152822948669541,-1.1202805948485737,-0.5276561928268146,-53.25161952102901,-73.1731283375946,-34.464806846950665,-0.07902029455096604,-0.11093196762128275,-0.05006041595092547,-5.161351701565385,-7.245719635616117,-3.269785496468026,0.8403121290161346,0.8036349318168504,0.9174995286842996,-0.19003399507137095,-0.24434610842414384,-0.08991881601727547,-1.0529576134178356,-1.353895102176815,-0.4982303396786909,-140.95818118043314,-181.2443242539244,-66.69750196501886,0.8258186666995875,-0.2109195884328144,-1.168682405355307,0.7862572927845123,-0.2718482984857575,-1.506281733843241,0.9096334761898002,-0.09934388539515925,-0.5504536198065796,-156.45012119883629,-201.6441410767391,-73.68857025523154,-0.11572479193747154,-0.15238663166642596,-0.05222328012788868,-15.49194001840315,-20.39981682281472,-6.991068290212675,0.3927
51510201804,51510201804,Census Tract 2018.04; Alexandria city; Virginia,2676,1642,438,Alexandria city,Virginia,55451,0.5314207321656295,0.256833486222591,51510,2676,1642,438,0.006291,0.00741752448699999,0.003469242894,0.8385219271245637,0.765716471235651,0.8768605248274748,-0.19257465744416777,-0.3059664217308546,-0.1404322257485058,-3.24193966686985,-5.150857815375166,-2.3641366377239827,-121.14871699812592,-192.48347591088063,-88.34591321838501,0.8238836154714921,0.7455465900254535,0.8654133113863847,-0.21376366906837924,-0.3412977986605226,-0.15551723880697954,-3.5986506598841492,-5.745651511875079,-2.6180885484196796,-134.4787242109174,-214.7104451373348,-121.14871699812592,-0.3567109930142993,-0.594793696499913,-0.2539519106956969,-13.330007212791456,-22.226969226454145,-9.489981715085833,0.8962766851502635,0.8634993595930803,0.9299427785312891,-0.11572689167112162,-0.15807845007695767,-0.07533498091071371,-0.6592378717757338,-0.9004933900626396,-0.4291454800927438,-40.14846965747465,-54.84125396240193,-26.13553471941192,0.8865154508137404,0.8509190014782937,0.9232128673933816,-0.1280119247578721,-0.17519998761657604,-0.08317381106636967,-0.7292195238347843,-0.9980261744151544,-0.4737993512406165,-44.41044603135105,-60.78113120676944,-28.85501530089016,-0.06998165205905049,-0.09753278435251478,-0.04465387114787267,-4.261976373876401,-5.939877244367526,-2.719480581478238,0.8634993595930803,0.8315962310582505,0.9299427785312891,-0.15807845007695767,-0.20250665245012797,-0.07533498091071371,-0.5135772391490241,-0.6579189473581996,-0.24475399074720863,-117.25507743128404,-150.20980533292226,-55.87990656328964,0.8509190014782937,-0.17519998761657604,-0.5692029868414057,0.8164014428775372,-0.22488759509701545,-0.7306318486331379,0.9232128673933816,-0.08317381106636967,-0.27022137575471594,-129.95501982680494,-166.81092434546528,-61.69437802619086,-0.0556257476923816,-0.07271290127493835,-0.02546738500750731,-12.699942395520914,-16.601119012543002,-5.814471462901212,0.0605
51510201602,51510201602,Census Tract 2016.02; Alexandria city; Virginia,2793,1791,426,Alexandria city,Virginia,30828,0.5485721304212735,0.2046810032722733,51510,2793,1791,426,0.006291,0.00741752448699999,0.003469242894,0.8326714848769301,0.7576332748600617,0.8722915924810948,-0.2009538193178325,-0.31989978949209236,-0.14640563845818913,-3.530911933178457,-5.620883384915446,-2.572458775212527,-126.42004773284845,-201.24895756947532,-92.1037871540468,0.8175626855734074,0.736893871138061,0.8604543911071968,-0.2231477997294336,-0.3570475195506744,-0.162176647983912,-3.9208771030173426,-6.273597345762767,-2.8495674458597464,-140.3822808097867,-224.6185945493293,-126.42004773284845,-0.38996516983888574,-0.6527139608473211,-0.2771086706472192,-13.962233076938263,-23.36963697985396,-9.921542092632269,0.8923832407254224,0.8584758391978645,0.9272614056453734,-0.12059477852485824,-0.1648551471575154,-0.07844453992345403,-0.7493052880055052,-1.0243132831376225,-0.4874084044002531,-41.83725784508683,-57.19225478155346,-27.214316270254223,0.8822802265469961,0.8454752224375677,0.920285125070596,-0.133426738932739,-0.18276677241578523,-0.08661975811386619,-0.8290355707483884,-1.1356056266948358,-0.5382044197469037,-46.2889765911998,-63.40623264627783,-30.05049803165291,-0.07973028274288319,-0.11129234355721328,-0.05079601534665057,-4.451718746112964,-6.21397786472436,-2.836181761398692,0.8584758391978645,0.8255218728401706,0.9272614056453734,-0.1648551471575154,-0.2113549415226822,-0.07844453992345403,-0.5209200807016139,-0.6678531734861959,-0.24787418999106312,-122.2817090848859,-156.77304541929482,-58.18642957536694,0.8454752224375677,-0.18276677241578523,-0.5775184061765223,0.8098441384905272,-0.23480550450597243,-0.7419537968054171,0.920285125070596,-0.08661975811386619,-0.27370677934560583,-135.5677009804043,-174.1675579355439,-64.25041768676193,-0.05659832547490839,-0.07410062331922118,-0.02583258935454269,-13.285991895518404,-17.3945125162491,-6.063988111394997,0.288
51510200109,51510200109,Census Tract 2001.09; Alexandria city; Virginia,3531,2394,850,Alexandria city,Virginia,48837,0.6771875493000968,0.21894553624159407,51510,3531,2394,850,0.006291,0.00741752448699999,0.003469242894,0.7900812665612305,0.6996765470720167,0.8387800592241519,-0.2656925841976043,-0.4292318417485438,-0.19220764609613164,-5.9019677986177514,-9.534750530549957,-4.269608582916989,-167.14720471871289,-270.0297516440089,-120.91783015907644,0.7716830141415937,0.6751294430764593,0.8241626081622241,-0.2958688757875305,-0.4811974359215566,-0.2133527899668617,-6.572289485552702,-10.689089347989654,-4.739316680337472,-186.1311097579355,-302.7213069382513,-167.14720471871289,-0.6703216869349502,-1.1543388174396991,-0.46970809742048303,-18.98390503922261,-32.6915552942424,-13.302410009076269,0.8637208715755315,0.8217249438401906,0.907399079628024,-0.15778144642479106,-0.21695222652810264,-0.102050930457122,-1.3104328953833102,-1.8018679687069157,-0.8475704799628141,-54.73821618142482,-75.26599702200984,-35.40394653144587,0.8511591177995219,0.8057477796396424,0.8986243197633237,-0.17486845771595833,-0.24108315935693148,-0.11281208176446444,-1.452346803432092,-2.0022842336842777,-0.9369457961668044,-60.66611543158279,-83.63760374621043,-39.13725130187153,-0.1419139080487819,-0.200416264977362,-0.08937531620399042,-5.9278992501579735,-8.371606724200584,-3.733304770425665,0.8217249438401906,0.7813630190380862,0.907399079628024,-0.21695222652810264,-0.27981485639168274,-0.102050930457122,-1.3678611848641662,-1.7642035167449406,-0.6434204842488109,-160.9248452781372,-207.5533549111695,-75.69652755868364,0.8057477796396424,-0.24108315935693148,-1.5200042022433575,0.7623214465142316,-0.3117825880047981,-1.9657567339739488,0.8986243197633237,-0.11281208176446444,-0.7112684220797569,-178.8240237933362,-231.26549811458216,-83.67863789173612,-0.15214301737919156,-0.201553217229008,-0.067847937830946,-17.899178515199008,-23.712143203412705,-7.982110333052471,0.637
51510201802,51510201802,Census Tract 2018.02; Alexandria city; Virginia,1296,1086,611,Alexandria city,Virginia,24644,0.4579293855798963,0.2013060281298118,51510,1296,1086,611,0.006291,0.00741752448699999,0.003469242894,0.8640592689856608,0.8013397597654921,0.8967102823578924,-0.15732801659997608,-0.24791012527900125,-0.11518739070383816,-1.2827167159498627,-2.021244967176735,-0.9391384618935285,-98.97505524304496,-155.96025981301966,-72.46438749178459,0.8515259484058911,0.7837875499281481,0.8869872246751581,-0.1743623337281282,-0.27585593837471983,-0.12741195383758838,-1.4215998201628162,-2.2490909819767095,-1.03880698766358,-109.69134414836545,-173.54097083153624,-98.97505524304496,-0.13888310421295347,-0.22784601479997457,-0.0996685257700516,-10.716288905320484,-17.580711018516556,-7.690472667442252,0.9131528062743528,0.8853594173321744,0.9415201568597354,-0.0951069669051144,-0.12948479501496518,-0.06211215204920641,-0.3583247976485309,-0.487846626615572,-0.23401360635074395,-32.994916910546124,-44.92142049867146,-21.548214212775687,0.9048941986498624,0.8746445054589945,0.9358636614191534,-0.10510157042893982,-0.14332165097775537,-0.06853171164225945,-0.39598044372570024,-0.5399783344630656,-0.2581999248406223,-36.462287635884,-49.7217619210926,-23.775315362856567,-0.03765564607716931,-0.0521317078474936,-0.02418631848987834,-3.4673707253378745,-4.800341422421142,-2.227101150080879,0.8853594173321744,0.858134174482837,0.9415201568597354,-0.12948479501496518,-0.16531893232507586,-0.06211215204920641,-0.5868390056455023,-0.749243166727113,-0.2814989477555712,-96.04566377176798,-122.6257228685946,-46.07184087652557,0.8746445054589945,-0.14332165097775537,-0.6495491237989531,0.8451050901431173,-0.18328479104374049,-0.8306663690792516,0.9358636614191534,-0.06853171164225945,-0.31059308168715677,-106.3091855644768,-135.9519425661623,-50.83356492424824,-0.06271011815345084,-0.08142320235213862,-0.02909413393158555,-10.263521792708811,-13.326219697567696,-4.7617240477226765,0.1157
51013102904,51013102904,Census Tract 1029.04; Arlington County; Virginia,2294,1246,242,Alexandria city,Virginia,34103,0.6190399776169695,0.22457680776506697,51013,2294,1246,242,0.005362,0.00741752448699999,0.003469242894,0.8090597797872142,0.7253085839791963,0.8537682741902911,-0.2360026106637062,-0.3787235144988751,-0.171278003915517,-2.9029331202809505,-4.6584613220003694,-2.106792755146535,-126.54459983787926,-203.07154847429683,-91.83926569950022,0.7920975557171129,0.7023847910213087,0.8403767211829642,-0.26247075601018094,-0.4237210326635082,-0.18994252790860333,-3.228502636408798,-5.211950054363131,-2.3363743886777657,-140.736819372659,-227.1992177141731,-126.54459983787926,-0.32556951612784735,-0.5534887323627613,-0.22958163353123065,-14.192219534779746,-24.127669239876255,-10.00791776509288,0.8765634213307022,0.8381411750708785,0.9163256726988982,-0.1408187652661914,-0.19311642208179752,-0.09131505292725432,-0.6087139879240194,-0.834779847677388,-0.3947254467099562,-48.85345007415886,-66.99677750219807,-31.67940984831109,0.8650907694848273,0.8234721091411912,0.9083533868075296,-0.15594806380319243,-0.2143702122988863,-0.10089312653368178,-0.6741130533791257,-0.9266531102861656,-0.4361283618014013,-54.10217121822839,-74.37023357031828,-35.002276228041836,-0.06539906545510632,-0.0918732626087777,-0.04140291509144511,-5.2487211440695285,-7.373456068120201,-3.322866379730747,0.8381411750708785,0.8010270305938245,0.9163256726988982,-0.19311642208179752,-0.24839732219607005,-0.09131505292725432,-0.34665188109132167,-0.4458833592144879,-0.16391425715094557,-143.24457896335608,-184.24932198945783,-67.73316411196097,0.8234721091411912,-0.2143702122988863,-0.3848033043605114,0.7834510892829346,-0.2764038670432701,-0.4961562534069774,0.9083533868075296,-0.10089312653368178,-0.1811072912653249,-159.00962990103778,-205.02324520949475,-74.8377236633574,-0.03815142326918974,-0.05027289419248948,-0.01719303411437933,-15.765050937681712,-20.773923220036977,-7.10455955139642,0.4659
51510200301,51510200301,Census Tract 2003.01; Alexandria city; Virginia,2369,1335,313,Alexandria city,Virginia,38994,0.6942062182927545,0.2185919233466388,51510,2369,1335,313,0.006291,0.00741752448699999,0.003469242894,0.7846113103543045,0.6923473513473004,0.834443281766535,-0.27451642208475563,-0.4443617037806397,-0.19840380029542296,-4.091222280053084,-6.622490884528607,-2.9568870308430006,-172.6982811335198,-279.54794784840044,-124.8158307658506,0.765808214843005,0.6673542623291395,0.8194765014937981,-0.3058099673232229,-0.49845450377418793,-0.22029124468746963,-4.557601844995607,-7.428656384003654,-3.283083909959097,-192.38505044303955,-313.57772832434165,-172.6982811335198,-0.46637956494252286,-0.8061654994750471,-0.3261968791160963,-19.686769309519747,-34.0297804759412,-13.769391267036568,0.8599978233174347,0.8169813393040758,0.9048029269362868,-0.16279364073563354,-0.2240181652763622,-0.1052130472058218,-0.7539688595494984,-1.037526526395936,-0.48728783786047,-56.47706813104857,-77.71734280119371,-36.500961637488395,0.8471241975065268,0.8006327492467352,0.8957965726698742,-0.18046445012839496,-0.24901211065977108,-0.11632487833655468,-0.8358101399887815,-1.1532844663941808,-0.5387516088486167,-62.60750112275517,-86.38834954263527,-40.35592575645069,-0.08184128043928307,-0.11575793999824469,-0.05146377098814669,-6.130432991706597,-8.67100674144155,-3.8549641189622994,0.8169813393040758,0.7756995946738043,0.9048029269362868,-0.2240181652763622,-0.2891588533322852,-0.1052130472058218,-0.520099650885182,-0.6713358199454459,-0.24427157080233497,-166.166022647023,-214.48428752250663,-78.04203540010703,0.8006327492467352,-0.24901211065977108,-0.578127723082441,0.7562457046789927,-0.32232156006026497,-0.7483291841681727,0.8957965726698742,-0.11632487833655468,-0.27006974428822,-184.70534283784056,-239.0828064435057,-86.28426335086901,-0.05802807219725903,-0.07699336422272685,-0.02579817348588503,-18.53932019081758,-24.59851892099899,-8.242227950761992,0.6049
51013103000,51013103000,Census Tract 1030; Arlington County; Virginia,2192,1675,441,Alexandria city,Virginia,46095,0.6448571076003845,0.2159501483688982,51013,2192,1675,441,0.005362,0.00741752448699999,0.003469242894,0.8005778187362212,0.7138142282541367,0.8470808308906528,-0.2490978098526178,-0.40092472301346965,-0.18052488444173884,-2.927772104493983,-4.712270335637708,-2.1217999513855155,-133.56624564297368,-214.97583647982245,-96.79744303766036,0.7829678119408952,0.6901503624645797,0.8331387595562871,-0.27719171177816976,-0.44895960994488726,-0.20028025167449873,-3.257973893151566,-5.276848571325673,-2.3539947391772276,-148.63019585545464,-240.7321428524486,-133.56624564297368,-0.330201788657583,-0.5645782356879652,-0.2321947877917121,-15.063950212480975,-25.75630637262615,-10.592827910205845,0.8708380131704482,0.830812383005915,0.9123515372899876,-0.14831918781233897,-0.2036411835629567,-0.096068740093714,-0.8618801080060291,-1.1833552210775748,-0.5582537047919642,-51.45552883618084,-70.64807290015372,-33.328579390565025,0.8588772832993014,0.8155550045005655,0.904020812493714,-0.1643106872713971,-0.22615886663878185,-0.10616922329645298,-0.9548064210761223,-1.3142050686778268,-0.616947429333554,-57.00336842245507,-78.46000410016877,-36.83268234827188,-0.09292631307009336,-0.13084984760025198,-0.05869372454158972,-5.547839586274231,-7.811931200015043,-3.504102957706849,0.830812383005915,0.7922359880605508,0.9123515372899876,-0.2036411835629567,-0.26225015660809603,-0.096068740093714,-0.6661364383471928,-0.8578539086368204,-0.31425317434743977,-151.05134656398928,-194.5246958360137,-71.25922320803623,0.8155550045005655,-0.22615886663878185,-0.7397946686791911,0.7739983296186237,-0.2919924523515901,-0.9551447739136611,0.904020812493714,-0.10616922329645298,-0.34729315078313994,-167.7538931245331,-216.58611653371003,-78.75128135672108,-0.07365823033199825,-0.09729086527684072,-0.03303997643570017,-16.702546560543823,-22.061420697696303,-7.492058148684845,0.0243
51510200704,51510200704,Census Tract 2007.04; Alexandria city; Virginia,2812,1449,456,Alexandria city,Virginia,51812,0.5652955298158933,0.24942850894715216,51510,2812,1449,456,0.006291,0.00741752448699999,0.003469242894,0.8270063416869208,0.7498339570548733,0.8678595980154585,-0.20918057044182775,-0.3336285861575343,-0.15226011475440035,-3.700465371842503,-5.901987108673941,-2.693525889958851,-131.59549686495387,-209.88574355170485,-95.78683819199328,0.8114461869789281,0.7285537776951919,0.8556465782886827,-0.2323676123527934,-0.3725822727370088,-0.1687068298689725,-4.110650913863723,-6.591089198741327,-2.984473082776446,-146.18246493114236,-234.3915077788523,-131.59549686495387,-0.41018554202122015,-0.6891020900673857,-0.2909471928175953,-14.586968066188485,-24.505764227147424,-10.346628478577358,0.8886032399397693,0.8536058180927505,0.924654388777879,-0.1253616406662903,-0.17150091857895786,-0.08148516044108735,-0.6301845625584165,-0.8621236191439627,-0.40962043823487704,-43.49099810617091,-59.49783430945222,-28.269181382669224,0.8781701717829877,0.8402008241269208,0.9174393823255714,-0.13873145790144042,-0.19019164381221787,-0.0899902699458462,-0.6973937373988082,-0.9560806417420944,-0.4523750534766759,-48.12931244988324,-65.9821008793716,-31.21981045387688,-0.06720917484039168,-0.09395702259813175,-0.04275461524179891,-4.638314343712332,-6.4842665699193764,-2.950629071207654,0.8536058180927505,0.8196418206517065,0.924654388777879,-0.17150091857895786,-0.2200451158103287,-0.08148516044108735,-0.5800831919747004,-0.7442786558541461,-0.27561468684189344,-127.2112263102413,-163.21900347678644,-60.44181728988891,0.8402008241269208,-0.19019164381221787,-0.643302535891158,0.8035011825498837,-0.24455323989260852,-0.8271747182470457,0.9174393823255714,-0.0899902699458462,-0.3043822940972648,-141.0751175199908,-181.3979645278609,-66.75050309150544,-0.06321934391645767,-0.0828960623928996,-0.02876760725537136,-13.86389120974949,-18.178961051074474,-6.3086858016165275,0.2895
51510200305,51510200305,Census Tract 2003.05; Alexandria city; Virginia,1758,1123,501,Alexandria city,Virginia,38937,0.6467572645902462,0.22049415349932816,51510,1758,1123,501,0.006291,0.00741752448699999,0.003469242894,0.7999570657314018,0.712975468761955,0.8465907054294646,-0.25006708839517366,-0.4025728006272759,-0.18120833785047624,-2.7656364693393183,-4.452285289215808,-2.0040877467076945,-157.31720530940376,-253.25854887461932,-113.9981653417346,0.7823000294473075,0.6892583660106233,0.8326085105443883,-0.2782819408897337,-0.4508347657612434,-0.20104465344242675,-3.0776808312613997,-4.986042257048202,-2.2234690262294876,-175.0671690137315,-283.6201511403983,-157.31720530940376,-0.3120443619220814,-0.5337569678323941,-0.2193812795217931,-17.749963704327726,-30.36160226577896,-12.47902613889608,0.8704181000091608,0.8302755180430155,0.9120597203133034,-0.14887316795167224,-0.2044194707282593,-0.09641943145618584,-0.5800038731665113,-0.796410034154223,-0.3756462259959087,-51.647718002360754,-70.91807962192546,-33.450242742289284,0.8584217339427803,0.8149753169037147,0.9037027499605618,-0.16492856652981347,-0.22703102690181845,-0.1065585448795422,-0.6425550601176545,-0.8845037473426454,-0.41514780399638673,-57.21772574511616,-78.76257767966567,-36.96774746183319,-0.06255118695114326,-0.0880937131884224,-0.03950157800047804,-5.5700077427554096,-7.844498057740196,-3.517504719543904,0.8302755180430155,0.791592786573168,0.9120597203133034,-0.2044194707282593,-0.2632757864419582,-0.09641943145618584,-0.7596595013029679,-0.9783801509764712,-0.3583119404182872,-151.6286429746443,-195.2854592767407,-71.51934938488766,0.8149753169037147,-0.22703102690181845,-0.84368810887785,0.7733071235421245,-0.29314727558633025,-1.0893879745744297,0.9037027499605618,-0.1065585448795422,-0.3959907085874894,-168.40082013529937,-217.44270949589415,-79.04006159430928,-0.08402860757488206,-0.11100782359795858,-0.03767876816920229,-16.7721771606551,-22.157250219153408,-7.520712209421616,0.5326
51510200106,51510200106,Census Tract 2001.06; Alexandria city; Virginia,1970,1483,367,Alexandria city,Virginia,50210,0.6627859845413223,0.23261252791352727,51510,1970,1483,367,0.006291,0.00741752448699999,0.003469242894,0.7947398395207904,0.7059392453027745,0.8424675357551934,-0.25827340001348953,-0.416552496059493,-0.18698935870993943,-3.20085198018518,-5.162447552839234,-2.3174096096191317,-162.47979594848627,-262.0531752710271,-117.63500556442293,0.7766895871707963,0.6817796889856922,0.8281490192929635,-0.28751565170668,-0.4667494737013,-0.20751214661070927,-3.563259100826846,-5.784552249938111,-2.571754061226105,-180.87609648867237,-293.63209390548786,-162.47979594848627,-0.36240712064166614,-0.6221046970988766,-0.2543444516069733,-18.3963005401861,-31.57891863446074,-12.910885868374278,0.866883982872107,0.8257605929838648,0.9096018181209616,-0.15355690006736675,-0.21100474943533631,-0.09938214730680876,-0.790032931440553,-1.0855956369993474,-0.511309938760223,-53.27261843833803,-73.20267275787913,-34.47808083346076,0.8545885634829846,0.8101017474062067,0.9010241920543152,-0.17015373564604297,-0.23441284159898657,-0.10984811375599368,-0.8754217785656647,-1.206027631024794,-0.5651561557037833,-59.030463827758915,-81.32350849796318,-38.10897880672847,-0.08538884712511174,-0.12043199402544658,-0.05384621694356029,-5.757845389420886,-8.120835740084058,-3.63089797326772,0.8257605929838648,0.7861878188233365,0.9096018181209616,-0.21100474943533631,-0.2719606893638592,-0.09938214730680876,-0.5744037727622356,-0.740339951738822,-0.27054121061733444,-156.51328958099063,-201.7275072857826,-73.7169511218895,0.8101017474062067,-0.23441284159898657,-0.6381260182943786,0.767500985227604,-0.3029299235406817,-0.8246453761348521,0.9010241920543152,-0.10984811375599368,-0.29903199402435493,-173.87629926277347,-224.69901257080437,-81.48010736358445,-0.06372224553214301,-0.08430542439603006,-0.02849078340702049,-17.363009681782835,-22.971505285021813,-7.763156241694958,0.819
