geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06077003406,06077003406,Census Tract 34.06; San Joaquin County; California,1876,1254,495,Stockton city,California,45534,0.4639486723574778,0.19449118214409228,06077,1876,1254,495,0.010813,0.009493868073,0.003212018401,0.861938715040767,0.7983607545244301,0.8950677356762546,-0.16017529152603746,-0.2525665801241482,-0.11723388090228212,-3.2491859015604763,-5.123360560335408,-2.378111314072402,-173.19754272710426,-273.10024308824137,-126.76499541963764,0.8492274562331397,0.7805830165558336,0.885200178304894,-0.17754082567658827,-0.2810937194256415,-0.1296879785032815,-3.60144902652482,-5.702038944168389,-2.630745025279024,-191.97489480409487,-303.94663881494614,-173.19754272710426,-0.35226312496434353,-0.5786783838329805,-0.2526337112066219,-18.777352076990592,-30.846395726704717,-13.466615735960657,0.9117587056591152,0.8835483564419754,0.9405665201763956,-0.09678141134621214,-0.13179996624856183,-0.06318902336908395,-0.38982304734495465,-0.5308732717193158,-0.25451723947660676,-31.08636741187836,-42.33439168415596,-20.29643058027167,0.9033746731879398,0.8726766497552102,0.9348210161078224,-0.10696041153232334,-0.14589980181147805,-0.06972349013242521,-0.4308227477655255,-0.5876655915433837,-0.28083722914226383,-34.355881002035524,-46.86328481207207,-22.395313328729173,-0.04099970042057083,-0.05679231982406796,-0.02631998966565707,-3.269513590157163,-4.528893127916105,-2.098882748457502,0.8835483564419754,0.8559291114953848,0.9405665201763956,-0.13179996624856183,-0.16832105202370148,-0.06318902336908395,-0.6193892883369008,-0.7910188416016877,-0.2969545845062595,-125.12914915896984,-159.80178618215913,-59.9908251527797,0.8726766497552102,-0.14589980181147805,-0.6856509677861343,0.8427166555117617,-0.1866384667486178,-0.8771008854258954,0.9348210161078224,-0.06972349013242521,-0.3276630803686493,-138.5153470275019,-177.19209806583746,-66.19456169063622,-0.06626167944923356,-0.0860820438242077,-0.03070849586238977,-13.386197868532031,-17.390311883678322,-6.20373653785652,0.9821
06077003504,06077003504,Census Tract 35.04; San Joaquin County; California,5044,3164,1273,Stockton city,California,146055,0.5827854439539992,0.2598264364463228,06077,5044,3164,1273,0.010813,0.009493868073,0.003212018401,0.821122766784455,0.7417630380564689,0.8632485520133879,-0.217844688335746,-0.3481394309160387,-0.1584149173116612,-11.881417477930984,-18.987793325801416,-8.640071886494166,-235.55546149744217,-376.4431666495126,-171.29405008909924,0.805098287918961,0.7199323809046534,0.8506471365179341,-0.24208437032554875,-0.3890193392099115,-0.17557557895678297,-13.20346844668932,-21.217415083438446,-9.576027620649898,-261.76582963301587,-420.6466114876774,-235.55546149744217,-1.3220509687583366,-2.2296217576370303,-0.9359557341557316,-26.21036813557368,-44.20344483816475,-18.555823436870178,0.8846671113811867,0.8485421330971328,0.9219357206290216,-0.1303686857294263,-0.1784918638630874,-0.08467431907044075,-1.3249142976975552,-1.813981794260823,-0.8605303900744125,-41.87466174771034,-57.33191511570237,-27.19754709464009,0.8738922147002318,0.8347198716107703,0.914472618867386,-0.1443058802658249,-0.1980067014222225,-0.09352645379207024,-1.4665555837759554,-2.0123076971007507,-0.9504930969331242,-46.35131427863323,-63.60011684894914,-30.040869056040588,-0.1416412860784002,-0.1983259028399278,-0.08996270685871177,-4.476652530922888,-6.26820173324677,-2.8433219614004983,0.8485421330971328,0.8135370583180795,0.9219357206290216,-0.1784918638630874,-0.22920030473770567,-0.08467431907044075,-2.157198058300295,-2.770044760814805,-1.0233479147641356,-169.4578207620028,-217.59974554711744,-80.38868144258724,0.8347198716107703,-0.1980067014222225,-2.3930484146106688,0.7969206395547838,-0.2548300926911251,-3.079798536763797,0.914472618867386,-0.09352645379207024,-1.130332106760468,-187.98495008724817,-241.93232810399033,-88.79278136374455,-0.23585035631037332,-0.3097537759489919,-0.10698419199633258,-18.52712932524535,-24.33258255687289,-8.40409992115731,0.605
06077002202,06077002202,Census Tract 22.02; San Joaquin County; California,2902,1918,595,Stockton city,California,86789,0.5266855498223729,0.2548820719546418,06077,2902,1918,595,0.010813,0.009493868073,0.003212018401,0.8401443541193743,0.7679632438428952,0.878126132371334,-0.1902716421253391,-0.3021456534768393,-0.13878856708153303,-5.970595886806348,-9.481126959932771,-4.355091691524294,-205.74072663012916,-326.7100951045063,-150.07207758526167,0.8256372992304188,0.7479532916951024,0.8667874043602426,-0.2111855907334923,-0.33698188256338685,-0.1536854307868938,-6.626861498128834,-10.574264349050232,-4.822545234112377,-228.3549792601252,-364.3785096157902,-205.74072663012916,-0.6562656113224863,-1.0931373891174587,-0.4674535425880837,-22.61425262999608,-37.6684145112839,-16.107978724606607,0.8973545819410368,0.8648914310719302,0.930684420640366,-0.1143866874083759,-0.1562144843551274,-0.07447806992615254,-0.7046964936978956,-0.9623829650461772,-0.4588334177994845,-36.74121447851385,-50.17637982513959,-23.922493107376667,0.8876882946201206,0.8524280924167786,0.924022802085066,-0.12652155724092587,-0.1731194793977635,-0.08222437557113399,-0.7794551952236131,-1.0665287446157468,-0.5065557056881268,-40.63895699810287,-55.60629533971568,-26.41062073452173,-0.07475870152571751,-0.1041457795695695,-0.0477222878886423,-3.897742519589025,-5.429915514576095,-2.4881276271450625,0.8648914310719302,0.8332811078679686,0.930684420640366,-0.1562144843551274,-0.2000752093835393,-0.07447806992615254,-0.8824324248077845,-1.130195147326278,-0.42071555727528376,-148.30797055593018,-189.9487642565173,-70.70849702105609,0.8524280924167786,-0.1731194793977635,-0.9779262314699408,0.818221127210463,-0.22216350414865269,-1.2549686444185044,0.924022802085066,-0.08222437557113399,-0.46447328756400424,-164.35734982688078,-210.9190999022697,-78.062737405715,-0.09549380666215623,-0.12477349709222652,-0.04375773028872049,-16.049379270950627,-20.970335645752357,-7.3542403846589055,0.9883
06077003409,06077003409,Census Tract 34.09; San Joaquin County; California,2680,1678,600,Stockton city,California,62633,0.48553790108504474,0.21733995312710708,06077,2680,1678,600,0.010813,0.009493868073,0.003212018401,0.8543756925989296,0.7877668309013766,0.8892011627795116,-0.17044528380494425,-0.2694111515913694,-0.12460491715299564,-4.93930660813807,-7.807222656182039,-3.610905957389917,-184.30248537828615,-291.3142782157477,-134.7352969175342,0.8410344245748118,0.769196784140469,0.878820186554008,-0.1890119723762245,-0.30005743734022455,-0.1378892011130936,-5.4773477055750295,-8.695316467492392,-3.9958690967841615,-204.3786457304115,-324.45210699598476,-184.30248537828615,-0.5380410974369596,-0.8880938113103527,-0.384963139394245,-20.076160352125356,-33.137828780237044,-14.364296246053916,0.9067760027584272,0.8770830873180874,0.9371540729082432,-0.10280818742223416,-0.14014283761617555,-0.06706040010766735,-0.5541121632402232,-0.7553372242153552,-0.3614399232504914,-33.02217897736729,-45.01413731915108,-21.539923912424992,0.8979455863432656,0.8656549371396194,0.931090931266285,-0.11365322710960034,-0.1551947052994309,-0.07400895704139082,-0.6125643989256166,-0.8364632820897154,-0.3988910252539751,-36.50562568090683,-49.84882491595444,-23.771813185576583,-0.05845223568539348,-0.08112605787436022,-0.03745110200348367,-3.48344670353954,-4.8346875968033505,-2.2318892731515896,0.8770830873180874,0.84806676937788406,0.9371540729082432,-0.14014283761617555,-0.1791524395344125,-0.06706040010766735,-0.7982985670222994,-1.020509775537493,-0.38199755492687326,-133.04976117038322,-170.08496258958218,-63.66625915447888,0.8656549371396194,-0.1551947052994309,-0.8840388346445466,0.8342055036708002,-0.19874538779670625,-1.132117495115492,0.931090931266285,-0.07400895704139082,-0.42157876462277327,-147.3398057740911,-188.68624918591533,-70.26312743712889,-0.08574026762224718,-0.11160771957799898,-0.03958120969590001,-14.290044603707864,-18.601286596333164,-6.596868282650002,0.9049
06077003311,06077003311,Census Tract 33.11; San Joaquin County; California,2474,1538,670,Stockton city,California,59868,0.6262886759598489,0.20745732902963632,06077,2474,1538,670,0.010813,0.009493868073,0.003212018401,0.8066692593285255,0.7220627424441978,0.8518853220208183,-0.23966543714880584,-0.3849212003585432,-0.1738669209933424,-6.411376868055953,-10.29716637226592,-4.651176943318302,-259.15023718900375,-416.2152939476928,-188.00230167010113,0.7895234938004984,0.6989279853752611,0.8383381867603106,-0.26658675498855533,-0.43076256914092576,-0.19283603656946405,-7.13155878710415,-11.523485423138936,-5.158626620914971,-288.26025816912494,-465.78356601208304,-259.15023718900375,-0.7201819190481968,-1.2263190508730144,-0.5074496775966688,-29.11002098012113,-49.56827206439023,-20.51130467246034,0.8749521033517931,0.8360769605579258,0.9152081065560442,-0.14291970516919686,-0.19606214161515237,-0.09264766432525408,-0.706035391772453,-0.9685635077620848,-0.45768727203323184,-45.906072286895515,-62.975520660733736,-29.75860026223874,0.863341678778822,0.8212414885494441,0.907134833837298,-0.15828996164586687,-0.21766863211732812,-0.1023719547510598,-0.7819657544911671,-1.075301392285928,-0.5057260865015715,-50.84302695001087,-69.91556516813577,-32.88206024067435,-0.07593036271871412,-0.10673788452384324,-0.04803881446833963,-4.936954663115352,-6.940044507402032,-3.1234599784356063,0.8360769605579258,0.798548958669755,0.9152081065560442,-0.19606214161515237,-0.25227137189663085,-0.09264766432525408,-1.2471300314247469,-1.604670852665493,-0.5893217505916191,-186.13881066040992,-239.5031123381333,-87.95847023755508,0.8212414885494441,-0.21766863211732812,-1.38456657555803,0.7807854335197778,-0.2807615986020689,-1.7858940966520576,0.907134833837298,-0.1023719547510598,-0.6511769079637304,-206.65172769522837,-266.55135770926233,-97.19058327816872,-0.13743654413328343,-0.18122324398656464,-0.06185515737211133,-20.512917034818425,-27.04824537112905,-9.232113040613632,0.8683
06077003313,06077003313,Census Tract 33.13; San Joaquin County; California,2105,1014,233,Stockton city,California,36520,0.5020261156230809,0.21811425955794003,06077,2105,1014,233,0.010813,0.009493868073,0.003212018401,0.8486443552105243,0.7797707739086039,0.8847466300434048,-0.1783499104898055,-0.2824281615320054,-0.13026709121338045,-4.059487410375792,-6.428450470908933,-2.965056810596045,-192.84975821262668,-305.38957106455734,-140.85780572902829,0.8348304849486049,0.7606128338525249,0.8739786202604339,-0.19784796797587417,-0.3147293281063541,-0.14419274890501713,-4.503289813607183,-7.163669113233484,-3.282023788180445,-213.93300777231275,-340.3168224814007,-192.84975821262668,-0.4438024032313912,-0.7352186423245515,-0.31696697758439996,-21.08324955968604,-34.9272514168433,-15.057813661966744,0.9029889398060544,0.872177286316913,0.9345562453729004,-0.10743327622017376,-0.1465558845528585,-0.07002655533160211,-0.34990874734029864,-0.4773305607300339,-0.22807555646372316,-34.507766009891384,-47.07401979586133,-22.492658428375066,0.8938212469279713,0.8603303614168696,0.9282522028038211,-0.1187919323208762,-0.162344193401602,-0.07729343057787733,-0.386903738720071,-0.5287528720124687,-0.25174367219065386,-38.156187250500096,-52.14525365014484,-24.8267921292558,-0.03699499137977236,-0.05142231128243479,-0.0236681157269307,-3.6484212406087138,-5.071233854283511,-2.3341337008807397,0.872177286316913,0.8421107854992367,0.9345562453729004,-0.1465558845528585,-0.18749221268690952,-0.07002655533160211,-0.32419206035113113,-0.4147461353476995,-0.15490373055649356,-139.13822332666572,-178.00263319643756,-66.48228779248652,0.8603303614168696,-0.162344193401602,-0.35911692461537065,0.8277632718113394,-0.20807486156249297,-0.4602764214008168,0.9282522028038211,-0.07729343057787733,-0.17097857644611666,-154.1274354572406,-197.54352849820464,-73.38136328159514,-0.03492486426423952,-0.04553028605311732,-0.0160748458896231,-14.9892121305749,-19.54089530176709,-6.899075489108627,0.9711
06077000802,06077000802,Census Tract 8.02; San Joaquin County; California,1004,635,120,Stockton city,California,136434,0.41743020834347017,0.28074106463599496,06077,1004,635,120,0.010813,0.009493868073,0.003212018401,0.8784631293375575,0.8216742738872471,0.9078403645733384,-0.13835170379215858,-0.21702727197373997,-0.1015152432332904,-1.5019809609970292,-2.3561027554194585,-1.1020750623818951,-149.59969731046107,-234.67158918520505,-109.7684325081569,0.8671533214548005,0.8056931265782298,0.8991050508298887,-0.15319860428179655,-0.24116734648958651,-0.1122170863982842,-1.6631626541314624,-2.6181734876622667,-1.2182569686455456,-165.65365080990662,-260.7742517591899,-149.59969731046107,-0.1611816931344332,-0.2620707322428082,-0.1161819062636502,-16.053953499445537,-26.10266257398488,-11.57190301430779,0.9225882243559708,0.8976415529608129,0.9479616353296888,-0.08390717938988224,-0.1140304241727272,-0.05489501128620363,-0.17113974165195667,-0.2325800661550632,-0.11196560434773686,-26.95114041763097,-36.6267820716635,-17.632378637438876,0.9151845879113096,0.8880005673632088,0.942909122830035,-0.09267574346095732,-0.12612540661922955,-0.0605475923264091,-0.18902438276007352,-0.25724937557805355,-0.12349478773730702,-29.767619332295045,-40.511712689457255,-19.447998068867246,-0.01788464110811685,-0.02466930942299033,-0.01152918338957015,-2.8164789146640716,-3.8849306177937537,-1.8156194314283705,0.8976415529608129,0.8731187772053381,0.9479616353296888,-0.1140304241727272,-0.14531954426725405,-0.05489501128620363,-0.12991077640849225,-0.1655573498042152,-0.06253991940204759,-108.2589803404102,-137.9644581701793,-52.11659950170633,0.8880005673632088,-0.12612540661922955,-0.14369015653157352,0.8613519892492196,-0.16096556632048897,-0.1833823021130945,0.942909122830035,-0.0605475923264091,-0.06897970244216581,-119.7417971096446,-152.8185850942454,-57.48308536847151,-0.01377938012308127,-0.01782495230887931,-0.00643978304011821,-11.482816769234397,-14.854126924066096,-5.366485866765182,0.7797
06077003305,06077003305,Census Tract 33.05; San Joaquin County; California,2876,1793,776,Stockton city,California,76280,0.4873190165314102,0.2172128688564263,06077,2876,1793,776,0.010813,0.009493868073,0.003212018401,0.8537547130483438,0.7868991330613085,0.888718889843339,-0.17129660863538335,-0.27081090572517946,-0.12521519619806587,-5.327014139105575,-8.421728458691907,-3.893965711824338,-185.22302291744003,-292.82783236063653,-135.39519164896865,0.8403620379190992,0.7682648675485143,0.8782958938681502,-0.18996331923345272,-0.3016344261464645,-0.1385684562361395,-5.907515014625929,-9.38028409157487,-4.309227902901239,-205.40733708713245,-326.1573049921721,-185.22302291744003,-0.5805008755203538,-0.9585556328829624,-0.4152621910769012,-20.184314169692417,-33.32947263153555,-14.438880079169026,0.9063661467802674,0.8765518186344784,0.9368730988135102,-0.10330687388573936,-0.14083386599760103,-0.06738041818730409,-0.5949596787083107,-0.8110832175393952,-0.3880538675508596,-33.18235798707812,-45.23609690682627,-21.642714308469586,0.8974991452687541,0.8650781735717779,0.9307838639775138,-0.11420718924534716,-0.1559648949078789,-0.0743632745487285,-0.6577362189349022,-0.89822506745097,-0.42826917773297174,-36.68355933825445,-50.09621123541383,-23.88562062091309,-0.06277654022659152,-0.08714184991157481,-0.04021531018211216,-3.501201351176325,-4.860114328587552,-2.2429063124435116,0.8765518186344784,0.8474213586890074,0.9368730988135102,-0.14083386599760103,-0.18005050232276126,-0.06738041818730409,-1.0375571197376248,-1.326475555251028,-0.49640782155569574,-133.70581439917845,-170.93757155296754,-63.970080097383466,0.8650781735717779,-0.1559648949078789,-1.1490310657491762,0.8335071823312027,-0.1997497096583382,-1.4716043755062618,0.9307838639775138,-0.0743632745487285,-0.5478522116005198,-148.07101362747116,-189.63973911163168,-70.5995118041907,-0.11147394601155149,-0.14512882025523366,-0.05144439004482404,-14.365199228292717,-18.702167558664133,-6.629431706807222,0.7612
06077003118,06077003118,Census Tract 31.18; San Joaquin County; California,2255,1610,736,Stockton city,California,63974,0.5700617704997618,0.21937528601785983,06077,2255,1610,736,0.010813,0.009493868073,0.003212018401,0.825398820890883,0.7476258563273979,0.8666005890225967,-0.2115355325085921,-0.3375674363542655,-0.15393413374881154,-5.157937522849742,-8.231013134368506,-3.7534244724494026,-228.73337130154067,-365.01166892986726,-166.4489788225899,0.8097113529442754,0.7261941468215762,0.8542812567298883,-0.2350080017574118,-0.3770422198758055,-0.17057466978487848,-5.730274134371525,-9.193539215531027,-4.159175904385674,-254.1141523002894,-407.69575235170856,-228.73337130154067,-0.5723366115217834,-0.9625260811625208,-0.4057514319362716,-25.38078099874871,-42.68408342184127,-17.993411615799182,0.8875288584016211,0.8522229069498434,0.923912720851618,-0.12672392625174098,-0.1734019255350219,-0.08235331912980755,-0.65533372857777,-0.8967219826955887,-0.4258778060496711,-40.7039582967559,-55.69701755873222,-26.45203764283672,0.8770022984379218,0.8387036321207876,0.9166299459733732,-0.14024786683131432,-0.19231628635177175,-0.09095279331955045,-0.7252707536307185,-0.9945347554239404,-0.47034869368124094,-45.04787289631792,-61.77234505738761,-29.21420457647459,-0.06993702505294852,-0.09781277272835188,-0.04447088763156981,-4.343914599562019,-6.075327498655396,-2.7621669336378765,0.8522229069498434,0.8179736629436324,0.923912720851618,-0.1734019255350219,-0.22253324929963092,-0.08235331912980755,-1.2116436834103794,-1.5549481646801426,-0.5754427387333562,-164.62550046336676,-211.2701310706715,-78.185154719206,0.8387036321207876,-0.19231628635177175,-1.3438075318719764,0.8017025270956819,-0.2473454507156014,-1.7283230970772732,0.9166299459733732,-0.09095279331955045,-0.6355314519959326,-182.5825450913011,-234.82650775506428,-86.34938206466477,-0.132163848461597,-0.17337493239713053,-0.06008871326257647,-17.957044627934376,-23.556376684392735,-8.16422734545876,0.2814
06077003219,06077003219,Census Tract 32.19; San Joaquin County; California,6651,4699,1490,Stockton city,California,119433,0.6387854958270297,0.22526902711271665,06077,6651,4699,1490,0.010813,0.009493868073,0.003212018401,0.8025645544087017,0.7165009536595812,0.848648841850788,-0.24600568827358824,-0.39567155478639154,-0.17834368078454643,-17.692055783067662,-28.455615267191828,-12.82598939537027,-266.00595073023095,-427.8396521905251,-192.84302203233003,0.7851054145685711,0.6930083222890585,0.8348353399194035,-0.27371430822384174,-0.4429841140968191,-0.19784100191127724,-19.684783891397085,-31.858205038322943,-14.228183366636824,-295.96728148244,-478.9987225728904,-266.00595073023095,-1.9927281083294233,-3.4025897711311153,-1.4021939712665556,-29.961330752209044,-51.15907038236529,-21.08245333433402,0.8721811288609873,0.8325301668574149,0.913284612204482,-0.14655083320357545,-0.20115767549269745,-0.09494892023441064,-2.2119319488063693,-3.0361280072139905,-1.433090113376691,-47.072397293176614,-64.61221551849309,-30.497767894800823,0.8603345308029835,0.8174100576795732,0.9050378749432426,-0.1623385604047083,-0.2233761875144464,-0.10492613368552416,-2.4502204486521215,-3.3714781073910114,-1.5836789344031974,-52.143444321177306,-71.74884246416283,-33.70246721436896,-0.23828849984575215,-0.33535010017702094,-0.15058882102650673,-5.0710470280006845,-7.136626945669737,-3.204699319568136,0.8325301668574149,0.7942947284599934,0.913284612204482,-0.20115767549269745,-0.25897851788445736,-0.09494892023441064,-2.845549005168532,-3.6634747449788025,-1.3431344583451494,-190.97644329990143,-245.8707882536109,-90.1432522379295,0.8174100576795732,-0.2233761875144464,-3.1598490418186773,0.7762110987792006,-0.2883093292182594,-4.078384396361786,0.9050378749432426,-0.10492613368552416,-1.4842707572242884,-212.0704054911864,-273.7170735813279,-99.61548706203276,-0.3143000366501454,-0.4149096513829833,-0.14113629887913892,-21.093962191284927,-27.846285327717,-9.472234824103284,0.4431
06077003213,06077003213,Census Tract 32.13; San Joaquin County; California,3052,2194,805,Stockton city,California,60285,0.5633472008161766,0.1833097953744521,06077,3052,2194,805,0.010813,0.009493868073,0.003212018401,0.8276643601409488,0.7507384543024516,0.8683747783020703,-0.2082192349441058,-0.3320218170110251,-0.15157651395091867,-6.871500440899279,-10.957143621202334,-5.002218372012117,-225.1474587450616,-359.0151907340214,-163.89968453512836,0.8121564168201472,0.7295205465004982,0.856205318279686,-0.2312899083101759,-0.37076331132411366,-0.16794415854509132,-7.632862100158808,-12.235662367681,-5.542371528734316,-250.09377785579315,-400.90636853476406,-225.1474587450616,-0.7613616592595287,-1.2785187464786656,-0.5401531567221989,-24.946319110731608,-41.891177800742646,-17.698334099678863,0.8890427966682742,0.8541717661404294,0.9249577368821352,-0.12480524418795429,-0.17072471795514227,-0.08113047777817234,-0.8795235694753785,-1.20312583265693,-0.5717401369868721,-40.087674087300755,-54.837093557745206,-26.059258750541115,0.8786480190940312,0.8408136108990403,0.9177704669686256,-0.1381121658148095,-0.18932422957657596,-0.08959705720644587,-0.9732996866900944,-1.3341997226863125,-0.631405547751083,-44.361881799913135,-60.81129091551104,-28.77873964225538,-0.0937761172147158,-0.1310738900293824,-0.05966541076421095,-4.274207712612388,-5.974197357765835,-2.7194808917142637,0.8541717661404294,0.8203247041282598,0.9249577368821352,-0.17072471795514227,-0.2190294830419341,-0.08113047777817234,-1.3047745489983351,-1.6739467979584974,-0.6200448524439681,-162.08379490662549,-207.94370160975123,-77.02420527254262,0.8408136108990403,-0.18932422957657596,-1.4469225031910131,0.8042375927361747,-0.24341364919016417,-1.860304343426032,0.9177704669686256,-0.08959705720644587,-0.6847512258818599,-179.74192586223765,-231.09370725789216,-85.06226408470309,-0.142147954192678,-0.18635754546753436,-0.06470637343789176,-17.658130955612172,-23.150005648140915,-8.038058812160468,0.9717
06077004001,06077004001,Census Tract 40.01; San Joaquin County; California,1471,919,312,Stockton city,California,1712198,0.8106993427814246,0.1790231463466523,06077,1471,919,312,0.010813,0.009493868073,0.003212018401,0.7481725492718148,0.6441986823013519,0.8053539671922152,-0.33659006999559815,-0.5523161215225935,-0.24169004032648952,-5.353775735914595,-8.785097700597014,-3.8443031713000377,-363.9548426862403,-597.2194222023802,-261.33944060503313,0.7267782915479623,0.6164840082301848,0.7881075401601649,-0.37593542849237266,-0.622102092916929,-0.2688623684488195,-5.979599978571685,-9.895107988075518,-4.276504130144552,-406.4989788288026,-672.6789930710753,-363.9548426862403,-0.6258242426570906,-1.110010287478504,-0.4322009588445148,-42.544136142562245,-75.45957086869504,-29.381438398675375,0.8349407710607232,0.7852383011122229,0.8872305375100138,-0.1976897459799247,-0.2734987564712336,-0.12710277399431083,-0.5835494705326347,-0.8073259123228864,-0.3751876765279531,-63.4983101776534,-87.84830384362202,-40.82564488878707,0.8200139403353338,0.7664814032505947,0.8766780429745974,-0.21949146326837235,-0.3046630952284936,-0.14066960843112616,-0.647904758751113,-0.8993182070731943,-0.4152348677121204,-70.50106188804277,-97.85834679795369,-45.1833370742242,-0.06435528821847825,-0.0919922947503079,-0.04004719118416722,-7.002751710389362,-10.010042954331654,-4.357692185437129,0.7852383011122229,0.7380200733531508,0.8872305375100138,-0.2734987564712336,-0.3549766952226094,-0.12710277399431083,-0.8101270669650433,-1.0514717969910905,-0.3764894540204685,-259.6561112067447,-337.01019134329823,-120.6696968014322,0.7664814032505947,-0.3046630952284936,-0.90243854463708,0.7159373036467679,-0.3967703525243101,-1.1752682392287723,0.8766780429745974,-0.14066960843112616,-0.4166755957496122,-289.24312328111534,-376.6885382143502,-133.549870432568,-0.09231147767203662,-0.12379644223768203,-0.0401861417291437,-29.587012074370712,-39.67834687105194,-12.8801736311358,0.9405
06077003803,06077003803,Census Tract 38.03; San Joaquin County; California,4476,2490,922,Stockton city,California,800952,0.6586733817558301,0.2707831610834828,06077,4476,2490,922,0.010813,0.009493868073,0.003212018401,0.796075206330142,0.7077379291175534,0.843523527639444,-0.2561627243862284,-0.4129523922037851,-0.1855033881490503,-12.398016623616376,-19.98647787484229,-8.978176256985227,-276.98875387882873,-446.5254216899529,-200.5848136055681,0.7781252492443139,0.6836907718849653,0.8292909395846303,-0.2851401506006424,-0.4626495502388549,-0.2058494217974615,-13.800494727238684,-22.39177003021573,-9.962903695382275,-308.32204484447465,-500.26295867327366,-276.98875387882873,-1.4024781036223093,-2.4052921553734414,-0.9847274383970496,-31.333290965645872,-53.73753698332085,-22.000166184027023,0.8677893855913568,0.8269166725519607,0.9102318271424832,-0.15235334356912889,-0.20931169148383977,-0.09862121954066208,-1.2185107400648134,-1.6740593814304157,-0.7887651980152318,-48.9361742997917,-67.23130045905283,-31.67731718936674,0.8555704318068075,0.8113494072960407,0.901710690601149,-0.168810845751394,-0.23251461208638757,-0.1090031541417391,-1.350136621676207,-1.8596346191819064,-0.8717991408070603,-54.22235428418502,-74.68412125228538,-35.01201368703053,-0.13162588161139355,-0.18557523775149057,-0.08303394279182852,-5.286179984393315,-7.452820793232552,-3.334696497663796,0.8269166725519607,0.7875710800504209,0.9102318271424832,-0.20931169148383977,-0.2697266638282087,-0.09862121954066208,-1.832177733447496,-2.3610109119073104,-0.863265693411057,-198.7177585084052,-256.0749362155434,-93.62968475174154,0.8113494072960407,-0.23251461208638757,-2.035280934121886,0.7689865367004005,-0.30041288406796,-2.6296180262465447,0.901710690601149,-0.1090031541417391,-0.9541423628954752,-220.74630521929345,-285.20802887706554,-103.48615649625545,-0.20310320067438936,-0.26860711433923434,-0.0908766694844182,-22.028546710888214,-29.133092661522163,-9.856471744513904,0.8475
